指標名,コワーキング施設,,,,,,,,
出典,コワーキングスペース検索,,,,,,,,
年次,2025/2/19取得,,,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,,,
備考,2020：346件、2021：369件、2022：406件、2023：403件、2024：387件),,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,座席数,法人登記,URL
千代田区,神田三崎町２丁目,-,"東京都千代田区神田三崎町2-12-9b1,2f,3f,4f,5f",35.7009621,139.7536811,東京レンタル自習室 水道橋,不可,-,https://coworking-search.jp/space/1613/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1山王パークタワー3階,35.6731097,139.7406792,エグゼクティブセンター 山王パークタワー,可能,-,https://coworking-search.jp/space/158/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２-２-２,35.6913732,139.7715621,ビジョンオフィス神田,可能,-,https://coworking-search.jp/space/331/
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-6-5木所ビル3階,35.6961353,139.7780041,GARAGE AKIHABARA,可能,-,https://coworking-search.jp/space/1495/
千代田区,神田神保町２丁目,-,"東京都千代田区神田神保町2-3-1神保町ブックセンター1f,3f",35.6957485,139.7575553,LEAGUE神保町,可能,-,https://coworking-search.jp/space/1522/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-3-2郵船ビルディング1f,35.6815163,139.7627258,サーブコープ 丸の内郵船ビルディング,可能,-,https://coworking-search.jp/space/2632/
千代田区,外神田４丁目,-,東京都千代田区外神田4-7-3田中ビル1階,35.7025971,139.7720178,Working Studio 秋葉原,不可,Sルーム×2部屋、Mルーム×3部屋、マルチルーム×1部屋、フリースペース×3席,https://coworking-search.jp/space/2558/
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-3東京ガーデンテラス17f,35.6787667,139.7380662,オープンコラボレーションスペース「LODGE」永田町,不可,-,https://coworking-search.jp/space/1332/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-5-1丸の内2-ビル4f,35.6800034,139.7631815,point 0 marunouchi,可能,260席,https://coworking-search.jp/space/2360/
千代田区,一番町,-,東京都千代田区一番町10-81-町ウェストビル5階,35.6865694,139.739737,パズル一番町,可能,-,https://coworking-search.jp/space/452/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-4-6sjビル2f,35.7006423,139.7463852,勉強カフェ　飯田橋スタジオ,不可,-,https://coworking-search.jp/space/1579/
千代田区,九段南１丁目,-,東京都千代田区九段南1-5-6りそな九段ビル5fksフロア,35.6951205,139.7517519,ナレッジソサエティ,可能,-,https://coworking-search.jp/space/344/
千代田区,神田松永町,-,東京都千代田区神田松永町13,35.6997298,139.7752322,NUWORKS TOKYO,可能,16席,https://coworking-search.jp/space/2331/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-7-1,35.6921581,139.7717774,ビジョンオフィス神田ＡＮＮＥＸ,可能,-,https://coworking-search.jp/space/332/
千代田区,内幸町１丁目,-,東京都千代田区内幸町1-3-1幸ビルディング9階,35.6697184,139.7560817,エキスパートオフィス新橋,可能,8席,https://coworking-search.jp/space/592/
千代田区,平河町２丁目,-,東京都千代田区平河町2-5-3midori.sonagatacho,35.6799637,139.7395362,みどり荘　永田町,可能,-,https://coworking-search.jp/space/1169/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-2-7淡路町駅前ビル3階,35.6952283,139.767758,プレミアムオフィス神田,可能,コワーキングスペース：6席　個室：22部屋,https://coworking-search.jp/space/389/
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-3-1神田ビジネスセンター,35.6916635,139.7751523,神田ビジネスセンター,可能,2席（WEB予約制）,https://coworking-search.jp/space/173/
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-11-1安田神保町マンション,35.6953701,139.7545708,BIZcomfort 神保町,可能,29席,https://coworking-search.jp/space/1882/
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町3-1-3一輝ビル3f,35.6991214,139.7530121,シェアオフィスMIXER 神保町・水道橋,可能,24席,https://coworking-search.jp/space/639/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-6-3日比谷頴川エイセンビル6f〜11f,35.6738981,139.7606757,Vision Works 有楽町,可能,-,https://coworking-search.jp/space/1328/
千代田区,外神田６丁目,-,東京都千代田区外神田6-14-1日興ビル2f,35.7031887,139.7712682,勉強カフェ　秋葉原スタジオ,不可,-,https://coworking-search.jp/space/1578/
千代田区,鍛治町２丁目,-,東京都千代田区鍛治町2-12-122階,35.6913199,139.7722367,KANDA LOUNGE,不可,-,https://coworking-search.jp/space/1084/
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6−８文悠ビルb1,35.7028965,139.7373309,BOOK&OFFICE 文悠,可能,4席,https://coworking-search.jp/space/1989/
千代田区,神田小川町２丁目,-,東京都千代田区神田小川町2-1檜ビル3f,35.6941773,139.7647666,シェアオフィスKOTO-BA,可能,-,https://coworking-search.jp/space/707/
千代田区,東神田３丁目,-,東京都千代田区東神田3-4-12green&archビル,35.6971515,139.7812834,Funshareシェアオフィス・コワーキングスペース,不可,20席,https://coworking-search.jp/space/2361/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-4-11フレンドビル3f,35.6720448,139.7422575,KIC,可能,43席,https://coworking-search.jp/space/2583/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-1丸の内トラストタワーn館11f,35.6832253,139.7697606,NewWork 東京,不可,95席,https://coworking-search.jp/space/2676/
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-12,35.7012294,139.741552,TOKI CAFE,不可,104席,https://coworking-search.jp/space/2137/
千代田区,外神田５丁目,-,東京都千代田区外神田5-1-10千住ビル1f/2f,35.7034575,139.7723601,1/3rd Life（ワンサードライフ）,可能,50席,https://coworking-search.jp/space/2148/
千代田区,麹町２丁目,-,東京都千代田区麹町2-2-4麹町セントラルビル4f,35.6845239,139.740897,CーWORK 半蔵門,不可,-,https://coworking-search.jp/space/1451/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1国際ビルb1f,35.6767148,139.7612147,いいオフィス丸の内 by タニタ食堂,不可,33席,https://coworking-search.jp/space/2616/
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-17-1神田髙木ビル7階,35.6911121,139.7638075,BIRTH 神田,可能,フリーワーキングスペース：16席　個室：4部屋,https://coworking-search.jp/space/1946/
千代田区,外神田１丁目,-,東京都千代田区外神田1-1-10,35.6977538,139.7703926,パセラリゾーツAKIBAマルチエンターテインメント,不可,完全個室40部屋,https://coworking-search.jp/space/2262/
港区,芝大門１丁目,-,東京都港区芝大門1-10-11芝大門センタービル10f,35.6586799,139.7531591,"リージャス 芝大門ビジネスセンター
",可能,-,https://coworking-search.jp/space/41/
港区,南青山１丁目,-,東京都港区南青山1-1-1新青山ビル東館7f,35.6726796,139.7254183,"リージャス 青山ツインビジネスセンター
",可能,-,https://coworking-search.jp/space/2832/
港区,南青山４丁目,-,東京都港区南青山4-18-11フォレストヒルズイーストウィング2f,35.6631018,139.7175453,"リージャス 表参道フォレストヒルズビジネスセンター
",可能,-,https://coworking-search.jp/space/1104/
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-13-1虎ノ門40mtビル7階,35.663433,139.7458488,"コンパスオフィス 虎ノ門40MTビル
",可能,要相談,https://coworking-search.jp/space/2233/
港区,港南２丁目,-,"東京都港区港南2-16-1品川イーストワンタワー7f,8f",35.6280299,139.7407407,"SPACES 品川
",可能,-,https://coworking-search.jp/space/2793/
港区,西新橋２丁目,虎ノ門広域,東京都港区西新橋2-4-3プロス西新橋ビル6f,35.6673729,139.7525032,"THE HUB 新橋WEST
",可能,19,https://coworking-search.jp/space/2864/
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-3-20神谷町mtビル14f,35.663523,139.7445529,"リージャス 神谷町MTビルビジネスセンター
",可能,-,https://coworking-search.jp/space/40/
港区,南青山３丁目,-,東京都港区南青山3-8-40青山センタービル2f,35.6674254,139.7151324,"THE HUB 南青山
",可能,33,https://coworking-search.jp/space/2602/
港区,新橋４丁目,虎ノ門広域,"東京都港区新橋4-21-3新橋東急ビル2f,3f",35.6641383,139.7579432,"リージャス 新橋東急ビルビジネスセンター
",可能,-,https://coworking-search.jp/space/25/
港区,南青山３丁目,-,東京都港区南青山3-3-3リビエラ南青山ビル1-4階,35.6683679,139.7168249,"WORKING PARK EN
",可能,約120席,https://coworking-search.jp/space/2448/
港区,六本木７丁目,六本木,東京都港区六本木7-12-2r7ビルディング,35.6644994,139.7305357,"SPACES 六本木
",可能,-,https://coworking-search.jp/space/2819/
港区,赤坂２丁目,赤坂,"東京都港区赤坂2-5-8ヒューリックjp赤坂ビル3f,4f,5f,6f",35.6725208,139.7399354,"SPACES 赤坂
",可能,-,https://coworking-search.jp/space/2815/
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-12-32アーク森ビル12f,35.6671134,139.740135,"リージャス 赤坂アークヒルズビジネスセンター
",可能,-,https://coworking-search.jp/space/33/
港区,芝５丁目,-,東京都港区芝5-29-20,35.646208,139.744568,"クロスオフィス三田
",可能,約45席,https://coworking-search.jp/space/2132/
港区,六本木６丁目,六本木,"東京都港区六本木6-1-20六本木電気ビル5f,6f,7f",35.662317,139.7312805,"リージャス 六本木駅前ビジネスセンター
",可能,-,https://coworking-search.jp/space/27/
港区,港南２丁目,-,東京都港区港南2-16-1品川イーストワンタワー4f,35.6280299,139.7407407,"リージャス 品川イーストワンタワービジネスセンター
",可能,-,https://coworking-search.jp/space/42/
港区,赤坂２丁目,赤坂,東京都港区赤坂2-16-6bizmarks赤坂1f,35.6709751,139.7382711,"THE HUB 赤坂
",可能,17,https://coworking-search.jp/space/2872/
港区,港南２丁目,-,東京都港区港南2-16-4品川グランドセントラルタワー8f,35.6267167,139.7406908,"リージャス 品川グランドセントラルタワービジネスセンター
",可能,-,https://coworking-search.jp/space/754/
港区,赤坂３丁目,赤坂,"東京都港区赤坂3-1-16biビル6,7f",35.6774546,139.7365229,"THE HUB 赤坂見附
",可能,24,https://coworking-search.jp/space/2861/
港区,六本木６丁目,六本木,東京都港区六本木6-10-1六本木ヒルズ森タワー16f,35.6607345,139.7292066,"Signature 六本木ヒルズ森タワー
",可能,-,https://coworking-search.jp/space/2822/
港区,六本木７丁目,六本木,東京都港区六本木7-14-23ラウンドクロス六本木4，5階,35.6637795,139.7308368,"クロスオフィス六本木
",可能,約80席,https://coworking-search.jp/space/2049/
港区,芝浦１丁目,-,東京都港区芝浦1-9-7おもだかビル4f,35.6481283,139.7534886,"THE HUB 芝浦
",可能,1,https://coworking-search.jp/space/2968/
港区,高輪２丁目,-,東京都港区高輪2-14-17グレイス高輪ビル8f,35.635454,139.7382988,"THE HUB 高輪
",可能,7,https://coworking-search.jp/space/2967/
港区,海岸,-,東京都港区海岸1-2-20汐留ビルディング3f,35.6567179,139.7592981,"リージャス 汐留ビルディングビジネスセンター
",可能,-,https://coworking-search.jp/space/39/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-18-6,35.667733,139.753419,"クロスオフィス内幸町
",可能,約60席,https://coworking-search.jp/space/2131/
港区,港南２丁目,-,東京都港区港南2-17-1京王品川ビル2f,35.6246316,139.7394679,"BIZcomfort品川Skyway
",可能,40,https://coworking-search.jp/space/2673/
港区,港南２丁目,-,東京都港区港南２-３−１号大信秋山ビル3f,35.6292426,139.742972,"THE HUB 品川
",可能,13,https://coworking-search.jp/space/2862/
港区,南麻布３丁目,-,東京都港区南麻布3-20-1daiwa麻布テラス5f,35.6476389,139.7311176,"リージャス 麻布グリーンテラスビジネスセンター
",可能,-,https://coworking-search.jp/space/34/
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-2-7赤坂kタワー4f,35.6777869,139.7348263,"リージャス 赤坂Kタワービジネスセンター
",可能,-,https://coworking-search.jp/space/30/
港区,北青山２丁目,-,東京都港区北青山2-12-8,35.6704909,139.7158905,"BIZ SMART青山
",可能,22席,https://coworking-search.jp/space/2569/
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-28虎ノ門タワーズオフィス19f,35.6660009,139.7435671,".BASE managed by JustCo
",可能,ホットデスク約40席（変動する場合がございます。）,https://coworking-search.jp/space/2533/
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-6-3ザロイヤルパークホテルアイコニック東京汐留24f,35.6642408,139.7605355,BIZcomfort ザ ロイヤルパークホテル アイコニック 東京汐留,可能,80席,https://coworking-search.jp/space/2694/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-6-13吉荒ビル2f,35.669589,139.7528265,MY BASIC OFFICE 虎ノ門,不可,全28席,https://coworking-search.jp/space/1785/
港区,六本木６丁目,六本木,東京都港区六本木6-10-1六本木ヒルズ森タワーウェストウォーク6f,35.6604523,139.7292314,PARK6 powered by bondolfi boncaffē 六本木,不可,-,https://coworking-search.jp/space/1251/
港区,南青山３丁目,-,東京都港区南青山3-7-21,35.6662867,139.7159803,女性のためのコワーキングスペース「SHEworks」,不可,-,https://coworking-search.jp/space/1576/
港区,北青山３丁目,-,東京都港区北青山3-6-7青山パラシオタワー11f,35.6653615,139.7113009,サーブコープ 青山パラシオタワー,可能,-,https://coworking-search.jp/space/2640/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1ニュー新橋ビル9f,35.6662082,139.757524,LiFEREE WORK 新橋,可能,28席,https://coworking-search.jp/space/1974/
港区,西麻布３丁目,-,東京都港区西麻布3-3-1長井ビル3f,35.6583191,139.7272894,KAKUREGA,不可,-,https://coworking-search.jp/space/1562/
港区,芝５丁目,-,東京都港区芝5-36-4札の辻スクエア9階,35.6451415,139.7448088,港区立産業振興センター,可能,100席,https://coworking-search.jp/space/2527/
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-3-1城山トラストタワー4階,35.6646397,139.7430889,Cozy Works 神谷町,可能,100席,https://coworking-search.jp/space/2647/
港区,南青山２丁目,-,東京都港区南青山2-24-24青山タワービル14階,35.6702275,139.7181198,goodoffice 青山,不可,オープン席：23席,https://coworking-search.jp/space/2763/
港区,北青山３丁目,-,"東京都港区北青山3-5-6青朋ビル本館2f,3f",35.6673358,139.7138514,PORTAL POINT AOYAMA,可能,-,https://coworking-search.jp/space/1978/
港区,六本木２丁目,六本木,東京都港区六本木2-2-6福吉町ビル6f,35.6674762,139.738932,katanaオフィス六本木,可能,［クラウドオフィス］16席,https://coworking-search.jp/space/1556/
港区,南青山３丁目,-,東京都港区南青山3-1-5ラ･クラースビル5f,35.6684896,139.7165467,スタイル南青山,可能,-,https://coworking-search.jp/space/1197/
港区,芝５丁目,-,東京都港区芝5-31-10サンシャインビル1f/2f,35.6469591,139.7468972,TSUTAYA田町駅前店,不可,70席,https://coworking-search.jp/space/2248/
港区,芝大門１丁目,-,東京都港区芝大門1-6-6芝大門ヤマトビル3f,35.657737,139.7541858,いいオフィス浜松町 by wedo,可能,30席,https://coworking-search.jp/space/2071/
港区,南青山２丁目,-,東京都港区南青山2-15-5faro青山,35.6698124,139.7210778,FARO青山,可能,-,https://coworking-search.jp/space/1862/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-18-21第一日比谷ビル4〜7f,35.6686878,139.7552853,THE HUB 新橋,可能,-,https://coworking-search.jp/space/185/
港区,浜松町１丁目,-,東京都港区浜松町1-27-17三和ビル4階,35.6575106,139.755058,プレミアムオフィス浜松町,可能,-,https://coworking-search.jp/space/817/
港区,西新橋２丁目,虎ノ門広域,東京都港区西新橋2-4-3プロス西新橋ビル6･7f,35.6673729,139.7525032,THE HUB 新橋 west,可能,-,https://coworking-search.jp/space/187/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-17-6高嶋ビル4階,35.667438,139.7538139,TeaTree Studio 新橋,可能,-,https://coworking-search.jp/space/1125/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-2-9日比谷セントラルビル14f,35.6696594,139.7545504,サーブコープ 日比谷セントラルビル,可能,-,https://coworking-search.jp/space/2636/
港区,麻布十番１丁目,-,東京都港区麻布十番1-5-10アトラスビル4〜6f,35.6568708,139.733657,AZABU HILLSIDE,可能,-,https://coworking-search.jp/space/183/
港区,赤坂４丁目,赤坂,東京都港区赤坂4-9-25新東洋赤坂ビル5階,35.675594,139.732956,キッズルーム併設のコワーキングスペース「Hatch Cowork+KIDs」,可能,-,https://coworking-search.jp/space/1393/
港区,高輪２丁目,-,東京都港区高輪2-21-36プロスパラス高輪501,35.6355994,139.7389075,ivyCafe NEIGHBOR&WORK 高輪,可能,フリーデスク：4席　固定デスク：4席　L字型デスク：2席,https://coworking-search.jp/space/2285/
港区,赤坂９丁目,六本木,東京都港区赤坂9-2-13,35.6680191,139.7321122,ninetytwo13,可能,-,https://coworking-search.jp/space/1530/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-6-13柏屋ビル1f,35.6695484,139.7526901,HAKADORU 虎ノ門店,不可,コワーキングスペース：38席　複数名用商談ブース：2席,https://coworking-search.jp/space/2176/
港区,海岸,-,東京都港区海岸1-2-3汐留芝離宮ビルディング21f,35.6572058,139.758637,サーブコープ 汐留芝離宮ビルディング,可能,-,https://coworking-search.jp/space/2637/
港区,元麻布３丁目,-,東京都港区元麻布3-1-6,35.6581874,139.72866,BLINK 六本木,可能,30席,https://coworking-search.jp/space/1561/
港区,北青山２丁目,-,東京都港区北青山2-7-13プラセオ青山ビル3階,35.6710465,139.7178182,青山アラマンダワークコート,可能,フリースペース：95席,https://coworking-search.jp/space/1544/
港区,赤坂２丁目,赤坂,東京都港区赤坂2-10-2吉川ビル2階,35.6708293,139.7416469,co-ba 赤坂,可能,-,https://coworking-search.jp/space/1423/
港区,麻布十番２丁目,-,東京都港区麻布十番2-20-7麻布10-髙木ビル8f/9f,35.6547344,139.7366823,BIRTH 麻布十番,可能,-,https://coworking-search.jp/space/2103/
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-1-21新虎ノ門実業会館5f,35.6703906,139.7507169,新虎ノ門実業会館,可能,-,https://coworking-search.jp/space/192/
港区,高輪１丁目,-,東京都港区高輪1-26-22,35.6371506,139.7328733,つなぐラボ高輪,可能,-,https://coworking-search.jp/space/1940/
港区,高輪２丁目,-,東京都港区高輪2-16-4,35.6400216,139.7393525,STOCK 品川,可能,-,https://coworking-search.jp/space/1500/
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10東新橋ビル2ｆ,35.6611898,139.7562236,katanaオフィス汐留,可能,［クラウドオフィス］16席,https://coworking-search.jp/space/1555/
港区,六本木７丁目,六本木,東京都港区六本木7-3-24,35.6660684,139.7279128,goodoffice 六本木,不可,オープン席：20席,https://coworking-search.jp/space/2759/
港区,芝５丁目,-,"東京都港区芝5-16-14三田ノックスビル3f,4f",35.6485726,139.745717,BIZcomfort 田町,可能,46席,https://coworking-search.jp/space/1891/
