指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件、2023年度：6,702件、2024年度：6,840件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
中央区,銀座６丁目,-,東京都中央区銀座6-2-3 Daiwa銀座アネックス4F,35.67057,139.76341,泰明小前クリニック,"内科, 消化器内科, 心療内科, 外科",https://taimeishomae.resv.jp/
中央区,勝どき４丁目,-,東京都中央区勝どき4-8-5 アクティ東仲通り1F,35.65684,139.77586,勝どきみなみクリニック,"耳鼻いんこう科, アレルギー科, 小児耳鼻いんこう科",http://kachidoki-clinic.jp/
中央区,八丁堀３丁目,-,東京都中央区八丁堀3丁目2-5 八丁堀医療ビル2F,35.67505,139.77330,八丁堀3丁目クリニック,"内科, 小児科",https://www.8cho3cho-cl.com/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-4-10 八重洲仲通りビル 11階,35.68223,139.77175,医療法人回生會 みぞぐちクリニック,内科,https://mizoclinic.tokyo/
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-6-6 ライフサイエンスビル8階,35.68936,139.78090,iこころクリニック日本橋,"精神科, 心療内科",https://www.ikokoro.net/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-8 メディカルプライム日本橋小伝馬町6階,35.69101,139.78110,たかだウロクリニック,泌尿器科,https://takada-uro.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目4-3 カルチェブラン銀座ビル2F,35.67516,139.76698,Glia Men’s Clinic Tokyo,"男性泌尿器科, 美容皮膚科",https://glia-mens.com/
中央区,八丁堀４丁目,-,東京都中央区八丁堀4-6-5 キスワイヤ八丁堀ビル4階,35.67447,139.77519,八丁堀内科・泌尿器科・消化器内科イサナクリニック,"内科, 泌尿器科, 消化器内科",https://hatchobori-isana.com/
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町15-15 西鉄日本橋人形町ビル4階,35.68562,139.77966,エナ女性クリニック日本橋,婦人科,https://ena-nihonbashi.com/
中央区,晴海５丁目,-,東京都中央区晴海5-2-31 ららテラスHARUMI FLAG 3F,35.65127,139.77438,医療法人社団 晴月会 晴海耳鼻咽喉科,耳鼻いんこう科,https://www.harumi-ent.com/
中央区,月島１丁目,-,東京都中央区月島1-8-1 アイ・マークタワー2階,35.66429,139.78334,いけした女性クリニック,婦人科,https://www.ikeshitaikuko.com/
中央区,晴海１丁目,-,東京都中央区東京都中央区晴海1-8-16 晴海トリトンスクエア3F,35.65737,139.78278,医療法人社団 新未来 晴海トリトン 夢未来クリニック,"小児科, 皮膚科, 耳鼻いんこう科, アレルギー科",http://yumemirai-clinic.net/
中央区,八丁堀４丁目,-,東京都中央区八丁堀4-9-9 八丁堀フロンティアビル4F,35.67423,139.77762,八丁堀メンタルクリニック,"心療内科, 精神科",http://hatchobori-mental.jp/
中央区,銀座８丁目,-,東京都中央区銀座8-5-6 並木通り 中島商事ビル5F,35.66898,139.76044,KISHI CLINICA FEMINA,"婦人科, 女性内科",http://www.kishiclinicafemina.jp/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-27-8 アトラス日本橋水天宮101,35.68246,139.78364,日本橋アレイラクリニック,内科,https://arayla.jp/
中央区,銀座５丁目,-,東京都中央区銀座5-8-3 四谷学院ビル5階,35.67073,139.76530,銀座内科,"内科, 糖尿病内科, 内分泌内科",https://ginza-naika.com/
中央区,佃２丁目,-,東京都中央区佃2-1-6 リバーシティM-SQUARE1F,35.66951,139.78559,リバーシティこどもクリニック,小児科,http://rc-kodomo.jp/
中央区,月島１丁目,-,東京都中央区月島1丁目13-6 ウェルネス月島3階,35.66532,139.78271,医療法人社団惟心会 りんかい月島クリニック,"心療内科, 精神科",https://ishinkai.org/
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町4-5-3 三泉トラスト日本橋ビル2F,35.68888,139.77023,医療法人湘尽会 かとう前立腺クリニック東京,泌尿器科,https://kato-tokyo.com/
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1丁目6-8 人形町大内ビル2階,35.68467,139.78236,日本橋人形町整形外科,"整形外科, リハビリテーション科",https://nn-ortho.jp/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-3-3 八重洲山川ビル6階,35.68021,139.77128,ゲーテメンズクリニック 八重洲院,"泌尿器科, 性感染症内科",https://goethe.clinic/std/
中央区,銀座８丁目,-,東京都中央区銀座8-5-4 マディソンビル 7F,35.66921,139.76069,医療法人社団 創文会 銀座並木通り心療内科・内科クリニック,"心療内科, 内科",http://www.psim.cc/
中央区,勝どき４丁目,-,東京都中央区勝どき4-6-2 パークタワー勝どきミッド 3階クリニックモール内,35.65619,139.77625,勝どきメンタルクリニック,"心療内科, 精神科, 児童精神科, 形成外科",https://www.kachidoki-mc.com/
中央区,銀座７丁目,-,東京都中央区銀座7-9-17 銀座ヤマトビル7F,35.66886,139.76295,RDクリニック東京銀座,美容皮膚科,https://www.rederm.com/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-4-10 八重洲仲通りビル8F,35.68223,139.77175,日本橋えがわクリニック,"内科, 糖尿病内科, 腎臓内科, 消化器内科, アレルギー科, 皮膚科, 整形外科, 漢方内科",https://www.nihonbashi-egawacl.com/
中央区,晴海５丁目,-,東京都中央区晴海5丁目2-31 ららテラス HARUMI FLAG 3階,35.65127,139.77438,槙原歯科 ららテラス HARUMI FLAG院,"歯科, 矯正歯科, 歯科口腔外科, 小児歯科",https://makihara-harumiflag.com/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目5-1 日本橋髙島屋S.C.新館4階,35.68128,139.77379,にしたんARTクリニック日本橋院,婦人科,https://nishitan-art.jp/branch/nihombashi/
中央区,東日本橋３丁目,-,東京都中央区東日本橋3-11-8 MKT東日本橋ビル3階,35.69378,139.78697,はなももキッズクリニック東日本橋,"小児科, アレルギー科",https://www.hanamomo-kids.com/
中央区,明石町,-,東京都中央区明石町5-16 クロッシング明石町101,35.66782,139.77798,医療法人社団 千秋双葉会 中央ファミリークリニック明石町院,"小児科, 内科, アレルギー科",https://chuofamily-akashi.com/
中央区,晴海５丁目,-,東京都中央区晴海5-2-31 ららテラスHARUMI FLAG 3階 3020,35.65127,139.77438,東京晴海胃と大腸の消化器内視鏡・内科クリニック中央区院,"内科, 消化器内科, 胃腸内科, 内視鏡内科",https://www.harumiflag-naishikyo.com/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-8 メディカルプライム日本橋小伝馬町4階,35.69101,139.78110,東日本橋レディースクリニック,産婦人科,https://higashinihonbashi-lc.com/
中央区,晴海５丁目,-,東京都中央区晴海五丁目2番31号 ららテラスHARUMI FLAG 3階,35.65127,139.77438,晴海小児科醫院,"小児科, 小児循環器内科, 小児腎臓内科, 小児皮膚科, アレルギー科",https://www.harumi-shounika.com/
中央区,築地２丁目,-,東京都中央区築地2-12-8 大広ビル2階,35.66795,139.77206,アンセネクリニック築地,"形成外科, 皮膚科, 美容皮膚科",https://www.ansene-clinic.com/
中央区,勝どき３丁目,-,東京都中央区勝どき3丁目5-5 AIP勝どき駅前ビル3階,35.65866,139.77608,有明こどもクリニック 勝どき院,"小児科, 内科, アレルギー科, 小児皮膚科",https://kachidoki.child-clinic.or.jp/
中央区,銀座２丁目,-,東京都中央区銀座2丁目10番8号 マニエラ銀座ビル7階,35.67229,139.76849,ZEON clinic GINZA,皮膚科,-
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-5-12 萬武ビルディング3階,35.68527,139.78237,こころとからだのケアクリニック人形町,"心療内科, 精神科",-
中央区,銀座４丁目,-,東京都中央区銀座4-8-4 三原ビルディング2階,35.67100,139.76696,LUNA BEAUTY CLINIC,"美容外科, 美容皮膚科",https://luna-dr.com/beauty/ginza/
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-11-10 Kamayaビル3F,35.68557,139.77576,ビー・ファイン クリニック,内科,https://befine-clinic.jp/
中央区,明石町,-,東京都中央区明石町11-15 ミキジ明石町ビル2階,35.66711,139.77475,築地リウマチ膠原病クリニック,"リウマチ科, 内科, アレルギー科",https://www.tsukiji-irc.jp/
中央区,勝どき４丁目,-,東京都中央区勝どき4-6-2 パークタワー勝どきミッド305区画,35.65705,139.77706,やのメディカルクリニック勝どき,"内科, 糖尿病内科",https://ymc-kachidoki.com/
中央区,入船１丁目,-,東京都中央区入船1-2-8 サンパーク東京銀座310,35.67308,139.77675,鈴木整形外科,"整形外科, リハビリテーション科",https://www.suzuki-seikei-geka.jp/
中央区,人形町１丁目,-,東京都中央区人形町1-6-10 ユニコム人形町ビル1F,35.68459,139.78221,内科総合クリニック人形町,"内科, 糖尿病内科, 循環器内科, 脂質代謝内科, 内分泌内科, 感染症内科",https://ningyocho-cl.com/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-5-1 日本橋高島屋三井ビルディング10F,35.68147,139.77383,医療法人舘出張 佐藤会 フィーカレディースクリニック,"婦人科, 内科",http://fika-lc.jp/
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1丁目10-14 いちご人形町ビル1階,35.68843,139.78019,日本橋人形町消化器・内視鏡クリニック,"内視鏡内科, 消化器内科, 胃腸内科, 肛門内科",https://ningyocho-naishikyo.jp/
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1丁目2-13 信州会ビル 3階,35.68798,139.77911,信州会クリニック,"内科, 麻酔科, 皮膚科",https://www.nk-clinic.info/
中央区,銀座７丁目,-,東京都中央区銀座7-2-4 ムサシ7ビル4階,35.67085,139.76058,医療法人社団すずらん せいこレディースクリニック銀座,"産婦人科, 婦人科",https://www.seikoginza.com/
中央区,勝どき３丁目,-,東京都中央区勝どき3-5-5 AIP勝どき駅前ビル3階,35.65866,139.77608,勝どき脳神経外科,脳神経外科,http://www.kachidokineurosurgery.jp/
中央区,八丁堀３丁目,-,東京都中央区八丁堀3丁目26-8 高橋ビル1階,35.67476,139.77883,高橋医院,"内科, 糖尿病内科, 内分泌内科, 肝臓内科, 消化器内科",https://hatchobori.jp/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目2-2 マルヒロ日本橋ビル2F,35.68211,139.77258,医療法人社団 健元会 東京デイサージェリークリニック,"外科, 消化器外科, 肛門外科, 内視鏡外科",https://tokyo-dsc.jp/
中央区,銀座３丁目,-,東京都中央区銀座三丁目4番16号 銀座サニービル4階,35.67277,139.76575,医療法人清和会 HMレディースクリニック銀座,産婦人科,https://hm-ladies.com/
中央区,築地３丁目,-,東京都中央区築地3-12-11 ナカシゲビル2階,35.66749,139.77306,こころの診療所 築地・新富町,"心療内科, 精神科",https://kokoromental-clinic.com/
中央区,銀座５丁目,-,東京都中央区銀座5-9-13 銀座菊正ビル3F,35.66998,139.76488,銀座心療内科クリニック,"心療内科, 精神科",https://www.ginza-pm.com/
中央区,日本橋久松町,-,東京都中央区日本橋久松町10-8 フィルパーク日本橋久松町2階,35.68919,139.78521,久松町まつうらクリニック,"内科, 消化器内科, 内視鏡内科, 内視鏡外科, 外科, 肛門外科",https://www.matsuura-cl.net/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-8-16 ぶよおビル2F,35.68021,139.77291,日本橋いろどり皮ふ科クリニック,"皮膚科, 美容皮膚科, アレルギー科",https://www.irodori-hifuka.jp/
中央区,銀座１丁目,-,東京都中央区銀座1-2-4 サクセス銀座ファーストビル2F,35.67497,139.76846,メディカルチェックスタジオ 東京銀座クリニック,"心臓血管内科(循環器), 脳神経外科",https://medicalcheckstudio.jp/
中央区,日本橋兜町,-,東京都中央区日本橋兜町17-1 日本橋ロイヤルプラザ101,35.67908,139.77611,兜町診療所,"内科, 外科, 胃腸科, 肛門科",http://kabutocho-shinryojo.com/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-8 メディカルプライム日本橋小伝馬町7F,35.69101,139.78110,日本橋神経クリニック,"小児科, 脳神経内科",https://nihonbashi-tenkan.jp/
中央区,京橋２丁目,日八京,東京都中央区京橋2-6-6 藤木ビル2階,35.67661,139.77123,原井クリニック,"精神科, 心療内科",https://www.harai.net/
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町10-18 ユニゾ東日本橋ビル1F,35.68941,139.78205,日本橋かわまた内科クリニック,"内科, 循環器内科, 糖尿病内科",http://kawamata-cl.com/
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-2-3 アライヴ人形町5F,35.68473,139.78404,シニアメンタルクリニック日本橋人形町,"老年精神科, 神経内科, 心療内科, 老年内科",http://senior-mental.com/
中央区,月島３丁目,-,東京都中央区月島3-30-3 ベルウッドビル2～4階,35.66085,139.77947,医療法人社団小坂成育会 こども元気!!クリニック/病児保育室,"小児科, アレルギー科, 内科",-
中央区,銀座２丁目,-,東京都中央区銀座2-6-5 銀座トレシャスビル7F,35.67358,139.76730,医療社団法人ウィミンズウェルネス 対馬ルリ子女性ライフクリニック銀座・コロンハイドロセラピー,"婦人科, 内科, 心療内科, 皮膚科, 泌尿器科",http://www.xn--pcka3d5a7l461rvl1bkkap56m.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目5-8 ギンザウイローアベニユービル6階,35.67455,139.76709,医療法人社団 春音会 はるねクリニック銀座,婦人科,-
中央区,京橋３丁目,日八京,東京都中央区京橋3-1-1 東京スクエアガーデン2F,35.67605,139.76874,医療法人社団港成会 京橋 銀座みらい歯科,"歯科, 歯科口腔外科, 小児歯科",https://www.miraishika-ginzain.tokyo/
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-10-7 RBCビル1階,35.68736,139.78207,人形町ミント歯科,"歯科, 歯科口腔外科, 小児歯科, 矯正歯科",https://ningyocho-dental.com/
中央区,銀座２丁目,-,東京都中央区銀座2丁目4-18 アルボーレ銀座4階,35.67427,139.76664,THIRD CLINIC GINZA,"産婦人科, 産科, 婦人科, 美容皮膚科",https://thirdclinic.jp/
中央区,銀座１丁目,-,東京都中央区銀座1丁目5-15 5F,35.67493,139.76721,東京ブレスクリニック,歯科,https://www.tokyobreath.com/
中央区,銀座１丁目,-,東京都中央区銀座1-7-6 銀座河合ビル4F,35.67448,139.76815,モティーフ銀座クリニック,"美容外科, 形成外科",https://motif-ginza.com/
中央区,日本橋久松町,-,東京都中央区日本橋久松町10-8 3階,35.68928,139.78511,日本橋浜町矯正歯科,矯正歯科,https://hamacho-kyousei.com/
中央区,京橋２丁目,日八京,東京都中央区京橋2-8-21 昭和ビル別館3階,35.67748,139.77094,ウェルエイジング京橋循環器クリニック,"循環器内科, 呼吸器内科",http://www.well-aging.or.jp/
中央区,銀座１丁目,-,東京都中央区銀座一丁目6-10 銀座上一ビルディング6階,35.67432,139.76732,医療法人社団優医会 有楽町皮膚科,"形成外科, 美容外科, 皮膚科, 美容皮膚科",https://my-hifuka.com/
中央区,銀座８丁目,-,東京都中央区銀座8丁目4-9 奥山ビル5F,35.66885,139.75972,銀座長瀬クリニック,美容外科,-
中央区,京橋２丁目,日八京,東京都中央区京橋二丁目11番5号 パインセントラルビル5階,35.67622,139.77190,松本内科院,内科,http://m2-clinic.jp/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-8 メディカルプライム日本橋小伝馬町3階,35.69101,139.78110,さいとう内科・循環器クリニック,"内科, 循環器内科",https://saito-heart.com/
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2丁目6-6 ライフサイエンスビル5F,35.68936,139.78090,医療法人社団安寿厚生会 らいふサイエンス内科クリニック,"内科, 漢方内科",https://www.lscl.jp/
中央区,銀座２丁目,-,東京都中央区銀座2丁目3-6 並木通りビル 4階,35.67438,139.76605,銀座TAクリニック,"美容外科, 美容皮膚科",https://ginza.taclinic.jp/
中央区,銀座５丁目,-,東京都中央区銀座5丁目1-15 第一御幸ビル 2、3階,35.67217,139.76081,東京腰痛クリニック(脊椎専門・日帰り・内視鏡手術),整形外科,http://www.tokyo-itoortho.jp/
中央区,勝どき３丁目,-,東京都中央区勝どき3-5-5 AIP勝どき駅前ビル3階,35.65866,139.77608,勝どき駅前耳鼻咽喉科・頭頸部甲状腺クリニック,"耳鼻いんこう科, 頭頸部外科, 気管食道外科, アレルギー科",https://www.kachidoki-clinic.tokyo/
中央区,築地３丁目,-,東京都中央区築地3-7-2 築地スカイビル5階,35.66786,139.77381,mammaria tsukiji (まんまりあ つきじ),乳腺外科,https://www.mammaria.jp/
中央区,築地２丁目,-,東京都中央区築地2丁目8-10 築地K&R2TODAビル 6階,35.66935,139.77227,つきじ心のクリニック,"心療内科, 精神科",http://tsukiji-kokoro.com/
中央区,銀座８丁目,-,東京都中央区銀座8-14-9,35.66644,139.76391,一般社団法人恵佳会 おうちクリニック,内科,https://yakkle.jp/
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目5-22 キムラヤビル2階,35.67647,139.77025,医療法人社団順医会 京橋クリニック,"内科, 呼吸器内科, 循環器内科, アレルギー科",https://kyobashi-clinic.com/
中央区,月島１丁目,-,東京都中央区月島1丁目8-1 アイ・マークタワー203,35.66429,139.78334,アイル女性クリニック,婦人科,http://i-ll-clinic.com/
中央区,銀座２丁目,-,東京都中央区銀座2丁目11-2 銀座2112ビル7階,35.67260,139.76934,銀座ヒカリクリニック,"性感染症内科, 婦人科, 泌尿器科",https://ginza-hikari.jp/
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町32-9 イノコビル1階,35.68086,139.78743,箱崎診療所,"小児科, 内科",http://hakozakiclinic.wixsite.com/hakozaki-clinic
中央区,日本橋本石町３丁目,日八京,東京都中央区日本橋本石町3丁目2-12 社労士ビル1F,35.68740,139.77085,日本橋メンタルクリニック,"心療内科, 精神科",http://www.nihonbashi-mc.com/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-11-2 城辺橋ビル1階,35.67585,139.76671,ヘルス・マネジメント・クリニック,内科,http://www.hmclinic-tokyo.org/index.html
中央区,銀座３丁目,-,東京都中央区銀座3丁目11-16 VORT銀座イースト2F,35.67079,139.76855,吉田歯科診療室デンタルメンテナンスクリニック,"歯科, 矯正歯科, 歯科口腔外科",http://www.y-dc.org/
中央区,日本橋２丁目,日八京,東京都中央区東京都中央区日本橋2-2-2 マルヒロ日本橋ビル 5階,35.68211,139.77258,ブレインクリニック東京,"精神科, 神経内科",https://tokyo-brain.clinic/
中央区,佃１丁目,-,東京都中央区佃1-11-8 リバーシティ21 ピアウエストスクエア 2階,35.67062,139.78449,リバーシティすずき整形外科,"整形外科, リハビリテーション科, リウマチ科",http://suzuki-seikei.tokyo/
中央区,八丁堀３丁目,-,東京都中央区八丁堀3-12-8,35.67554,139.77520,Tooth Create Tokyo,"歯科, 小児歯科, 歯科口腔外科, 矯正歯科",https://www.toothcreate.jp/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目6-3 VORT茅場町1F,35.68238,139.78205,日本橋すこやか歯科,"歯科, 矯正歯科, 小児歯科",http://www.oshima-dentalclinic.jp/
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目9-15 千切屋東京ビル 9階,35.68491,139.77542,TGC東京がんクリニック,腫瘍内科,https://gan-chiryou-clinic.com/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目1-19 三幸ビル1F,35.68242,139.77218,中山眼科医院,眼科,http://www.nakayama-eye.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目6-8 DEARGINZA8F,35.67435,139.76749,東京コムロ美容外科,美容外科,http://komuro-biyougeka.jp/
中央区,銀座２丁目,-,東京都中央区銀座2丁目6-5 銀座トレシャス7F,35.67365,139.76715,医療法人社団ウィミンズ・ウェルネス 対馬ルリ子女性ライフクリニック銀座,"内科, 皮膚科, 泌尿器科, 婦人科, 乳腺外科, 産婦人科",http://www.w-wellness.com/
中央区,銀座７丁目,-,東京都中央区銀座7-13-1 STAGE GINZA 6F,35.66829,139.76457,CLINIC N (クリニックN),"美容皮膚科, 内科",https://www.clinic-n.com/
中央区,築地１丁目,-,東京都中央区築地1-12-22 コンワビル4階,35.66874,139.76988,医療法人社団武田クリニック 東銀座診療所,"内科, 糖尿病内科, 循環器内科",https://higagin.jp/
中央区,銀座４丁目,-,東京都中央区銀座4丁目12-15 歌舞伎座タワー16階,35.66960,139.76807,医療法人財団百葉の会 銀座医院,"内科, 整形外科, リハビリテーション科, 皮膚科",http://www.ginzahospital.com/
中央区,佃１丁目,-,東京都中央区佃1丁目11-8 ピアウエストスクエアー2階,35.66971,139.78443,リバーシティクリニック東京,"内科, 消化器内科, 婦人科",https://rivercity-clinic.jp/
中央区,銀座６丁目,-,東京都中央区銀座六丁目14-5 銀座ホウライビル2F,35.66879,139.76550,医療法人社団綴理会 大山歯科クリニック,"歯科, 矯正歯科",https://www.ginza-lohas-dental.jp/
中央区,八丁堀２丁目,-,東京都中央区八丁堀2-19-8 日宝八丁堀ビル1F,35.67594,139.77611,八丁堀いしかわ内科クリニック,"内科, 腎臓内科, 消化器内科, 肝臓内科",https://www.8cho-ishi-cli.com/
中央区,銀座８丁目,-,東京都中央区銀座8-9-16 長崎センタービル9F,35.66804,139.76207,ウィクリニック 銀座院,"美容皮膚科, 美容外科, 皮膚科, 婦人科, 形成外科",https://wi-clinic.com/
中央区,銀座４丁目,-,東京都中央区銀座4丁目1番先 北数寄屋ビルB1F,35.67302,139.76345,医療法人社団 同仁会診療所 Clinic Le GINZA - 銀座有楽町内科,"内科, 糖尿病内科, 内分泌内科, 代謝内科",https://www.ginzanaika.jp/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目3-11 第一中央ビル3階,35.67992,139.77170,医療法人蒼優会 NLC野中腰痛クリニック東京院,整形外科,https://tokyo.nonaka-lc.com/
中央区,銀座３丁目,-,東京都中央区銀座3丁目3-14 銀座グランディアビルⅡ・3F,35.67294,139.76509,銀座スキンクリニック,"皮膚科, 美容皮膚科",http://www.ginzaskin.com/
中央区,銀座１丁目,-,東京都中央区銀座1丁目8-1 銀座池田園ビル8F,35.67465,139.76894,デンタルサロン ナチュール銀座,歯科,https://dental-salon-nature-ginza.com/
中央区,銀座６丁目,-,東京都中央区銀座6丁目2-3 Daiwa銀座アネックス 2F,35.67057,139.76341,医療法人社団 明顔会 id美容クリニック銀座院,美容外科,https://ginza.idhospital.com/
中央区,京橋１丁目,日八京,東京都中央区京橋1-1-9 LEO八重洲ビル2階,35.67906,139.77115,医療法人社団誠真中央会 東京中央クリニック,"美容外科, 美容皮膚科, 婦人科, 形成外科",http://www.chuoh-clinic-beauty.com/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-8-12 さくら堀留ビル3F,35.68454,139.77540,人形町整形ペイン・リハビリテーションクリニック,"整形外科, ペインクリニック・整形外科, リハビリテーション科, 小児整形外科",https://spr-cl.jp/
中央区,銀座１丁目,-,東京都中央区銀座1-8-19 キラリトギンザ9F,35.67433,139.76857,銀座肌クリニック,皮膚科,https://www.hada-clinic.jp/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-4-14 八重洲N3ビル 4F,35.67993,139.77098,八重洲形成外科・美容皮膚科,"形成外科, 美容皮膚科",http://yaesukeisei.com/
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-42-10 紙商健保会館5階,35.68791,139.78755,医療法人社団進興会 浜町公園クリニック,内科,https://www.shinkokai.jp/search/kamisho/
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町7-10 ウィンド小伝馬町Ⅱビル 3F,35.69219,139.77864,小伝馬町駅前皮膚科,"皮膚科, 小児皮膚科",https://kodenmacho-derma.jp/
中央区,勝どき１丁目,-,東京都中央区勝どき1-3-1 Brillia ist Tower 勝どき3F,35.66085,139.77695,フジタニ眼科,眼科,https://fujitani-eye.com/
中央区,銀座３丁目,-,東京都中央区銀座3-2-11 GINZA SALONE 3階,35.67311,139.76478,銀座リハビリ整形外科,"整形外科, リハビリテーション科, リウマチ科, 内科, 美容皮膚科",https://ginzareha.com/
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4-1-12 日本橋秋山ビル6階,35.68909,139.77386,イワサクリニック,内科,http://www.iwasa-cl.com/
中央区,月島１丁目,-,東京都中央区月島1丁目14-13 月島ホームズ102号,35.66527,139.78170,医療法人社団恵杏会 河内クリニック,"内科, 消化器科, 小児科",http://kawachi-cl.org/
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1丁目8-10 三ツ美ビル1F・2F,35.68763,139.78088,医療法人社団春英会 人形町ハルタ歯科,"歯科, 矯正歯科, 歯科口腔外科",http://www.haruta-dental.com/
中央区,銀座１丁目,-,東京都中央区銀座1-6-16 銀座1616ビル5階,35.67479,139.76766,Dr.医療ボディクリニック/東京駅メンタルクリニック,"心療内科, 精神科, 美容内科",https://tokyostation-mental.com/
中央区,晴海３丁目,-,東京都中央区晴海3丁目7-10,35.65494,139.77906,医療法人社団 聖カタリナ病院,"内科, 整形外科, 皮膚科",https://hospital-catherine.com/
