指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2023/2/10取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,ポート名,緯度,経度,休止・再開・閉鎖情報,営業時間・備考
港区,白金台四丁目,-,東京都港区白金台4-6-2,C4-05.白金台駅自転車駐車場 / Shirokanedai Station bicycle parking,35.639391,139.726366,-,営業時間 / Open 4:30-25:30(深夜1:30)
港区,白金六丁目,-,東京都港区白金6-3-15,C4-06.白金プラチナレジデンス / SHIROKANE PLATINUM RESIDENCE,35.644104,139.723344,-,営業時間 24時間 / Open for 24 hours
港区,高輪四丁目,-,東京都港区高輪4-10-30,C4-07.品川プリンスホテル / Shinagawa Prince Hotel,35.627884,139.73521,-,営業時間 24時間 / Open for 24 hours
港区,高輪三丁目,-,東京都港区高輪3-4-4,C4-08.高輪三丁目 / Takanawa 3-chome,35.634894,139.731946,休止中（2023年2月時点）,営業時間 / Open 3:00 - 23:00
港区,三田四丁目,-,東京都港区三田4-2-20,C4-09.ケーヨーデイツー三田店 / Keiyo D2 MITA,35.646104,139.740342,-,営業時間 24時間 / Open for 24 hours
港区,三田四丁目,-,東京都港区三田4-16-20,C4-10.亀塚公園 / Kamezuka Park,35.643774,139.740784,-,営業時間 24時間 / Open for 24 hours
港区,三田五丁目,-,東京都港区三田5-2-29,C4-11.ザ・パークハウス 三田ガーデン / The Parkhouse Mita Garden,35.647674,139.738098,-,営業時間 24時間 / Open for 24 hours
港区,高輪二丁目,-,東京都港区高輪2-21,C4-12.高輪ゲートウェイ駅前 / Takanawa Gateway Station,35.634786,139.73952,-,営業時間 24時間 / Open for 24 hours
港区,高輪二丁目,-,東京都港区高輪2-16-34,C4-13.コシダコネクトビル / Koshida Connect Bldg.,35.637874,139.739064,-,営業時間 24時間 / Open for 24 hours
港区,港南一丁目,-,東京都港区港南1-9-24,C5-01.こうなん星の公園 /?Konan-Hoshino Park,35.629715,139.742604,-,営業時間 24時間 / Open for 24 hours
港区,港南四丁目,-,東京都港区港南4-7-47,C5-02.港南緑水公園 /?Konan-Ryokusui Park,35.628068,139.750564,-,営業時間 24時間 / Open for 24 hours
港区,港南四丁目,-,東京都港区港南4-5-3,C5-03.港南公園C /?Konan Park,35.626501,139.746487,-,営業時間 24時間 / Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-16-1,C5-04.みなとパーク芝浦 /?Minato Park Shibaura,35.646616,139.751444,-,営業時間 24時間 / Open for 24 hours
港区,港南一丁目,-,東京都港区港南1-2-70,C5-06.品川シーズンテラス /?SHINAGAWA SEASON TERRACE,35.632573,139.74249,-,営業時間 24時間 / Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-3-17,C5-07.港区立港南図書館 /?Minato City Konan Library,35.632956,139.749564,-,営業時間 24時間 / Open for 24 hours
港区,芝浦四丁目,-,東京都港区芝浦4-16-23,C5-08.AQUACITY芝浦 /?AQUACITY Shibaura,35.637114,139.748492,-,営業時間 24時間 / Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3-4-1,C5-09.グランパーク /?Granpark,35.643672,139.745556,-,営業時間 24時間 / Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-2-3,C5-10.シーバンス / SEAVANS,35.649313,139.756096,-,営業時間 24時間 / Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-7-16,C5-11.フェイバリッチタワー品川 / Favorich Tower Shinagawa,35.631801,139.749308,-,営業時間 24時間 / Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-4-27,C5-12.第２東運ビル / NO.2 TOUN BUILDING (WAREHOUSE Konan),35.633923,139.74862,-,営業時間 24時間 / Open for 24 hours
港区,芝浦四丁目,-,東京都港区芝浦4-19,C5-13.区立芝浦西運河沿緑地 / Green Zone along the Shibaura-nishi Canal,35.638522,139.749775,-,営業時間 24時間 / Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-3-20,C5-14.セブン-イレブン 港区汐彩橋店 / Sevev-Eleven Minato Shiosaibashi store,35.640575,139.753572,-,営業時間 24時間 / Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-12-7,C5-15.セブン-イレブン 港区芝浦ふ頭店 / Sevev-Eleven Minato?Shibautafuto store,35.640228,139.755905,-,営業時間 24時間 / Open for 24 hours
港区,港南二丁目,-,東京都港区港南2-15-1,C5-16.品川インターシティ /?SHINAGAWA INTERCITY,35.627832,139.74207,-,営業時間 24時間 / Open for 24 hours
港区,海岸二丁目,-,東京都港区海岸2-1-16,C5-17.鈴与浜松町ビル / Suzuyo Hamamatsucho Building,35.65089,139.758882,-,営業時間 24時間 / Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-5-10,C5-18.パークタワー品川ベイワード / Park Tower Shinagawa Bayward,35.634059,139.748031,-,営業時間 24時間 / Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-1-39,C5-19.グランドメゾン田町 / GRANDE　MAISON TAMACHI,35.645966,139.754591,-,営業時間 24時間 / Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-4-1,C5-20.ローソン芝浦二丁目店 / LAWSON Shibaura 2-chome shop,35.64528,139.754588,-,営業時間 24時間 / Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3-14-15,C5-21.セブン-イレブン 芝浦3丁目店 / Seven-Eleven Shibaura 3chome Store,35.642436,139.746997,-,営業時間 24時間 / Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-6-41,C5-24.GLOBAL FRONT TOWER,35.647488,139.75531,-,営業時間 24時間 / Open for 24 hours国道130号から､ﾌｫﾙｸｽﾜｰｹﾞﾝ東京深川店(仮店舗)と東京電力南浜橋変電所の間を入ります｡GLOBAL FRONT TOWER 敷地内に入り建物が見えたら1階の軒下にﾎﾟｰﾄがあります｡
港区,海岸三丁目,-,東京都港区海岸3-11-15,C5-25.NEX-TEC芝浦 / NEX-TEC Shibaura,35.63965,139.75533,-,営業時間 24時間 / Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-18-1,C5-26.ピアシティ芝浦ビル / PIRE CITY SHIBAURA BUILDING,35.644699,139.756543,-,営業時間 24時間 / Open for 24 hours
港区,海岸二丁目,-,東京都港区海岸2-2-6,C5-27.プレミア海岸ビル / Premier Kaigan Bldg,35.648635,139.757715,-,営業時間 24時間 / Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3-9-1,C5-28.芝浦ルネサイトタワー / Shibaura Renasite Tower,35.643663,139.750336,-,営業時間 24時間 / Open for 24 hours
港区,海岸二丁目,-,東京都港区海岸2-7-103,C5-29.Hi-NODE（ハイノード）,35.651729,139.760768,-,営業時間 24時間 / Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-10-1,C5-30.フェイム芝浦インターウェーブ / FAIME SHIBAURA INTERWAVE,35.64786,139.753724,-,営業時間 24時間 / Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-9-1,C5-31.ヒルトン東京お台場 / Hilton Tokyo Odaiba,35.626377,139.770565,-,営業時間 24時間 / Open for 24 hours
港区,台場二丁目,-,東京都港区台場2-3-1,C5-32.トレードピアお台場 / TRADEPIA ODAIBA,35.627924,139.776351,-,営業時間 24時間 / Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3‐1‐21,C5-33.msb Tamachi,35.644908,139.749225,-,営業時間 24時間 / Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-5-13,"C5-34.五色橋ビル /
GOSHIKIBASHI BLDG.",35.636539,139.751591,-,営業時間 24時間 / Open for 24 hours
港区,港南二丁目,-,東京都港区港南2-16-1,C5-35.品川駅港南口 / Shinagawa Station Konan Exit,35.627804,139.740757,-,営業時間 24時間 / Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-5,C5-36.お台場海浜公園駅 /?Odaiba Kaihin Park Station,35.629949,139.777814,-,営業時間 24時間 / Open for 24 hours
港区,台場二丁目,-,東京都港区台場2-6,C5-37.台場駅 /?Daiba Station,35.624458,139.771021,-,営業時間 24時間 / Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-4-1,C5-38.お台場海浜公園乗船場 / Odaiba Marine Park Water Bus Terminal,35.628866,139.77369,-,営業時間 24時間 / Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-5-5,C5-39.お台場海浜公園東 / Odaiba Marine Park East,35.630566,139.777984,-,営業時間 24時間 / Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-22,C5-40.芝浦ふ頭駅前暫定自転車駐車場 / Shibaura-futo Station Provisional bicycle parking,35.640578,139.757335,-,営業時間 24時間 / Open for 24 hours
港区,芝浦四丁目,-,東京都港区芝浦4-8-3,C5-41.トヨタモビリティ東京 芝浦店 / Toyota Mobility Tokyo - SHIBAURA,35.638883,139.745881,-,営業時間 24時間 / Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-7-1,C5-42.DHC芝浦2丁目ビル / DHC Shibaura 2-chome Building,35.644308,139.754113,-,営業時間 24時間 / Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-15-6,C5-43.オアーゼ芝浦MJビル / OASE SHIBAURA MJ Bldg.,35.644405,139.752677,-,営業時間 24時間 / Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-9-1,C5-44.ブランズタワー芝浦 / BRANZ TOWER SHIBAURA,35.643419,139.753027,-,営業時間 24時間 / Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-2-3,C5-45.パークアクシス芝浦キャナル / Park Axis Shibaura Canal,35.644709,139.755744,-,営業時間 24時間 / Open for 24 hours
港区,港南四丁目,-,東京都港区港南4-1-6,C5-46.ウエリスアーバン品川タワー / Wellith Urban Shinagawa Tower,35.631252,139.746881,-,営業時間 24時間 / Open for 24 hours
港区,港南二丁目,-,東京都港区港南2-10-9,C5-47.oak港南品川 / oak Konan Shinagawa,35.624245,139.744546,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿一丁目,-,東京都新宿区新宿1-32,D1-01.花園西公園 / Hanazono Nishi Park,35.690643,139.711985,-,営業時間 24時間 / Open for 24 hours
新宿区,内藤町,-,東京都新宿区内藤町87,D1-02.四谷特別出張所 / Yotsuya Special District Office,35.687574,139.714421,-,営業時間 24時間 / Open for 24 hours
新宿区,左門町,-,東京都新宿区左門町19,D1-03.新左門児童遊園 / Shin-samon Children's Playground,35.684722,139.720801,-,営業時間 24時間 / Open for 24 hours
新宿区,四谷一丁目,-,東京都新宿区四谷1-12,D1-04.四谷見附公園 / Yotsuya Mitsuke Park,35.6841,139.728606,-,営業時間 24時間 / Open for 24 hours
新宿区,大京町,-,東京都新宿区大京町29,D1-06.四谷第六小学校北 / Yotsuya Dairoku Elementary School North,35.682244,139.715618,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿一丁目,-,東京都新宿区新宿1-15-5,D1-07.Belle ビル / Belle Building,35.689763,139.710151,-,営業時間 24時間 / Open for 24 hours
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町12-16,D1-08.新宿歴史博物館 / Shinjuku Historical Museum,35.689949,139.725875,-,"営業時間 / Open 9:30-17:30休館日は第2・第4月曜日(休日にあたる場合は、その翌日)、年末年始12月29日～1月3日詳細については、以下のURLからご確認をお願いいたします。Closed days : 2nd Monday, 4th Monday (If a national holiday falls on a Monday, the museum will be closed on the following Tuesday as well.)https://www.regasu-sh"
新宿区,新宿一丁目,-,東京都新宿区新宿1-33-13,D1-09.NTT四谷ビル / NTT Yotsuya Building,35.690965,139.712071,-,営業時間 24時間 / Open for 24 hours
新宿区,片町,-,東京都新宿区片町4-9,D1-10.曙橋駐輪場 / Akebonobashi Cycle Port,35.691841,139.724375,-,営業時間 24時間 / Open for 24 hours
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町11-3,D1-11.三井ガーデンホテル神宮外苑の杜プレミア / Mitsui Garden Hotel Jingugaien Tokyo Premier,35.680042,139.715562,-,営業時間 24時間 / Open for 24 hours
新宿区,四谷四丁目,-,東京都新宿区四谷4-30-21,D1-12.ジェノヴィア新宿御苑グリーンヴェール / GENOVIA Shinjuku Gyoen green veil,35.689002,139.714604,-,営業時間 24時間 / Open for 24 hours
新宿区,内藤町,-,東京都新宿区内藤町11番地,D1-13.新宿御苑新宿門【西側】/ Shinjuku Gyoen National Garden Shinjuku Gate【West Side】,35.685597,139.708246,-,営業時間 24時間 / Open for 24 hours
新宿区,四谷一丁目,-,東京都新宿区四谷1-6-1,D1-14.コモレ四谷 / CO・MO・RE YOTSUYA,35.6874,139.729236,-,営業時間 24時間 / Open for 24 hours
新宿区,四谷三丁目,-,東京都新宿区四谷3-12,D1-15.フロンティア四谷 / Frontier Yotsuya,35.68755,139.719621,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿一丁目,-,東京都新宿区新宿1-30-16,D1-16.ルネ新宿御苑タワー / Rune Shinjuku Gyoen Tower,35.69011,139.712918,-,営業時間 24時間 / Open for 24 hours
新宿区,津久戸町,-,東京都新宿区津久戸町1-2,D2-01.あずさセンタービル（軽子坂通り）/ Azusa Center Building （Karukozaka Street）,35.702379,139.741459,-,営業時間 24時間 / Open for 24 hours
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1先,D2-06.飯田濠 / Iidabori,35.700954,139.743573,-,営業時間 24時間 / Open for 24 hours
新宿区,東五軒町,-,東京都新宿区東五軒町5-19,D2-07.ファミリーマート東五軒町店 / FamilyMart Higashigokencho shop,35.706906,139.739795,-,営業時間 24時間 / Open for 24 hours
新宿区,矢来町,-,東京都新宿区矢来町6番地,D2-08.旧市ヶ谷商業高校 / Former Ichigaya Commercial High Schoo,35.70022,139.730891,-,営業時間 24時間 / Open for 24 hours
新宿区,岩戸町,-,東京都新宿区岩戸町11番地,D2-09.セブン-イレブン 新宿岩戸町店 / Seven-Eleven Shinjuku Iwato-cho store,35.700887,139.736476,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷砂土原町三丁目,-,東京都新宿区市谷砂土原町3-4-1,D2-10.市谷砂土原町3丁目 / Ichigaya Sadohara 3-Chome,35.696224,139.735868,-,営業時間 24時間 / Open for 24 hours
新宿区,神楽坂五丁目,-,東京都新宿区神楽坂5-20-5,D2-11.神楽坂アインスタワー / KAGURAZAKA EINS TOWER,35.702534,139.73919,-,営業時間 24時間 / Open for 24 hours
新宿区,新小川町,-,東京都新宿区新小川町4-11,D2-12.ヴィアイン飯田橋後楽園 / VIA INN Iidabashi Korakuen,35.705554,139.742915,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町7-4,D2-13.THE CENTER TOKYO,35.695143,139.72523,-,営業時間 24時間 / Open for 24 hours
新宿区,赤城元町,-,東京都新宿区赤城元町2-1,D2-14.ローソン神楽坂駅北店 /?LAWSON Kagurazaka Station North Shop,35.704254,139.735821,-,営業時間 24時間 / Open for 24 hours
新宿区,細工町,-,東京都新宿区細工町1-17,D2-15.ロードス神楽坂ホテル / RHODES KAGURAZAKA HOTEL,35.698876,139.73333,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町2-1クイーポビル,D2-17.genten市ヶ谷店 / genten Ichigaya store,35.690788,139.732527,-,営業時間 24時間 / Open for 24 hours
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-5,D3-03.甘泉園公園 / Kansenen Park,35.711608,139.716011,-,営業時間 24時間 / Open for 24 hours
新宿区,早稲田町,-,東京都新宿区早稲田町78,D3-04.鶴巻南公園 / Tsurumaki-Minami Park,35.706103,139.723397,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-18-10,D3-06.セブン-イレブン 高田馬場3丁目中央店 / Seven-Eleven Takadanobaba 3-Chome Chuo store,35.713918,139.69831,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場二丁目,-,東京都新宿区高田馬場 2-18-1,D3-07.戸塚特別出張所 / Totsuka Special District Office,35.714404,139.705095,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-12-5,D3-08.ホテルリブマックス高田馬場駅前 / HOTEL LiVEMAX TAKADANOBABA-EKIMAE,35.713002,139.701421,-,営業時間 24時間 / Open for 24 hours
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-17-37,D3-09.西早稲田3丁目 / INishi-Waseda 3-Chome,35.712452,139.713156,-,営業時間 24時間 / Open for 24 hours
新宿区,天神町,-,東京都新宿区天神町65-18,D3-13.ダーウィン神楽坂 /? Darwin Kagurazaka,35.705348,139.729977,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-15-1,D3-14.コーシャハイム高田馬場 / Kosha Heim Takadanobaba,35.712135,139.701257,-,営業時間 24時間 / Open for 24 hours
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-20-24,D3-15.カースルいずみ / Castle Izumi,35.711226,139.711901,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3-36,D4-01.市谷仲之町 / Ichigaya Nakanocho,35.695004,139.723217,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町10-5,D4-02.JICA市ヶ谷ビル（地球ひろば/研究所）/ JICA Ichigaya Building（Global Plaza/Research Institute）,35.694493,139.731247,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷加賀町二丁目,-,東京都新宿区市谷加賀町2-3-2,D4-03.市谷加賀町2丁目/ Ichigaya Kagacho 2-Chome,35.695715,139.727941,-,営業時間 24時間 / Open for 24 hours
新宿区,若松町,-,東京都新宿区若松町31-5,D4-04.ジェノヴィア新宿早稲田グリーンヴェール / GENOVIA Shinjuku Waseda green veil,35.699981,139.719845,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿七丁目,-,東京都新宿区新宿7-17-16,D4-05.カスタリア新宿7丁目 / CASTALIA Shinjuku 7-chome,35.700626,139.711404,-,営業時間 24時間 / Open for 24 hours
新宿区,河田町,-,東京都新宿区河田町7-12,D4-06.グリーンフォート河田 / Green Fort Kawada,35.697054,139.718725,-,営業時間 24時間 / Open for 24 hours
新宿区,余丁町,-,東京都新宿区余丁町10-10,D4-07. 新宿余丁町ビル / Shinjuku Yochomachi Bldg.,35.698351,139.716364,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町4-27,D4-09.トミンハイム仲之町 / Tomin Heim Nakanomachi,35.696191,139.722614,-,営業時間 24時間 / Open for 24 hours
新宿区,余丁町,-,東京都新宿区余丁町6-13,D4-10.東新宿ポート（余丁町6番）/ Higashi-Shinjuku Port,35.696608,139.713165,-,営業時間 24時間 / Open for 24 hours
新宿区,大久保三丁目,-,東京都新宿区大久保3-1-2,D5-01.新宿コズミックセンター / Shinjuku Cosmic Center,35.70498,139.708079,-,営業時間 24時間 / Open for 24 hours
新宿区,北新宿三丁目,-,東京都新宿区北新宿3-20,D5-03.北新宿公園 / Kita-Shinjuku Park,35.70265,139.689558,-,営業時間 24時間 / Open for 24 hours
新宿区,百人町四丁目,-,東京都新宿区百人町4-1,D5-04.西戸山公園野球場 /?Nishi-Toyama Baseball Ground,35.707488,139.700885,-,営業時間 24時間 / Open for 24 hours
新宿区,大久保三丁目,-,東京都新宿区大久保3-1-1,D5-05.中央図書館 / Chuo Library,35.705208,139.70722,-,"営業時間 / Open火~土 / Tue.-Sat. 9:00-21:45日･祝 / Sun. Holiday 9:00-18:00休館日については以下のURLからご確認お願いします｡Regarding closing day, please refer to the following web site.https://www.library.shinjuku.tokyo.jp/"
新宿区,百人町一丁目,-,東京都新宿区百人町1-23-24,D5-07.セブン-イレブン 新宿大久保駅南口店 / Seven-Eleven Shinjuku Okubo Station South Exit store,35.699267,139.697524,-,営業時間 24時間 / Open for 24 hours
新宿区,大久保三丁目,-,東京都新宿区大久保3-170-316,D5-08. ウエリス新宿早稲田の森 / Wellith Shinjuku Waseda no Mori,35.707861,139.708323,-,営業時間 24時間 / Open for 24 hours
新宿区,百人町二丁目,-,東京都新宿区百人町2-2-32,D5-09.ハウジングステージ新宿 / HousingStage Shinjuku,35.703072,139.70171,-,営業時間 24時間 / Open for 24 hours
新宿区,百人町三丁目,-,東京都新宿区百人町3-23-1,D5-10.桜美林大学 新宿キャンパス /J. F. Oberlin University Shinjuku campus,35.705575,139.697952,-,営業時間 / Open 7:00-23:00
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-5-1,D5-11.NTTコミュニケーションズ新宿ビル / NTT Communications Shinjuku Build,35.699584,139.695788,-,営業時間 24時間 / Open for 24 hours
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-4-1,D6-01.新宿区役所本庁舎 / Shinjuku City Office Main Bldg.,35.69389,139.703463,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-18-21,D6-02.新宿区役所第二分庁舎 / Shinjuku City Office Annex 2,35.693904,139.705677,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,D6-03.新宿中央公園（ポケットパーク）/ Shinjuku Central Park (Pocket Park),35.690793,139.687412,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,D6-04.新宿中央公園（ちびっこ広場）/Shinjuku Central Park (Playground),35.690793,139.687412,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,D6-05.新宿中央公園（水の広場）/ Shinjuku Central Park (Water Plaza),35.690793,139.687412,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,D6-06.新宿中央公園（エコギャラリー下）/ Shinjuku Central Park (Eco Gallery),35.690793,139.687412,-,営業時間 24時間 / Open for 24 hours
新宿区,北新宿二丁目,-,東京都新宿区北新宿2-21-1,D6-07.新宿フロントタワー / Shinjuku Front Tower,35.69599,139.689369,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿六丁目,-,東京都新宿区新宿6-27-30,D6-08.新宿イーストサイドスクエア / Shinjuku Eastside Square,35.696798,139.708573,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-15-8,D6-10.ホテルサンライト新宿 / Hotel　SunLite Shinjuku,35.694132,139.707224,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-3-20,D6-11.ホテルリステル新宿 / HOTEL LISTEL SHINJUKU,35.692885,139.711362,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿六丁目,-,東京都新宿区新宿6-3-2,D6-12.東京ビジネスホテル / Tokyo　Business Hotel,35.693582,139.710485,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,D6-13.新宿中央公園（ジャブジャブ池下）/ Shinjuku Central Park (Water Play Pool),35.690793,139.687412,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-23-7,D6-14.新宿ファーストウエスト / Shinjuku First West Building,35.689701,139.695572,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-20-1,D6-15.住友不動産西新宿ビル / Sumitomo Realty & Development Nishishinjuku Building,35.694317,139.695866,-,営業時間 24時間 / Open for 24 hours
新宿区,山吹町,-,東京都新宿区山吹町362,D3-16.セジョリ江戸川橋 / C’est joli edogawabashi,35.708762,139.730576,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-10-1,D6-18. ヨドバシカメラ 新宿西口本店前 / Yodobashi Camera Shinjuku West Main Store,35.689849,139.698394,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿五丁目,-,東京都新宿区西新宿5-5,D6-19.西新宿五丁目中央 / Nishi-Shinjuku 5-chome center,35.693887,139.686359,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿五丁目,-,東京都新宿区西新宿5-13,D6-20.淀橋けやきばし公園 / Yodobashi Keyakibashi Park,35.693267,139.686037,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-3,D6-21.新宿5丁目 / Shinjuku 5-Chome,35.692837,139.711207,-,営業時間 24時間 / Open for 24 hours
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-31-17,D6-23. アパホテル 東新宿 歌舞伎町西 / APA Hotel Higashi Shinjuku Kabukicho Nishi,35.697595,139.703685,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-19-2,D6-24.NTT東日本 本社ビル / NTT-EAST HQ BLDG,35.683424,139.68792,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿三丁目,-,東京都新宿区新宿3-37先,D6-25.新宿駅東南口自転車駐輪場 / Shinjuku Station Southeast Exit Bicycle Parking lot,35.690099,139.70133,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿六丁目,-,東京都新宿区新宿6-12-8,D6-26.セブン-イレブン新宿６丁目文化センター通り店 / Seven-Eleven Shinjuku 6 Chome Cultural Center-dori,35.694915,139.708274,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-2-11,D6-27.新宿三井ビルディング二号館 / Shinjuku Mitsui Bldg. No.2,35.686354,139.693128,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿三丁目,-,東京都新宿区新宿3-7-1,D6-28.東急ステイ新宿 / TOKYU STAY SHINJUKU,35.690879,139.706176,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-8,D6-29.都庁第二本庁舎前 / Tokyo Metropolitan Government Building NO.2,35.689554,139.691809,-,営業時間 24時間 / Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-2,D6-30.京王プラザホテル / Keio Plaza Hotel Tokyo,35.689973,139.694433,-,営業時間 24時間 / Open for 24 hours
新宿区,下落合一丁目,-,東京都新宿区下落合1-9-8,D7-01.下落合図書館 / Shimo-Ochiai Library,35.71601,139.698943,-,営業時間 24時間 / Open for 24 hours
新宿区,中落合三丁目,-,東京都新宿区中落合3-1-3,D7-02.セブン-イレブン 新宿中落合3丁目店 / Seven-Eleven Shinjuku Nakaochiai 3chome store,35.722292,139.691621,-,営業時間 24時間 / Open for 24 hours
新宿区,中落合一丁目,-,東京都新宿区中落合1-18,D7-03.中井駅北 / Nakai Station North,35.715418,139.687416,-,営業時間 24時間 / Open for 24 hours
新宿区,下落合三丁目,-,東京都新宿区下落合3-20-6,D7-04.セブン-イレブン 新宿下落合3丁目店 / Seven-Eleven Shinjuku Shimoochiai 3chome store,35.723012,139.702376,-,営業時間 24時間 / Open for 24 hours
新宿区,西落合四丁目,-,東京都新宿区西落合4-13-17,D7-05.西落合図書館 /? Nishi Ochiai Library,35.725763,139.67895,-,営業時間 24時間 / Open for 24 hours
新宿区,西落合二丁目,-,東京都新宿区西落合2-18-20ナレッジパーク落合ビル,D7-06. エムアイセミナーハウス / MI SEMINAR HOUSE,35.721186,139.676714,-,営業時間 24時間 / Open for 24 hours
新宿区,西落合三丁目,-,東京都新宿区西落合3-28-7,D7-07. ローソン 新宿西落合三丁目店 / LAWSON Shinjuku Nishiochiai 3-Chome shop,35.725077,139.675697,-,営業時間 24時間 / Open for 24 hours
