指標名,ギャラリー,,,,,,
出典,TokyoArtBeat(Gallery),,,,,,
年次,2023/3/22取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2020年度：577件、2021年度：766件、2022年度：555件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
中央区,佃一丁目,-,東京都中央区佃1-11-8 ピアウエストスクエア1F,35.669775,139.784415,ギャラリーアートコンポジション,https://www.galleryartcomposition.com/index_jp.html
中央区,日本橋久松町,-,東京都中央区日本橋久松町4-12 コスギビル 4F,35.689979,139.783792,長亭GALLERY,https://www.changting-gallery.com/
中央区,日本橋馬喰町二丁目,-,東京都中央区日本橋馬喰町2-5-17,35.695768,139.783744,ラディウムーレントゲンヴェルケ,
中央区,日本橋馬喰町二丁目,-,東京都中央区日本橋馬喰町2-2-1 DDD hotel 1F,35.69527,139.783596,PARCEL,http://parceltokyo.jp/
中央区,日本橋馬喰町二丁目,-,東京都中央区日本橋馬喰町2-2-14 まるかビル2F,35.695476,139.783494,parcel,http://parceltokyo.jp/
中央区,日本橋馬喰町二丁目,-,東京都中央区日本橋馬喰町2-2-14 maruka 3F,35.695487,139.783487,NEORT++（ネオルトツー）,https://two.neort.io/
中央区,日本橋横山町,-,東京都中央区日本橋横山町4-10,35.692075,139.782634,MARGIN,https://www.art-technologies.co.jp
千代田区,東神田一丁目,-,東京都千代田区東神田1-15-2 ローズビル1F,35.69445,139.782056,KOKI ARTS,http://www.kokiarts.com/
千代田区,東神田一丁目,-,東京都千代田区東神田1-14-11 ヤマダビル1F,35.694259,139.782046,gallery UG,http://www.gallery-ug.com/
中央区,日本橋小網町,-,東京都中央区日本橋小網町4-4 バトラーズ日本橋ビル3F,35.681715,139.782038,隣人ART,http://art-rinjin.com/
中央区,日本橋馬喰町一丁目,-,東京都中央区日本橋馬喰町1-8-1 1・2F,35.69355,139.7815,EXHIBIT SPACE TINGLE ANGLE,https://tingleangle.com/
千代田区,東神田一丁目,-,東京都千代田区東神田1-13-17 森ビル1F,35.694057,139.781217,SAN-AI GALLERY + contemporary art,http://san-ai-gallery.com/
千代田区,東神田一丁目,-,東京都千代田区東神田1-14-2 カラーワークスパレットビル4F,35.69376,139.781127,Colorworks Palette Gallery,http://www.palette-bldg.com/gallery.html
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-2-9 ASビル 1F,35.688243,139.781064,人形町Vision's,http://www.visions.jp/
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-17-13 第二井上ビル 2F,35.67892,139.781027,Gallery Suchi,http://www.gallerysuchi.com/
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-17-13 第2イノウエビル 3F・4F,35.678919,139.781025,レクトヴァーソギャラリー / ギャラリースペースファクトリー,http://www.recto.co.jp/verso/
千代田区,東神田一丁目,-,東京都千代田区東神田1-2-11 アガタ竹澤ビル405 桑原清幸会計事務所内,35.693312,139.780833,Kiyoyuki Kuwabara Accounting Gallery,http://kkag.jp/
千代田区,東神田一丁目,-,東京都千代田区東神田1-2-11 アガタ竹澤ビル B1F,35.693312,139.780833,Gallery αM,http://gallery-alpham.com/
中央区,新川二丁目,-,東京都中央区新川2-7-1 オリエンタルビル B1F,35.676253,139.780698,七針,http://www.ftftftf.com
千代田区,東神田一丁目,-,東京都千代田区東神田1-3-5 2F,35.693584,139.780299,Motus Fort,
千代田区,東神田一丁目,-,東京都千代田区東神田1-3-4 KTビル2F,35.693503,139.780254,Kanzan Gallery,http://www.kanzan-g.jp/
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町17-9 さとうビルB館 4F,35.69282,139.779942,ルーニィ 247 ファインアーツ,http://www.roonee.jp/
中央区,日本橋堀留町一丁目,-,東京都中央区日本橋堀留町1-2-9 DIG DUG B1F,35.688615,139.778846,東京ワードローブギャラリー,
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町7-13 東海日本橋ハイツ2F,35.686115,139.778372,galerieH（ガルリアッシュ）,https://galerie-h.jp
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町2-5 石倉ビル3F,35.689353,139.777863,みうらじろうギャラリーbis,http://jiromiuragallery.com/bis.html
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町2-5 石倉ビル4F,35.689353,139.777863,みうらじろうギャラリー,http://jiromiuragallery.com/
中央区,日本橋兜町,-,東京都中央区日本橋兜町9-7 SPCビル 3F,35.68141,139.777651,SPC GALLERY,http://www.spc.ne.jp/
中央区,日本橋本町一丁目,日八京,東京都中央区日本橋本町1-7-9,35.686215,139.777602,Space2*3（スペース2バイ3）,http://kurum-art.com/index.html
中央区,八丁堀二丁目,-,東京都中央区八丁堀2-22-9 宮地ビル 2F,35.676316,139.777224,アート★アイガ,http://www.artaiga.com/
中央区,入船二丁目,-,東京都中央区入船2-4-3マスダビル 1F,35.671655,139.777033,ヒノギャラリー,http://www.hinogallery.com
中央区,日本橋本町二丁目,日八京,東京都中央区日本橋本町2-6-13 山三ビル B1F,35.687368,139.776974,タグチファインアート,http://www.taguchifineart.com/
中央区,入船一丁目,-,東京都中央区入船1-3-9 長﨑ビル 9F,35.672669,139.776351,FUMA Contemporary Tokyo / BUNKYO ART,http://www.bunkyo-art.co.jp/
中央区,日本橋本町三丁目,日八京,東京都中央区日本橋本町3-4-6 ニューカワイビル1F,35.68891,139.7749,REIJINSHA GALLERY,https://www.reijinshagallery.com/
千代田区,神田岩本町,-,東京都千代田区神田岩本町4,35.6946,139.774819,ゼンシ,http://zenshi.com
中央区,日本橋二丁目,日八京,東京都中央区日本橋2-10-8 日本橋日光ビル9F,35.680913,139.774724,西村画廊,http://www.nishimura-gallery.com
中央区,日本橋本町三丁目,日八京,東京都中央区日本橋本町3-2-8,35.68852,139.774338,KAMIYA ART,http://kamiya-art.com/
中央区,日本橋本町三丁目,日八京,東京都中央区日本橋本町3-2-12 新みやこビル501,35.688292,139.774236,SATOSHI KOYAMA GALLERY,
中央区,日本橋本町三丁目,日八京,東京都中央区日本橋本町3-2-12 日本橋小楼202,35.688412,139.774144,GALLERY YUKI-SIS,http://yuki-sis.com/
中央区,八丁堀四丁目,-,東京都港区六本木7-21-24 102,35.674558,139.774027,nca | nichido contemporary art,http://www.nca-g.com
千代田区,神田東松下町,-,東京都千代田区神田東松下町19 興亜第1ビル,35.694453,139.77401,"Right, there is nothing.",http://www.right-th.com/news.html
千代田区,神田東松下町,-,東京都千代田区神田東松下町19 興亜第1ビル B1・B2F,35.694417,139.773996,ファーブル8710,http://www.fabre8710.com/
中央区,日本橋三丁目,日八京,東京都中央区日本橋3-8-6 第二中央ビル 4F,35.680217,139.773555,不忍画廊,http://www.shinobazu.com/
中央区,日本橋二丁目,日八京,東京都中央区日本橋2-4-1,35.680761,139.773546,日本橋髙島屋 6F / 美術画廊,http://www.takashimaya.co.jp/tokyo/event3/index.html
中央区,日本橋室町一丁目,日八京,東京都中央区日本橋室町1-4-1,35.685608,139.773451,日本橋三越本店 - 新館7階ギャラリー,http://mitsukoshi.mistore.jp/store/nihombashi/event/
中央区,日本橋室町一丁目,日八京,東京都中央区日本橋室町1-4-1,35.685645,139.773374,MITSUKOSHI CONTEMPORARY GALLERY（三越コンテンポラリーギャラリー）,https://www.mitsukoshi.mistore.jp/nihombashi/shops/art/contemporary.html
中央区,新富一丁目,-,東京都中央区新富1-5-5 トーア新富マンション102,35.672886,139.773232,Red and Blue Gallery,http://www.redandblue.jp
千代田区,神田紺屋町,-,東京都千代田区神田紺屋町46 アルタビル6F,35.692997,139.773141,gallery N 神田社宅,http://www.f-g-n.jp/
中央区,新富二丁目,-,東京都中央区新富2-2-6,35.671733,139.772674,ギャラリーオリム,http://galleryolym.com/
中央区,日本橋三丁目,日八京,東京都中央区日本橋3-1-6 あいおいニッセイ同和損保八重洲ビル1F,35.680755,139.77199,UNPEL GALLERY（アンペルギャラリー）,https://unpel.gallery/
中央区,日本橋三丁目,日八京, 東京都中央区日本橋3-2-9 三晶ビルB1F,35.680279,139.771983,MASATAKA CONTEMPORARY,http://www.masataka-contemporary.com/
中央区,日本橋三丁目,日八京,東京都中央区日本橋3-2-9 三晶ビルB1F,35.680279,139.771983,Sansiao Gallery,http://sansiao-gallery.com/
中央区,日本橋室町四丁目,日八京,東京都中央区日本橋室町4-3-7,35.689354,139.771943,アートギャラリー環,http://www.art-kan.co.jp/mokuji/mokuji.htm
中央区,銀座一丁目,-,東京都中央区銀座1-23-2 GINZA上野ビル 1F,35.672227,139.771702,万画廊,http://www.yawoyorozu.com/
中央区,京橋二丁目,日八京,東京都中央区京橋2-11-9 西堀11番地ビル 2F,35.676167,139.771637,四季彩舎,http://www.shikisaisha.com/
港区,台場二丁目,-,東京都港区台場2-6-1 グランドニッコー東京台場3F,35.625241,139.771371,Gallery 21 （ギャラリー・ヴァンテアン）,http://www.gallery21-daiba.com/
中央区,京橋三丁目,日八京,東京都中央区京橋3-9-2 宝国ビル 4F,35.675014,139.771118,ギャラリー檜e・F,http://hinoki.main.jp/
中央区,京橋三丁目,日八京,東京都中央区京橋3-9-7 京橋ポイントビル 4F,35.6748,139.771043,ギャラリイK,http://galleryk.la.coocan.jp/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 211号室,35.704213,139.770832,myheirloom（マイエアルーム）,https://www.myheirloom.info/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 207,35.704213,139.770832,Nii Fine Arts Tokyo,http://www.niifinearts.com/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 206号室,35.704213,139.770832,nap gallery,http://napgallery.jp/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda B107号室,35.704213,139.770832,バンビナート・ギャラリー,http://www.bambinart.jp/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 アーツ千代田3331内 205a,35.704213,139.770832,MORITAKA art gallery,
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 207号室,35.704213,139.770832,ARTDYNE,https://art-dyne.com/art/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 211号室,35.704213,139.770832,AI KOWADA GALLERY,http://www.aikowadagallery.com/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 205a号室,35.704213,139.770832,ex-chamber museum,http://ex-chamber.seesaa.net/
中央区,銀座一丁目,-,東京都中央区銀座1-22-12 藤和銀座一丁目ビル 6F,35.671967,139.770819,GALLERY ART POINT,http://artpoint.jp/
中央区,京橋三丁目,日八京,東京都中央区京橋3-9-9 ウインド京橋ビル2F,35.674857,139.770799,ギャラリー檜 B・C,http://hinoki.main.jp/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 208号室,35.704224,139.770794,A/A gallery,http://www.ableart.org/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 203号室,35.704224,139.770794,京都工芸繊維大学 KYOTO Design Lab 東京ギャラリー,http://www.d-lab.kit.ac.jp/tag/tokyogallery/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda B110号室,35.704224,139.770794,佐賀町アーカイブ,https://twitter.com/sagachoarchives
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 201・202号室,35.704224,139.770794,アキバタマビ21,http://akibatamabi21.com/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 206b号室,35.704224,139.770794,コマンドN / シフト,http://www.commandn.net/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda B109号室,35.704224,139.770794,CfSHE Gallery（シー・エフ・シー・ギャラリー）,http://endeavor.or.jp/mi-lab/lab-archives/gallery/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 308号室,35.704224,139.770794,日々の明々後日,http://hst308.blog.fc2.com/
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 204号室,35.704224,139.770794,ギャラリー キドプレス,http://www.kidopress.com/
中央区,銀座一丁目,-,東京都中央区銀座1-20-17 川崎ブランドデザインビルヂング,35.673053,139.770549,MUSEE GINZA_KawasakiBrandDesign,http://kawasaki-brand-design.com/
中央区,京橋三丁目,日八京,東京都中央区京橋3-6-6 エクスアートビル1F,35.675378,139.770532,Tokyo Institute of Photography,http://www.tip.or.jp/
中央区,京橋一丁目,日八京,東京都中央区京橋1-5-5 KRFビルB1,35.678299,139.770461,アイランドギャラリー,http://islandgallery.jp/
中央区,京橋三丁目,日八京,東京都中央区京橋3-6-5,35.675322,139.770272,南天子画廊,http://www.nantenshi.com/
中央区,京橋二丁目,日八京,東京都中央区京橋2-5-22 キムラヤビル 3F,35.676463,139.770262,スパンアートギャラリー,http://www.span-art.co.jp/
中央区,京橋三丁目,日八京,"東京都中央区京橋3-6-5 木邑ビル 2F, B1F",35.67531,139.770227,art space kimura ASK?,http://www.kb-net.com/ask
中央区,銀座二丁目,-,東京都中央区銀座2-16-12 銀座大塚ビルB1,35.670834,139.770124,Megumi Ogita Gallery,http://www.megumiogita.com
中央区,京橋三丁目,日八京,東京都中央区京橋3-5-4 吉井ビル B1F,35.674981,139.770002,Gallery b. Tokyo,http://www.gallery-b-tokyo.com/
中央区,京橋三丁目,日八京,東京都中央区京橋3-5-4 吉井ビル3F,35.674985,139.769963,KEY Gallery,
中央区,京橋三丁目,日八京,東京都中央区京橋3-5-4 吉井ビル 3F,35.674985,139.769963,青樺画廊,
中央区,京橋三丁目,日八京,東京都中央区京橋3-5-3 京栄ビル1F,35.675016,139.769875,ギャルリー東京ユマニテ,https://g-tokyohumanite.com/
中央区,京橋三丁目,日八京,東京都中央区京橋3-5-3 京栄ビル 2F,35.675022,139.769855,アートスペース羅針盤,http://www.rashin.net/
中央区,銀座一丁目,-,東京都中央区銀座1-13-4 銀座片桐ビルⅢ 5F,35.673824,139.769708,ギャラリー新居 東京,http://www.gallery-nii.com
中央区,銀座一丁目,-,東京都中央区銀座1-13-4 大和銀座一ビル6F,35.673824,139.769708,K's Gallery,http://ks-g.main.jp
中央区,京橋三丁目,日八京,東京都中央区京橋3-6-18 東京建物京橋ビル1F,35.675311,139.769605,BAG-Brillia Art Gallery-,https://www.brillia-art.com/bag/
千代田区,外神田三丁目,-,"東京都千代田区外神田3-5-20 1F,3F",35.701546,139.769566,PARK GALLERY,https://park-tokyo.com/
中央区,銀座一丁目,-,東京都中央区銀座1-14-12 楠本第17ビル 3F,35.673081,139.769483,ギャラリーQ,http://www.galleryq.info/
中央区,銀座三丁目,-,東京都中央区銀座3-13-17 辰中ビル302 石田法律事務所内,35.670584,139.769322,IG Photo Gallery,https://www.igpg.jp/
中央区,銀座二丁目,-,東京都中央区銀座2-11-4 富善ビル1F,35.672381,139.769257,ギャルリーヴィヴァン,http://www.g-vivant.com/
中央区,銀座四丁目,-,東京都中央区銀座4-13-3,35.669672,139.768958,Gallery MUMON,https://mumon.artcafe.co.jp/
中央区,銀座一丁目,-,東京都中央区銀座1-9-8 奥野ビル 3F,35.673734,139.76883,巷房,http://gallerykobo.web.fc2.com/kobo1.html
中央区,銀座一丁目,-,東京都中央区銀座1-9-8 奥野ビル B1F,35.673734,139.76883,巷房階段下,http://gallerykobo.web.fc2.com/index.html
中央区,銀座一丁目,-,東京都中央区銀座1-9-8 奥野ビル B1F,35.673734,139.76883,巷房 (2),http://gallerykobo.web.fc2.com/index.html
中央区,銀座一丁目,-,東京都中央区銀座1-9-8 奥野ビル502号室,35.673728,139.768822,ギャラリーカメリア,http://www.gallerycamellia.jp/
中央区,銀座一丁目,-,東京都中央区銀座1-9-8 奥野ビル306号室,35.673728,139.768822,銀座奥野ビル306号室プロジェクト,https://room306project.tokyo/
中央区,銀座一丁目,-,東京都中央区銀座1-9-8 奥野ビル505,35.673728,139.768822,Gallery 松林,https://g-syorin.amebaownd.com/
中央区,京橋三丁目,日八京,東京都中央区京橋3-3-4 森ビル B1F,35.675569,139.768516,ギャラリーセラー,http://www.gallerycellar.jp
中央区,京橋三丁目,日八京,東京都中央区京橋3-3-4 フジビル B1F,35.675581,139.768505,ギャラリー川船,http://www.kawafune.jp/
中央区,京橋三丁目,日八京,東京都中央区京橋3-3-10 第1下村ビル 1F,35.675484,139.768485,ギャラリー椿 / GT2,http://www.gallery-tsubaki.net/tsubaki.html
千代田区,神田司町二丁目,-,東京都千代田区神田司町2-16-8 楽道庵 1F,35.69354,139.768379,TETOKA（テトカ）,http://tetoka.jp/
中央区,銀座四丁目,-,東京都中央区銀座4-11-3 ウインド銀座ビル 5F,35.67017,139.768352,Art Gallery M84,http://artgallery-m84.com
中央区,銀座一丁目,-,東京都中央区銀座1-8-17 伊勢伊ビル 3F,35.67405,139.768349,銀座一穂堂サロン,https://www.ippodogallerytokyo.com/ja/
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-8-10 松岡八重洲ビル 3F,35.676466,139.768283,T-BOX,http://www.tbox.co.jp/
中央区,京橋三丁目,日八京,東京都中央区京橋3-3-2,35.67568,139.768239,加島美術,http://www.kashima-arts.co.jp
中央区,銀座一丁目,-,東京都中央区銀座1-7-6 銀座河合ビル1F,35.674372,139.76818,お仏壇のはせがわ 銀座本店,https://corp.hasegawa.jp/shop/ginza/
中央区,銀座一丁目,-,東京都中央区銀座1-7-5 銀座中央通りビル7階,35.674553,139.768149,ギャラリーゴトウ,http://www.gallery-goto.com
中央区,銀座一丁目,-,東京都中央区銀座1-7-5 小柳ビル 9F,35.674649,139.768083,ギャラリー小柳,http://www.gallerykoyanagi.com
中央区,京橋三丁目,日八京,東京都中央区京橋3-4-2 フォーチュンビル 1F,35.675457,139.768061,ギャラリーなつか,http://gnatsuka.com/
中央区,八重洲二丁目,日八京,東京都中央区京橋2-11-11 宝永ビル101,35.677474,139.768025,木之庄企畫,http://kinoshokikaku.jp/
中央区,銀座一丁目,-,東京都中央区銀座1-7-7 ポーラ銀座ビル 3F,35.674314,139.767941,ポーラ ミュージアム アネックス,http://www.po-holdings.co.jp/m-annex/
中央区,銀座三丁目,-,東京都中央区銀座3-9-7,35.67143,139.7677,キヤノンギャラリー 銀座,http://cweb.canon.jp/gallery/schedule/ginza.html
中央区,銀座一丁目,-,東京都中央区銀座1-5-2 西勢ビル2F,35.675009,139.76751,藍画廊,http://igallery.sakura.ne.jp/
中央区,銀座一丁目,-,東京都中央区銀座1-5-2 西勢ビル 6F,35.674989,139.767491,GALERIE・SOL,https://www.galerie-sol.com/INFORMATION/INFORMATION.htm
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-9-2 グラントウキョウ サウスタワー 1F,35.678646,139.767383,BMW Group Studio,
中央区,銀座三丁目,-,東京都中央区銀座3-8-12 ヤマトビル B1F,35.671414,139.767333,コバヤシ画廊,http://www.gallerykobayashi.jp/
中央区,銀座五丁目,-,東京都中央区銀座5-14-16 銀座アビタシオン1F,35.66862,139.76731,靖山画廊,http://art-japan.jp/
中央区,銀座一丁目,-,東京都中央区銀座1-5-15,35.674994,139.767222,祥雲,http://www.shouun.co.jp/ja/main.html
中央区,銀座三丁目,-,東京都中央区銀座3-7-20 銀座日本料理会館 2F,35.672261,139.767163,SASAI FINE ARTS（ササイファインアーツ）,https://sasaifinearts.com/
中央区,銀座四丁目,-,東京都中央区銀座4-9-5 銀昭ビル 6F,35.670636,139.767025,Akio Nagasawa Gallery Ginza,http://www.akionagasawa.com
千代田区,外神田二丁目,-,東京都千代田区外神田2-1-4 松住町別館201,35.699524,139.7669,VOLCANOISE,http://volcanoise.com/
千代田区,外神田二丁目,-,東京都千代田区外神田2-19-14 101,35.702033,139.766846,Gallery Bauhaus,http://www.gallery-bauhaus.com
中央区,銀座一丁目,-,東京都中央区銀座1-4-9 第一田村ビル 3F,35.674928,139.766444,Oギャラリー,http://www4.big.or.jp/~ogallery/
中央区,銀座三丁目,-,東京都中央区銀座3-5-4 MCM GINZA HAUS 1 6階,35.67283,139.76638,ケーニッヒ・キ?ャラリー,
中央区,銀座二丁目,-,東京都中央区銀座2-3-2 エイコー銀座ビル3F,35.674655,139.766378,NUKAGA GALLERY,http://www.nukaga.co.jp
中央区,銀座七丁目,-,東京都中央区銀座7-17-1 銀座武蔵野ビル 1F,35.666687,139.766343,un petit Garage,http://yyarts.co.jp/
中央区,銀座三丁目,-,"東京都中央区銀座3-5-16 島田ビル 2F, 3F",35.67271,139.766017,青木画廊,http://www.aokigallery.jp/
中央区,銀座三丁目,-,東京都中央区銀座3-5-16 3F,35.67271,139.766017,和田画廊,http://www.wadagarou.com/
中央区,銀座二丁目,-,東京都中央区銀座2-2-18 西欧ビル8F,35.674752,139.765705,零 8 (ゼロハチ),
中央区,銀座二丁目,-,東京都中央区銀座2-2-18 西欧ビル7F,35.6747,139.76568,銀座西欧ギャラリー,https://www.facebook.com/ginzaseiogallery/
中央区,銀座六丁目,-,東京都中央区銀座6-13-4 銀座S2ビル 1F,35.669133,139.7652,ギャルリ・シェーヌ,https://galeriechene.com/jp/index.html
中央区,銀座五丁目,-,東京都中央区銀座5-8-1 銀座プレイス6階,35.670934,139.764983,ソニーイメージングギャラリー 銀座,http://www.sony.co.jp/united/imaging/gallery/
