0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,,,,,,,,,,,,,,,,,,,,,,,
,指標名,世界トップ企業,,,,,,,,,,,,,,,,,,,,,,
,出典,Forbes/Fortune,,,,,,,,,,,,,,,,,,,,,,
,年次,2025年,,,,,,,,,,,,,,,,,,,,,,
,URL,"https://www.forbes.com/global2000, https://fortune.com/ranking/global500/2025/",,,,,,,,,,,,,,,,,,,,,,
,備考,(2023：141件、2024年：137件、2025年:132件),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Fortune,,,,,,,,Forbes,,,,,,
,区,町丁,エリア,住所,緯度,経度,Name,会社名,Ranking,Rank,Change in Rank,Revenues ($M),Revenue % Change,Profits ($M),Profits % Change,Assets ($M),Employees,Rank,SALES,PROFIT,ASSETS,MARKETVALUE,Employees,URL
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-9-2大手町フィナンシャルシティグランキューブ,35.6884052,139.7647492,Nomura Research Institute,野村総合研究所,Forbes Global 2025,-,-,-,-,-,-,-,-,1598,$5.02 B,$615 M,$6.21 B,$21.33 B,6507,https://www.forbes.com/companies/nomura-research/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-5-1,35.6825704,139.7646288,AGC,ＡＧＣ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1817,$13.65 B,$-620.8 M,$18.39 B,$6.5 B,56724,https://www.forbes.com/companies/agc/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1-3,35.6857056,139.7629362,Alfresa Holdings,アルフレッサ　ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1852,$19.41 B,$227.2 M,$10.13 B,$2.57 B,11925,https://www.forbes.com/companies/alfresa-holdings/?list=global2000
,千代田区,神田和泉町,-,東京都千代田区神田和泉町2-,35.6999088,139.7803547,Nippon Express Holdings,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1871,$17.02 B,$209.5 M,$14.62 B,$4.67 B,74438,https://www.forbes.com/companies/nippon-express-holdings/?list=global2000
,千代田区,麹町６丁目,-,東京都千代田区麹町6-1-1,35.6846554,139.7325513,Aozora Bank,株式会社あおぞら銀行,Forbes Global 2025,-,-,-,-,-,-,-,-,1894,$1.45 B,$-125.2 M,$50.42 B,$1.89 B,2494,https://www.forbes.com/companies/aozora-bank/?list=global2000
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-3−1,35.6807543,139.7621981,Mitsubishi,三菱商事株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),79,-14,122127.38,-9.8,6236.44,-6.5,143412.53,62062,-,-,-,-,-,-,www.mitsubishicorp.com
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2-1 三井物産ビル,35.6877917,139.7597226,Mitsui,三井物産株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),110,11,96183.57,4.32,5906.05,-19.75,112158.98,56400,-,-,-,-,-,-,www.mitsui.com
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-1 大手町ファーストスクエア イーストタワー,35.6858559,139.761602,Nippon Telegraph and Telephone,日本電信電話株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),128,-8,89900,-2.85,6559.89,-25.9,200563.63,341321,-,-,-,-,-,-,https://group.ntt/en/
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7−2−7,35.6786678,139.7641407,Mitsubishi UFJ Financial Group,株式会社三菱UFJフィナンシャル・グループ,2025 FORTUNE GLOBAL 500 (Revenue 2024),130,18,89409.79,8.68,12220.52,18.48,2756111.15,156253,-,-,-,-,-,-,www.mufg.jp
,千代田区,二番町,-,東京都千代田区二番町8−8,35.6856247,139.7340705,Seven & I Holdings,株式会社セブン&アイ・ホールディングス,2025 FORTUNE GLOBAL 500 (Revenue 2024),162,-11,78509.37,-2.02,1134.86,-27.66,75569.86,107436,-,-,-,-,-,-,www.7andi.com
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-1 大手町プレイス ウエストタワー,35.6869668,139.7644927,Japan Post Holdings,日本郵政株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),173,-27,75229.98,-9.26,2430.82,30.76,1982451.48,218718,-,-,-,-,-,-,www.japanpost.jp/en/
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1-2,35.6860844,139.7593338,ENEOS Holdings,ENEOSホールディングス株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),180,-27,72819.32,-7.85,1482.98,-25.61,58638.85,40256,-,-,-,-,-,-,www.hd.eneos.co.jp
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1−2,35.6852344,139.7624727,Sumitomo Mitsui Financial Group,株式会社三井住友フィナンシャルグループ,2025 FORTUNE GLOBAL 500 (Revenue 2024),204,4,66745.07,3.13,7727.4,15.98,2043378.58,127930,-,-,-,-,-,-,www.smfg.co.jp/english/
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-13−1,35.6758533,139.7608123,Dai-ichi Life Holdings,第一生命ホールディングス株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),214,-50,64766.36,-15.12,2818.17,26.98,464293.6,60814,-,-,-,-,-,-,www.dai-ichi-life-hd.com
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6−6日本生命丸の内ビル,35.6831879,139.7658101,Hitachi,株式会社日立製作所,2025 FORTUNE GLOBAL 500 (Revenue 2024),216,-20,64176.76,-4.66,4039.01,-1.04,88630.42,282743,-,-,-,-,-,-,www.hitachi.com
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5−5大手町タワー,35.6854775,139.7656705,Mizuho Financial Group,株式会社みずほフィナンシャルグループ,2025 FORTUNE GLOBAL 500 (Revenue 2024),234,-8,59237.27,-2.09,5808.25,23.63,1890188.83,52554,-,-,-,-,-,-,www.mizuhogroup.com
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9東京駅,35.6788443,139.7635877,Nippon Steel,日本製鉄株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),244,新規,57040.74,-7.04,2297.41,-39.56,73003.26,120739,-,-,-,-,-,-,www.nipponsteel.com
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6−4,35.684209,139.7706516,Tokio Marine Holdings,東京海上ホールディングス株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),263,24,55365.3,7.77,6922.38,43.79,208401.76,51436,-,-,-,-,-,-,www.tokiomarinehd.com
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2−1otemachione,35.6879122,139.7631803,Idemitsu Kosan,出光興産株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),281,-6,53004.8,-0.07,682.58,-56.83,31860.6,16449,-,-,-,-,-,-,www.idemitsu.com
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-4−2,35.6906685,139.7596974,Marubeni,丸紅株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),294,4,51101.79,1.86,3299.34,1.15,61391.51,55489,-,-,-,-,-,-,www.marubeni.com
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3−2,35.6870382,139.7678779,Sumitomo,住友商事株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),317,1,47834.47,0.05,3685.67,37.87,77597.98,83327,-,-,-,-,-,-,www.sumitomocorp.com
,千代田区,内幸町１丁目,-,東京都千代田区内幸町1-1−3,35.6700719,139.7584728,Tokyo Electric Power,東京電力ホールディングス株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),344,-27,44674.67,-6.67,1057.95,-42.91,99986.61,38074,-,-,-,-,-,-,www.tepco.co.jp
,千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3-10−10,35.7005186,139.7505395,KDDI,KDDI株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),400,-21,38820.47,-2.49,4497.89,1.91,112590.69,64636,-,-,-,-,-,-,www.kddi.com
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-1−1,35.6791077,139.7621731,Meiji Yasuda Life Insurance,明治安田生命保険相互会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),431,-32,36877.69,-2.69,1007.02,-5.2,356656.66,47787,-,-,-,-,-,-,www.meijiyasuda.co.jp
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7−3東京ビルディングb1~3,35.6790638,139.7649554,Mitsubishi Electric,三菱電機株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),439,-23,36221.21,-0.44,2125.92,7.83,42535.73,149914,-,-,-,-,-,-,www.mitsubishielectric.com
,千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-2−3,35.6779421,139.761055,Mitsubishi Heavy Industries,三菱重工業株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),488,11,32977.17,2.34,1610.08,4.81,44425.41,77274,-,-,-,-,-,-,www.mhi.com
,中央区,新川２丁目,-,東京都中央区新川2-27-2東京住友ツインビルディング西館,35.6742688,139.7838968,MS&AD Insurance,ＭＳ＆ＡＤインシュアランス　グループ　ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,216,$43.14 B,$4.71 B,$168.68 B,$33.74 B,38584,https://www.forbes.com/companies/msad-insurance/?list=global2000
,中央区,日本橋二-７丁目,-,東京都中央区日本橋二-7-1東京日本橋タワー,35.6820382999999,139.7738636,Marubeni,丸紅株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,315,$49.79 B,$3.47 B,$60.36 B,$29.01 B,45995,https://www.forbes.com/companies/marubeni/?list=global2000
,中央区,日本橋本町二丁目,-,東京都中央区日本橋本町二-1-1,35.6877625,139.7745841,Takeda Pharmaceutical,武田薬品工業株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,350,$30.23 B,$1.37 B,$96.12 B,$47.07 B,49095,https://www.forbes.com/companies/takeda-pharmaceutical/?list=global2000
,中央区,日本橋１丁目,日八京,東京都中央区日本橋1-9-1,35.6830281,139.7760669,Nomura,野村證券株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,359,$31.07 B,$2.24 B,$379.85 B,$16.74 B,26402,https://www.forbes.com/companies/nomura/?list=global2000
,中央区,京橋３丁目,日八京,東京都中央区京橋3-1-1,35.6759537,139.768802,Bridgestone,株式会社ブリヂストン,Forbes Global 2025,-,-,-,-,-,-,-,-,495,$29.24 B,$1.88 B,$36.42 B,$28.12 B,125199,https://www.forbes.com/companies/bridgestone/?list=global2000
,中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1,35.686372,139.7731296,Mitsui Fudosan,三井不動産株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,554,$15.59 B,$1.33 B,$62.49 B,$27.19 B,24408,https://www.forbes.com/companies/mitsui-fudosan/?list=global2000
,中央区,日本橋本町三-５丁目,-,東京都中央区日本橋本町三-5-1,35.6885235,139.775622,Daiichi Sankyo,第一三共株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,653,$12.37 B,$1.94 B,$23.11 B,$45.68 B,16033,https://www.forbes.com/companies/daiichi-sankyo/?list=global2000
,中央区,日本橋２丁目,日八京,東京都中央区日本橋2-7-1,35.6821469,139.7741516,T&D Holdings,株式会社Ｔ＆Ｄホールディングス,Forbes Global 2025,-,-,-,-,-,-,-,-,694,$19.2 B,$1.01 B,$109.19 B,$10.49 B,12236,https://www.forbes.com/companies/td-holdings/?list=global2000
,中央区,日本橋二-５丁目,-,東京都中央区日本橋二-5-1,35.6815718,139.7738599,TDK,ＴＤＫ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,817,$14.23 B,$1.1 B,$24.09 B,$19.35 B,101000,https://www.forbes.com/companies/tdk/?list=global2000
,中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-14-10,35.6804245999999,139.7811511,Kao,花王株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1189,$10.75 B,$711.4 M,$11.88 B,$19.56 B,34257,https://www.forbes.com/companies/kao/?list=global2000
,中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2-5-1,35.6873647,139.7761508,Astellas Pharma,アステラス製薬株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1202,$12.54 B,$332.9 M,$22.33 B,$17.18 B,15455,https://www.forbes.com/companies/astellas-pharma/?list=global2000
,中央区,日本橋兜町,-,東京都中央区日本橋兜町2-1,35.6828768,139.7785877,Japan Exchange Group,株式会社日本取引所グループ,Forbes Global 2025,-,-,-,-,-,-,-,-,1204,$1.08 B,$404 M,$527.23 B,$11.27 B,1197,https://www.forbes.com/companies/japan-exchange-group/?list=global2000
,中央区,京橋１丁目,日八京,東京都中央区京橋1-15-1,35.6769933,139.7733525,Ajinomoto,味の素株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1274,$10.05 B,$607 M,$11.81 B,$19.54 B,34615,https://www.forbes.com/companies/ajinomoto/?list=global2000
,中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1,35.686372,139.7731296,Toray Industries,東レ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1305,$16.89 B,$339.4 M,$22.3 B,$10.3 B,48842,https://www.forbes.com/companies/toray-industries/?list=global2000
,中央区,新川２丁目,-,東京都中央区新川2-27-1東京住友ツインビル(東館),35.6742688,139.7838968,Sumitomo Chemical,住友化学株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1476,$16.8 B,$-1.15 B,$23.79 B,$3.7 B,34703,https://www.forbes.com/companies/sumitomo-chemical/?list=global2000
,中央区,銀座６丁目,-,東京都中央区銀座6-15-1,35.6682312,139.7664356,Electric Power Development,電源開発株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1570,$8.29 B,$666.9 M,$22.93 B,$3.19 B,7146,https://www.forbes.com/companies/electric-power-development/?list=global2000
,中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-2-10·,35.6810094,139.7794399,Japan Securities Finance,日本証券金融株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1669,$354 M,$64.8 M,$90.51 B,$975 M,271,https://www.forbes.com/companies/japan-securities-finance/?list=global2000
,中央区,八重洲２丁目,日八京,東京都中央区八重洲2-7-15,35.6772298,139.7682435,Medipal Holdings,株式会社メディパルホールディングス,Forbes Global 2025,-,-,-,-,-,-,-,-,1732,$24.1 B,$326.3 M,$12.44 B,$3.45 B,12801,https://www.forbes.com/companies/medipal-holdings/?list=global2000
,中央区,京橋二-１丁目,-,東京都中央区京橋二-16-1,35.6764547,139.7730216,Shimizu,清水建設株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1748,$12.44 B,$518.7 M,$16 B,$7.07 B,10845,https://www.forbes.com/companies/shimizu/?list=global2000
,中央区,銀座１丁目,-,東京都中央区銀座1-11-1,35.6746906,139.7694534,Konami,コナミグループ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1838,$2.76 B,$513.5 M,$4.13 B,$18.16 B,4890,https://www.forbes.com/companies/konami/?list=global2000
,中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町7-3,35.6899807,139.7795459,Hulic,ヒューリック株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1917,$4.2 B,$679.9 M,$21.74 B,$7.66 B,2828,https://www.forbes.com/companies/hulic/?list=global2000
,中央区,新川２丁目,-,東京都中央区新川2-27−2,35.6742306,139.7842967,MS&AD Insurance Group Holdings,MS&ADインシュアランスグループホールディングス株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),350,-12,43693.47,-3.92,4537.12,77.58,175070.37,38247,-,-,-,-,-,-,www.ms-ad-hd.com
,品川区,東品川二-４丁目,-,東京都品川区東品川二-4-11野村不動産天王洲ビル,35.619999,139.7511421,Japan Airlines,日本航空,Forbes Global 2025,-,-,-,-,-,-,-,-,1496,$11.8 B,$664.8 M,$17.57 B,$7.86 B,35423,https://www.forbes.com/companies/japan-airlines/?list=global2000
