0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,千代田区,丸の内２丁目,大丸有,千代田区丸の内2-7-3東京ビルtokia1f,35.6790638,139.7649554,P.C.M. PUB CARDINAL MARUNOUCHI,バー ･ ラウンジ,Lounge ･ Allmix ･ etc.,03-5222-1251,-,,着席50人 / スタンディング100人,"3,500円",https://www.tokyo-club.net/pcm-pub-cardinal-marunouchi/
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-5-2東宝ツインタワービルb2･b3,35.674214,139.76008,CLUB DIANA,クラブ ･ ディスコ,R&B ･ Disco ･ 90s ･ Allmix ･ HipHop ･ House,Closed,-,,800人,"エントランス料金
女性
日･火 : 1000円 2ドリンク
水 : 2000円 2ドリンク
木 : 1000円 フリードリンク
金･祝前 : 2500円 3ドリンク
土 : Free

男性
日･火･水 : 2500円 2ドリンク
木 : 3500円 2ドリンク
土 : 3500円 2ドリンク
金･祝前 : 4000円 2ドリンク

20時までのご入場
女性
1000円 2ドリンク

男性
日･火･祝 : 1000円 2ドリンク
水 : 1500円 2ドリンク
木･金･土･祝前 : 2500円 2ドリンク
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",https://www.tokyo-club.net/club-diana/
,江東区,亀戸６丁目,-,江東区亀戸6-15-5庄司ビル2f,35.69542510000001,139.8265209,Charlie,バー,Disco ･ Soul ･ Funk ･ HipHop ･ 70s ･ 80s ･ 90s ･ Oldies ･ Live,03-5875-5203,-,,立 40人,2500円～3500円,https://www.tokyo-club.net/charlie/
,江東区,亀戸４丁目,-,江東区亀戸4-18-3ヤマニビルb1f,35.700992,139.8256383,yanagi,ライブハウス ･ クラブ,HipHop ･ R&B ･ Live ･ Reggae ･ Others ･ Electro,Closed,-,,150人,,https://www.tokyo-club.net/yanagi/
,江東区,新木場２丁目,-,江東区新木場2-2-10,35.6421835,139.8253785,ageHa,CLUB,EDM ･ House ･ Trance ･ Techno ･ Allmix ･ Live ･ R&B ･ Electronic ･ HipHop ･ etc.,Closed,-,,2400人,"6,000円～
駐車場(150台分あり): 利用料2,000円 ※目安
渋谷からの専用シャトルバスは基本無料",https://www.tokyo-club.net/ageha/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-29-1東急歌舞伎町タワーb1f-b4f,35.6957513,139.7005894,ZEROTOKYO,クラブ,HipHop ･ House ･ Trance ･ Techno ･ Bass ･ EDM ･ etc.,"VIP予約:
03-6380-2013",-,,1500名,"5,000円～",https://www.tokyo-club.net/zerotokyo/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-10-3g3ビル1f,35.6947651,139.7029833,Music Fashion Bar RUN,ミュージックバー,ALLMIX,03-6233-7903,-,,150名,"5,000円",https://www.tokyo-club.net/run-shinjuku/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-15-5ビックレモンビルb2f,35.6941751,139.7018717,Soul Dining Bar 歌舞伎町 鶴千,ミュージックバー,BlackMusic ･ 70s ･ 80s ･ Soul ･ Funk ･ POPs ･ Rock ･ AOR ･ etc.,03-6233-7083,-,,120名,"3,500円
ドリンク1杯: 900円前後",https://www.tokyo-club.net/kabukicho-tsurusen/
,新宿区,新宿２丁目,-,新宿区新宿2-19-9カドビルb1f,35.6917447,139.707393,DJ BAR Heart,DJバー,Disco ･ HipHop ･ House ･ Techno ･ Allmix ･ etc.,03-6384-1053,-,,約215平米(※フロア総面積),"2,500円～
ドリンク800円前後から",https://www.tokyo-club.net/djbar-heart/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-13-7tokyo19ビルb1f,35.6945651,139.7026151,MUSIC BAR L.G,バー,HipHop ･ rap ･ J-POP ･ etc.,不明,-,,10名前後 ※目算,ドリンク 600円～ / フード 300円～,https://www.tokyo-club.net/music-bar-lg/
,新宿区,新宿２丁目,-,新宿区新宿2-11-4ストークビル長崎1f,35.6902909,139.7072589,DRAGON MEN,ミュージックバー,All Genre,03-3341-0606,-,,200人,"600円～2,000円",https://www.tokyo-club.net/dragon-men/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-3梅村ビル5f,35.6948485,139.7041011,ORIZURU,クラブ,House ･ Techno ･ Dub ･ etc.,Closed,-,,150人,"3,000円 ※目安",https://www.tokyo-club.net/orizuru/
,新宿区,新宿２丁目,-,新宿区新宿2-11-2casaverde1f-b1f,35.690086,139.7077713,EAGLE TOKYO BLUE,ラウンジバー,Electro ･ HipHop ･ POPs ･ R&B ･ etc.,03-6876-8450,-,,ドリンク700円～ (ノーチャージ),スマホ決済・クレジットカード・QRコード決済利用可,https://www.tokyo-club.net/eagle-tokyo-blue/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-27-12lee2ビル4f-e,35.6957862,139.7032234,HONEY BEE,バー,HipHop ･ Reggae ･ Soul ･ etc.,03-6278-9718,-,,15名前後 ※目算,"1,500円～3,000円",https://www.tokyo-club.net/honey-bee/
,新宿区,新宿３丁目,-,新宿区新宿3-10-7馬酔木ビル2f,35.6913871,139.7063323,Bar BaoBab,バー,80s ･ Jazz ･ Soul ･ Funk ･ HipHop ･ Reggae ･ Rare groove,03-5368-0636,-,,30席 (立 40名前後),"3,000円",https://www.tokyo-club.net/bar-baobab/
,新宿区,新宿３丁目,-,新宿区新宿3-10-9fbビル1f,35.6912999,139.7065545,Soul Stream,バー,Soul ･ Funk ･ AOR ･ 70s ･ acid jazz ･ Fusion ･ Disco ･ Rare groove ･ etc.,03-3356-9600,-,,20席 (立 25名),"3,000円前後",https://www.tokyo-club.net/soul-stream/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-13-11甲斐ビルb1f,35.6943321,139.7026151,CLUB23 TOKYO,バー,HipHop ･ Allmix ･ Reggae ･ R&B ･ EUROBEAT ･ etc.,Closed,-,,(70名未満 ※目算),"男性 2,000円～ / 女性 1,000円～",https://www.tokyo-club.net/club23-tokyo/
,新宿区,新宿３丁目,-,新宿区新宿3-8-5イオヤビル4f,35.6908602,139.7065196,CURTIS,バー,BlackMusic ･ Funk ･ Soul ･ Jazz ･ Reggae ･ Afrobeat ･ etc.,03-3351-2714,-,,カウンター5席程、テーブル席あり,"2,000円前後～",https://www.tokyo-club.net/curtis/
,新宿区,新宿３丁目,-,新宿区新宿3-1-32新宿ビル2号館3f,35.6897693,139.7063957,BAR 3R,バー,Soul ･ Funk ･ Oldies ･ Others,03-6380-5850,-,,20名前後 ※目算,"2,500円前後",https://www.tokyo-club.net/bar-3r/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-7-1j2ビルディングb1-b2f,35.6942082,139.702788,CASABLANCA ex. CROSSOVER,クラブバー,R&B ･ POPs ･ Reggae ･ HipHop ･ House ･ Trance ･ Allmix ･ Electro,03-6457-6501,-,,地下2階 150名 / 地下1階 30名程 (目算),"エントランス料 ※目安
男性 1,000円～3,000円 / 女性 1,000円～",https://www.tokyo-club.net/crossover-shinjuku/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-1-7マルハビル3f,35.6939874,139.7049687,URACUE,バー,Reggae ･ HipHop ･ Soul ･ Funk ･ Jazz ･ Techno ･ House ･ etc.,不明,-,,12席,"チャージ 800円
ドリンク 600円～
(イベント時のエントランス 1000円1D)",https://www.tokyo-club.net/uracue/
,新宿区,西新宿６丁目,-,新宿区西新宿6-6-2ヒルトン東京2f,35.6925835,139.6911889,バー&ラウンジ ZATTA,バー,R&B ･ Jazz ･ POPs ･ HipHop ･ House ･ Allmix ･ Electro ･ NewAge ･ Live ･ Acoustic,03-3344-5111,-,,65席,"夜 5,000円～ / 昼 3,000円",https://www.tokyo-club.net/zatta/
,新宿区,新宿２丁目,-,新宿区新宿2-14-16タラクビル3f,35.6907065,139.7095167,DJ&VJ Bar A-UN,バー,Allmix ･ Techno ･ House ･ HipHop ･ EDM,070-6612-9014,-,,20席 (立 50名),"ファーストドリンク: 男性2000円 / 女性1000円
※変更の可能性あり",https://www.tokyo-club.net/a-un/
,新宿区,新宿２丁目,-,新宿区新宿2-18-5石川ビル2f,35.6909967,139.7080306,NEW SAZAE,バー ･ ディスコ,Soul ･ Funk ･ 70s ･ 80s ･ Disco ･ House ･ R&B ･ EUROBEAT ･ etc.,03-6384-1978,-,,"2,500円前後
ドリンク 700円","1,000円",https://www.tokyo-club.net/new-sazae/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-21-1第二東亜会館b1-b2f,35.6952253,139.701307,WARP SHINJUKU,CLUB,Allmix ･ EDM ･ House ･ Techno ･ HipHop ･ Trap ･ DUBSTEP ･ BassMusic ･ etc.,03-6278-9197,-,,メインフロア: 600名 / 全体: 1500名未満 (320坪),"男性3,000円～ / 女性2,000円",https://www.tokyo-club.net/warp-shinjuku/
,新宿区,早稲田町,-,新宿区早稲田町74オアシスビルb1f,35.7057766,139.7228735,RiNen,ライブハウス,Acoustic ･ Folk ･ POPs ･ Rock ･ Others,03-6273-8832,-,,100人,"3,000円～",https://www.tokyo-club.net/rinen/
,新宿区,百人町１丁目,-,新宿区百人町1-23-3亀井ビル2f,35.6987648,139.6971901,Rock Inn DICE,バー,Rock ･ Punk ･ Metal ･ Acoustic ･ Live,03-5937-2043,-,,30名,2000円前後～,https://www.tokyo-club.net/rock-inn-dice/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-2-5東陽ビルb2f,35.6937411,139.7040213,Zirco Tokyo,ライブハウス,All Genre ･ Rock ･ POPs ･ Others,03-6278-9190,-,,250人,,https://www.tokyo-club.net/zirco-tokyo/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-28-16ウィザードセブンb1f,35.6961133,139.7034463,FATE,ライブハウス,POPs ･ V-ROCK ･ A-POP ･ Others,03-6278-9332,-,,150名,,https://www.tokyo-club.net/fate/
,新宿区,大久保２丁目,-,新宿区大久保2-5-19シティプラザ大久保b1f,35.7029809,139.7081503,HEAD POWER,ライブハウス,Rock ･ POPs ･ Hardcore ･ R&B ･ A-POP ･ Folk ･ Others,03-6380-3769,-,,150名前後,,https://www.tokyo-club.net/head-power/
,新宿区,新宿３丁目,-,新宿区新宿3-26-14新宿ミニムビルⅱ8f,35.6917657,139.7024838,333×concept B,スタンディングバー,Allmix,閉業,-,,300人,3000円,https://www.tokyo-club.net/333-conceptb/
,新宿区,新宿４丁目,-,新宿区新宿4-3-15レイフラット新宿b1f,35.6886342,139.7036224,ANTIKNOCK,ライブハウス,Hardcore ･ Punk ･ HeavyMetal ･ HardRock ･ Rock ･ HipHop ･ etc.,03-3350-5670,-,,250名,,https://www.tokyo-club.net/antiknock/
,新宿区,新宿２丁目,-,新宿区新宿2-18-1第7天香ビル1f,35.69097989999999,139.7081004,AiiRO CAFE,バー,House ･ Allmix ･ POPs ･ Electro,03-6273-0740,-,,30名未満,2000円,https://www.tokyo-club.net/aiiro-cafe/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-45-4第2与三郎ビル3f,35.696549,139.700461,りあにすたぁ,バー,A-POP,03-6302-1724,-,,20席前後,"3,000円",https://www.tokyo-club.net/alchemistar/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-36-3アシベ会館b2f,35.6958459,139.7023552,ACB HALL,ライブハウス,Rock ･ POPs ･ Acoustic ･ All Genre,03-3205-0901,-,,300名,,https://www.tokyo-club.net/acb-hall/
,新宿区,神楽坂６丁目,-,新宿区神楽坂6-48tomosビルb1f,35.7033271,139.7361035,KGR(n) / 神楽音,クラブ,Ambient ･ Minimal ･ Deep House ･ Techno,03-6265-3523,-,,80～100名,2500円～,https://www.tokyo-club.net/kgrn/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-23-13第1大滝ビル5f,35.694334,139.7010645,カブキラウンジ,バー,HipHop ･ Disco ･ Soul ･ Funk ･ Techno ･ R&B,03-6205-5125,-,,60名,3000円,https://www.tokyo-club.net/kabuki-lounge/
,新宿区,西早稲田２丁目,-,新宿区西早稲田2-1-19ykビルb1f,35.7065399,139.7174579,Sabaco,カフェバー,Techno ･ House ･ Others ･ Live ･ Electronic ･ A-POP,03-5272-7385,-,,40人,2000円～,https://www.tokyo-club.net/sabaco/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-6-13良川ビル7b1f,35.6938349,139.7028943,AL,イベント会場,HipHop ･ All Genre,03-3207-9664,-,,立 100人,"2,500円～",https://www.tokyo-club.net/al-shinjyuku/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-45-2ジャストビル5f,35.6963747,139.700451,Motion,ライブハウス,POPs ･ Rock ･ All Genre ･ Others,03-3209-1278,-,,120人,,https://www.tokyo-club.net/motion/
,新宿区,新宿２丁目,-,新宿区新宿2-12-4アコードビルb1f,35.6906152,139.7073596,Live Freak,ライブハウス,Hardcore ･ Rock ･ Punk ･ POPs ･ Others,03-3351-7542,-,,200人,,https://www.tokyo-club.net/live-freak/
,新宿区,百人町１丁目,-,新宿区百人町1-17-7大久保ビルa館b1f,35.7015385,139.697564,HOTSHOT,ライブハウス,Blues ･ Folk ･ POPs ･ Jazz ･ HeavyMetal ･ Rock ･ Others,03-3366-8681,-,,立 120人 / 座 ～50人,,https://www.tokyo-club.net/hotshot/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-16-10第27東京ビルb2f,35.693874,139.7021663,GOLDEN EGG,ライブバー,Jazz ･ POPs ･ Soul ･ Funk ･ Rock ･ Others,03-3203-0405,-,,立 70人 / 座 ～50,2500円～,https://www.tokyo-club.net/golden-egg/
,新宿区,百人町１丁目,-,新宿区百人町1-10-71-街ビルb1f,35.7003358,139.699951,CLUB Voice,ライブハウス,Acoustic ･ A-POP ･ Soul ･ Rock ･ Folk ･ etc.,03-5338-0938,-,,120名,,https://www.tokyo-club.net/club-voice/
,新宿区,高田馬場３丁目,-,新宿区高田馬場3-3-8b1f,35.7136662,139.7016715,AREA,ライブハウス,Live ･ HardRock ･ Rock ･ POPs ･ HeavyMetal ･ etc.,Closed,-,,400人,,https://www.tokyo-club.net/area-takadanobaba/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-42-16第二大滝ビルb1f,35.6979124,139.7017882,SAMURAI,ライブハウス,POPs ･ Rock ･ Others ･ Live ･ etc.,03-5287-3390,-,,150人,,https://www.tokyo-club.net/samurai/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-27-1フィルドニアビルb1f,35.6951658,139.700692,Mandarino,バー,EDM ･ TOP40 ･ etc.,Closed,-,,100人,1000円,https://www.tokyo-club.net/mandarino/
,新宿区,新宿２丁目,-,新宿区新宿2-5-15,35.6892225,139.7072726,cafe&bar MAW,カフェバー,Allmix,Closed,-,,50人,3000円,https://www.tokyo-club.net/cafebar-maw/
,新宿区,大久保２丁目,-,新宿区大久保2-32-3リスボンビルb1f,35.7014234,139.702482,EARTHDOM,ライブハウス,Psychedelic ･ Others ･ Rock ･ punk ･ Hardcore ･ Live,03-3205-4469,-,,350人,,https://www.tokyo-club.net/earthdom/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-25-6永和第6ビルb1f,35.6954779,139.7036061,club SCIENCE,ライブハウス,Rock ･ POPs ･ Live,03-6233-9006,-,,300人,,https://www.tokyo-club.net/club-science/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-45-2カイダ第3ジャストビルb1f,35.6963747,139.700451,Marble,ライブハウス,Rock ･ POPs ･ Live ･ Others,080-3714-7554,-,,100人前後,,https://www.tokyo-club.net/marble-shinjuku/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-24-3興和ビルb2f,35.6957333,139.7036734,HOLIDAY SHINJUKU,ライブハウス,Rock ･ Live ･ etc.,03-5292-0591,-,,450人,,https://www.tokyo-club.net/holiday-shinjuku/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-11-4lee3ビルb2f,35.6959973,139.7048191,GATSBY HOUSE,クラブ ･ ラウンジ ･ パーティーハウス,Allmix,Closed,-,,1000人,5000円,https://www.tokyo-club.net/gatsby-house/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-41-8植木ビルb1f,35.6978704,139.7021788,Lounge BAR NB,ラウンジ,HipHop ･ House ･ Techno ･ and more...,営業不明,-,,60人,1400円,https://www.tokyo-club.net/lounge-bar-nb/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-1-2hanrokuビルb1f,35.6949995,139.7063949,NINE SPICES,ライブハウス,All Genre ･ Live,03-3205-1439,-,,200人,,https://www.tokyo-club.net/nine-spices/
,新宿区,西新宿６丁目,-,新宿区西新宿6-5-1アイランドホール2f,35.693132,139.693142,ReNY,ライブハウス,All Genre ･ Live,03-5990-5561,-,,800人,,https://www.tokyo-club.net/shinjyuku-reny/
,新宿区,新宿１丁目,-,新宿区新宿1-34-13貝塚ビルb1f,35.6912815,139.710816,Wild Side Tokyo,ライブハウス,Live ･ POPs ･ Rock ･ All Genre ･ HeavyMetal,03-5919-8847,-,,150人,,https://www.tokyo-club.net/wild-side-tokyo/
,新宿区,西新宿３丁目,-,新宿区西新宿3-15-8西新宿パールビルb1f,35.6838148,139.6898013,WALL,ライブハウス,Live ･ Others ･ POPs ･ Rock ･ All Genre,03-5351-6241,-,,約180人,,https://www.tokyo-club.net/wall/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-21-7ヒューマックスパビリオン新宿アネックスb2f,35.6952501,139.7010529,BLAZE,ライブハウス,Live ･ POPs ･ Rock ･ Others,Closed,-,,800人,,https://www.tokyo-club.net/blaze/
,新宿区,新宿２丁目,-,新宿区新宿2-7-3ヴェラハイツ新宿御苑b1f,35.6896364,139.7081526,OWL TOKYO,ラウンジバー,HipHop ･ House ･ R&B ･ Electronic ･ Disco ･ EDM,Closed,-,,800円～,2012年6月,https://www.tokyo-club.net/owl-tokyo/
,新宿区,新宿２丁目,-,新宿区新宿2-13-16senshoビル2f,35.6900466,139.7087886,Royal Family,バー,House ･ Trance ･ Techno ･ Others,Closed,-,,3000円前後,2013年9月,https://www.tokyo-club.net/royal-family/
,新宿区,新宿２丁目,-,新宿区新宿2-5-15第一山興ビルb1f,35.6892225,139.7072726,REGGAE CLUB OPEN,ミュージックバー,Reggae ･ Live,03-3226-8855,-,,,https://blogs.yahoo.co.jp/club_open/,https://www.tokyo-club.net/reggae-club-open/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-20-1ヒューマックスパビリオン新宿歌舞伎町7f,35.6958769,139.7015902,SHINJUKU FACE,イベントホール,Others ･ Live ･ All Genre,03-3200-1300,-,,600人,,https://www.tokyo-club.net/shinjuku-face/
,新宿区,西新宿８丁目,-,新宿区西新宿8-2-25nsプラザ新宿b1f,35.6900581,139.6967227,LOUVER,イベントスペース,House ･ Trance ･ Techno ･ Minimal ･ Electro ･ Others,Closed,-,,200人,,https://www.tokyo-club.net/louver/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-45-8hhkビルb1f,35.6971076,139.7004909,OSCAR,バー ･ クラブ,Electronic ･ POPs ･ Others,営業不明,-,,100人,,https://www.tokyo-club.net/oscar/
,新宿区,新宿２丁目,-,新宿区新宿2-12-11林ビル1f,35.690588,139.7076931,BAR GOLDFINGER,バー,Allmix,03-6383-4649,-,,"3,000円～",https://www.goldfingerparty.com/,https://www.tokyo-club.net/bar-goldfinger/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-14-7新宿ハヤシビル3f,35.6946036,139.7021798,DREAM STORE,ダイニングバー ･ イベントスペース,All Genre ･ Others ･ Live,03-5287-2286,-,,350人,"4,000円",https://www.tokyo-club.net/dream-store/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-12-9タテハナビルb2f,35.6953598,139.702645,LOFT,ライブハウス,POPs ･ Live ･ Rock ･ Jazz ･ Crossover ･ etc.,03-5272-0382,-,,500人,,https://www.tokyo-club.net/shinjyuku-loft/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-4-12ナカヨシビルb2f,35.6941525,139.7037613,BAR 2WAY,DJバー,Rock ･ Electronic ･ Psychedelic ･ Disco,営業不明,-,,2000円,-,https://www.tokyo-club.net/bar-2way/
,新宿区,新宿２丁目,-,新宿区新宿2-13-162f,35.6900466,139.7087886,Rehab Lounge Tokyo,バー,Disco ･ House ･ Techno,Closed,-,,,-,https://www.tokyo-club.net/rehab-lounge-tokyo/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-37-3丸友ビルb1f,35.696055,139.701892,TOKYO LOOSE,バー ･ クラブ,Reggae ･ R&B ･ Techno ･ Trance ･ House ･ HipHop ･ Soul ･ Latin,03-3207-5677,-,,150人,2300円,https://www.tokyo-club.net/tokyo-loose/
,新宿区,百人町２丁目,-,新宿区百人町2-1-1k-plazab2f,35.701516,139.7022139,bto,クラブ ･ ダイニングバー,House ･ POPs ･ Electronic,Closed,-,,200人,2800円,https://www.tokyo-club.net/bto/
,新宿区,新宿５丁目,-,新宿区新宿5-4-1新宿qフラットビルb1f,35.6917522,139.7106208,FUTURE NATURE VALVE,ライブハウス,House ･ Live ･ Others ･ POPs ･ Rock ･ All Genre,Closed,-,,100人,"3,000円",https://www.tokyo-club.net/future-nature-valve/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-42-16第2大滝ビルb1f,35.6979124,139.7017882,URGA,ライブハウス ･ クラブ,Others ･ Allmix ･ Lounge ･ All Genre,Closed,-,,200人,3500円,https://www.tokyo-club.net/urga/
,新宿区,新宿２丁目,-,新宿区新宿2-11-7第33宮廷ビル2f,35.6904265,139.7072216,ARTY FARTY,バー,All Genre,03-5362-9720,-,,"2,500円",1993年7月,https://www.tokyo-club.net/arty-farty/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-16-6ポールスタービル7f,35.6939567,139.7018042,Garam,クラブ,Reggae ･ HipHop ･ Disco,090-1114-2129,-,,"2,500円",https://www.facebook.com/Reggae-CLUB-Garam-115363385216385/,https://www.tokyo-club.net/garam/
,新宿区,四谷２丁目,-,新宿区四谷2-10第2太郎ビルb1f,35.687658,139.7251983,OUTBREAK,ライブハウス,POPs ･ Live ･ Rock ･ Others,03-5368-0852,-,,230人,2500円,https://www.tokyo-club.net/outbreak/
,新宿区,百人町１丁目,-,新宿区百人町1-8-11jsビルb1f,35.6993549,139.7006206,BAR W,ラウンジ ･ バー,HipHop ･ House ･ Techno ･ Others,Closed,-,,3000円前後,閉店: 2014年3月,https://www.tokyo-club.net/bar-w/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-19-3b2f,35.6958221,139.7019258,FUNK TIME,クラブ,HipHop ･ Trance ･ Reggae,Closed,-,,3000円,-,https://www.tokyo-club.net/funk-time/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-19-3b2f,35.6958221,139.7019258,FUNK TIME,クラブ,HipHop ･ Trance ･ Reggae,Closed,-,,3000円,-,https://www.tokyo-club.net/rolling-stone/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-45-1第1トキワビルb1f,35.6963763,139.7007003,MARZ,ライブハウス,Rock ･ All Genre ･ Others ･ House ･ Techno ･ Live,03-3202-8248,-,,300人,,https://www.tokyo-club.net/marz/
,新宿区,新宿３丁目,-,新宿区新宿3-1-26新宿丸井アネックスb1f,35.6901053,139.7058564,Brooklyn Parlor,ダイニング ･ カフェ,Jazz ･ R&B ･ Others ･ Live,03-6457-7763,-,,120人,ランチ1500円 / 通常4000円,https://www.tokyo-club.net/brooklyn-parlor/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-2-13新光ビル2fb号室,35.6947381,139.7044206,CLUB & DJ BAR BUMP,CLUB ･ DJバー,ALL Genre,営業不明の為非表示,-,,80人,"2,000円～2,500円",https://www.tokyo-club.net/bump/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-15-9b1f,35.694168,139.702296,BE-WAVE,カフェ ･ バー,All Genre ･ Others,Closed,-,,,2006年6月,https://www.tokyo-club.net/be-wave/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-9-8asahiビルb1f,35.6948768,139.7034369,DECABAR 超,バー,Allmix ･ Techno ･ Electro ･ EDM ･ Others,03-6273-8415,-,,120～150名 / 30席,"2,000円～",https://www.tokyo-club.net/decadance-bar/
,新宿区,百人町２丁目,-,新宿区百人町2-1-1k-plaza1b2f,35.701516,139.7022139,unique LABORATORY,CLUB ･ イベントスペース,A-POP ･ K-POP,Closed,-,,150～200人,"2,500円",https://www.tokyo-club.net/unique-laboratory/
,新宿区,歌舞伎町２丁目,-,新宿区歌舞伎町2-9-10g2ビルb2f,35.6957552,139.7052332,ROYAL,DJバー ･ イベントスペース,All Genre ･ Others,営業不明,-,,150人,飲み放題 2000円～,https://www.tokyo-club.net/royal/
,新宿区,新宿５丁目,-,新宿区新宿5-17-13オリエンタルウェーブ8/9f,35.6928326,139.7051186,Christon Cafe,ダイニングバー,House ･ Electronic ･ Trance ･ Techno,Closed,-,,380席 / スタンディング300人,4000円,https://www.tokyo-club.net/christon-cafe/
,新宿区,新宿３丁目,-,新宿区新宿3-35-1小宮ビル5f,35.6898762,139.7030071,新宿ドゥースラー,カフェバー,DUBSTEP ･ Jungle ･ Dub ･ Bass ･ Reggae,03-3356-5674,-,,席数は30席。イベント時収容人数はMAX80人,"2,500円",https://www.tokyo-club.net/duusraa/
,新宿区,新宿２丁目,-,新宿区新宿2-12-1ガーネットビル1f,35.6902607,139.7079608,ALAMAS CAFE,カフェ ･ バー,Crossover ･ Techno ･ House ･ Disco ･ Dance ･ POPs ･ Others,03-6914-9215,-,,2000円,2008年7月,https://www.tokyo-club.net/alamas-cafe/
,新宿区,高田馬場１丁目,-,新宿区高田馬場1-17-16スタープラザb1f,35.7119504,139.7071928,DJ Bar SIGNAL,DJバー,HipHop ･ Old school ･ Reggae ･ Allmix,Closed,-,,50人,"2,000円",https://www.tokyo-club.net/dj-bar-signal/
,新宿区,上落合３丁目,-,新宿区上落合3-9-10三笠ビルb1f,35.7108616,139.6839179,soup,CLUB,Others,03-6909-3000,-,,100人,,https://www.tokyo-club.net/soup/
,新宿区,新宿２丁目,-,新宿区新宿2-16-8新宿北斗ビルb1f,35.6915228,139.7086085,NeoMasquerade,DJBAR ･ CLUB,Allmix ･ House ･ Soul ･ Disco ･ Rock ･ Funk ･ Dance ･ R&B,03-6384-1844,-,,100人,"3,200円",https://www.tokyo-club.net/neomasquerade/
,新宿区,新宿２丁目,-,新宿区新宿2-12-16セントフォービル1f,35.6904666,139.707871,AISOTOPE LOUNGE,ラウンジ,Allmix ･ Disco ･ HipHop ･ House ･ POPs ･ Others,03-6380-1504,-,,3000円,2012年4月6日,https://www.tokyo-club.net/aisotope-lounge/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-7-1j2ビルb1/b2f,35.6942082,139.702788,CASABLANCA,Club&Bar,HipHop ･ R&B ･ Allmix ･ Trance ･ House ･ POPs,03-6457-6501,-,,200人前後,3300円,https://www.tokyo-club.net/casablanca/
,新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-17-5和田久ビル2f,35.6942153,139.7012987,OTO,クラブ ･ ライブハウス,R&B ･ Allmix ･ Electronic ･ Disco,渋谷へ移転,-,,3000円,-,https://www.tokyo-club.net/oto/
,新宿区,新宿２丁目,-,新宿区新宿2-11-2カーサヴェルデb1f,35.690086,139.7077713,ArcH,CLUB,Techno ･ House ･ POPs ･ Live,Closed ※2017年2月に閉店,-,,,-,https://www.tokyo-club.net/arch/
