0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,港区,白金３丁目,-,港区白金3-14-1,35.6453454,139.7283008,炭焼 金竜山,焼肉,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten, 2020/hyakumeiten, 2019/hyakumeiten, 2018/hyakumeiten",4.34,1084,-,-,https://tabelog.com/tokyo/A1316/A131602/13001625/
,港区,麻布十番２丁目,-,港区麻布十番2-8-6,35.6555762,139.7346486,たきや,天ぷら,GOLD,"2026/gold, 2025/silver, 2024/gold, 2023/silver, 2022/gold, 2021/silver, 2020/silver, 2018/-, 2025/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten",4.52,391,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1307/A130702/13185763/
,港区,西麻布１丁目,-,港区西麻布1-11-10,35.6603351,139.7242702,Takumi,フレンチ、イノベーティブ,BRONZE,"2026/bronze, 2020/bronze, 2019/bronze, 2018/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.89,602,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1307/A130701/13204624/
,港区,南青山２丁目,-,港区南青山2-2-15,35.6714018,139.7238823,匠 進吾,寿司,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.22,325,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1306/A130603/13155925/
,港区,東麻布３丁目,-,港区東麻布3-7-5,35.6562703,139.7385296,中国飯店 富麗華,中華料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/bronze, 2021/silver, 2020/silver, 2019/silver, 2024/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.28,2494,"￥15,000～￥19,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1307/A130702/13004967/
,港区,元麻布３丁目,-,港区元麻布3-2-3,35.657563,139.7276683,對馬,中華料理、創作料理,BRONZE,"2026/bronze, 2025/bronze, 2024/hyakumeiten, 2023/hyakumeiten",4.14,296,"￥60,000～￥79,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1307/A130701/13245835/
,港区,南青山２丁目,-,港区南青山2-27-28,35.6697281,139.7168511,tens.,イタリアン,BRONZE,"2026/bronze, 2025/hyakumeiten",4.19,134,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1306/A130603/13301005/
,港区,六本木４丁目,六本木,港区六本木4-4-2,35.6651016,139.7323277,隼,中華料理、イノベーティブ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/bronze, 2022/bronze, 2024/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.42,491,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1307/A130701/13225413/
,港区,新橋６丁目,虎ノ門広域,港区新橋6-13-3,35.6619119,139.7540636,冨所,寿司,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",3.92,602,"￥30,000～￥39,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1314/A131401/13223846/
,港区,虎ノ門１丁目,虎ノ門,港区虎ノ門1-11-14,35.6688874,139.750125,と村,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/silver, 2019/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.89,183,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1308/A130802/13005027/
,港区,南麻布１丁目,-,港区南麻布1-27-7,35.6499925,139.7331743,鳥匠いし井ひな,焼き鳥、鳥料理,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2024/hyakumeiten, 2023/hyakumeiten, 2022/hyakumeiten",4.09,562,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1307/A130702/13271040/
,港区,-,-,港区,-,-,トレイス,イノベーティブ、フレンチ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2025/hyakumeiten",4.56,259,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1307/A130703/13246316/
,港区,南青山２丁目,-,港区南青山2-6-15,35.6715648,139.7218885,NARISAWA,イノベーティブ,SILVER,"2026/silver, 2025/silver, 2024/silver, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/bronze, 2025/hyakumeiten",4.24,743,"￥80,000～￥99,999","￥80,000～￥99,999",https://tabelog.com/tokyo/A1306/A130603/13005423/
,港区,西麻布２丁目,-,港区西麻布2-24-14,35.6602626,139.7223248,肉割烹 上,牛料理、日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze",4.25,604,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1307/A130701/13209614/
,港区,三田２丁目,-,港区三田2-17-29,35.6474366,139.7401592,日本料理 晴山,日本料理,SILVER,"2026/silver, 2025/gold, 2024/gold, 2023/gold, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.50,1128,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1314/A131402/13127807/
,港区,北青山３丁目,-,港区北青山3-13-1,35.6640889,139.7094477,日本料理 太月,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.11,602,"￥40,000～￥49,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1306/A130602/13160021/
,港区,南青山４丁目,-,港区南青山4-11-2,35.6660359,139.7181042,伯雲,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.22,207,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1306/A130603/13255456/
,港区,南麻布４丁目,-,港区南麻布4-5-66,35.6511293,139.7237414,長谷川 稔,イノベーティブ,SILVER,"2026/silver, 2025/silver, 2024/bronze, 2023/silver, 2022/silver, 2021/silver, 2020/silver, 2019/silver, 2025/hyakumeiten",4.22,260,"￥50,000～￥59,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1307/A130703/13220575/
,港区,東麻布１丁目,-,港区東麻布1-7-9,35.6573486,139.7434681,東麻布 天本,寿司,GOLD,"2026/gold, 2025/gold, 2024/gold, 2023/gold, 2022/gold, 2021/gold, 2020/gold, 2019/gold, 2025/hyakumeiten, 2022/hyakumeiten, 2021/hyakumeiten",4.63,627,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1314/A131401/13196420/
,港区,新橋３丁目,虎ノ門広域,港区新橋3-6-13,35.6661736,139.7552532,ひろ作,日本料理,BRONZE,"2026/bronze, 2025/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2018/-, 2017/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",3.89,374,"￥50,000～￥59,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1301/A130103/13015266/
,港区,六本木７丁目,六本木,港区六本木7-3-21,35.66537,139.727931,美会,イノベーティブ、日本料理、タイ料理,SILVER,"2026/silver, 2025/silver, 2024/silver, 2025/hyakumeiten",4.36,447,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1307/A130701/13270211/
,港区,虎ノ門５丁目,虎ノ門,港区虎ノ門5-10-7,35.6616663,139.743009,Florilege,フレンチ,BRONZE,"2026/bronze, 2025/hyakumeiten",4.19,302,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1307/A130704/13289651/
,港区,南青山６丁目,-,港区南青山6-4-6,35.6612852,139.7167182,プリズマ,イタリアン,SILVER,"2026/silver, 2025/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2018/-, 2017/-, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.31,221,-,-,https://tabelog.com/tokyo/A1306/A130602/13123890/
,港区,赤坂３丁目,赤坂,港区赤坂3-9-2,35.6772902,139.7362154,薪鳥新神戸,焼き鳥、鳥料理,SILVER,"2026/silver, 2025/silver, 2025/hyakumeiten, 2024/hyakumeiten",4.45,629,-,-,https://tabelog.com/tokyo/A1308/A130801/13291292/
,港区,赤坂１丁目,虎ノ門,港区赤坂1-11-6,35.6674621,139.7423903,松川,日本料理,GOLD,"2026/gold, 2025/gold, 2024/gold, 2023/gold, 2022/gold, 2021/gold, 2020/gold, 2019/gold, 2025/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.62,538,"￥80,000～￥99,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1307/A130701/13124391/
,港区,南青山２丁目,-,港区南青山2-27-16,35.66858819999999,139.7169946,malca,イタリアン,BRONZE,"2026/bronze, 2025/bronze, 2025/hyakumeiten, 2023/hyakumeiten",4.29,444,"￥20,000～￥29,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1306/A130603/13277748/
