指標名,コワーキング施設,,,,,,,,
出典,コワーキングスペース検索,,,,,,,,
年次,2023/12/12取得,,,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,,,
備考,2020：346件、2021：369件、2022：406件、2023：403件,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,座席数,法人登記,URL
中央区,新川１丁目,-,東京都中央区新川1-3-7　ストークマンション新川301,35.678479,139.782042,女性専用の会員制コワーキングスペース「Bright One」,-,-,https://coworking-search.jp/space/1782/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-1 Creative Hub 131  6階,35.690478,139.780532,コワーキングスペース「Community Dimension」,-,可能,https://coworking-search.jp/space/1609/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-14　日本橋KNビル 4F,35.680423,139.771451,ウィズスクエア日本橋店,-,可能,https://coworking-search.jp/space/396/
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-2-12　WARMLIGHTビル3階,35.685049,139.780798,ShareOffice assets 日本橋,-,可能,https://coworking-search.jp/space/1171/
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-2-6　日本橋大栄ビル7階,35.684573,139.773974,サーブコープ 日本橋大栄ビル,-,可能,https://coworking-search.jp/space/2629/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-4-10　第一幸田ビル 5F,35.678252,139.769301,ウィズスクエア八重洲店,70席,可能,https://coworking-search.jp/space/397/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-9 八重洲アメレックスビル 3階,35.681759,139.771338,HUB cafe,-,-,https://coworking-search.jp/space/1624/
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-8-13　日本橋滄浪閣ビル 2階Rフロア,35.685185,139.778008,立志オフィス日本橋,最大37席,可能,https://coworking-search.jp/space/2587/
中央区,銀座６丁目,-,"東京都中央区銀座6-13-16　銀座ウォールビル パセラリゾーツ銀座店 B2,B3F",35.669258,139.765121,おしごとパセラ 銀座店,20席,-,https://coworking-search.jp/space/2204/
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-6-8,35.6869,139.781479,グリーンオフィス人形町,-,可能,https://coworking-search.jp/space/665/
中央区,新川１丁目,-,東京都中央区新川1-3-4　PAビル5F,35.678638,139.782082,コワーキングスペース 茅場町 Co-Edo®,-,可能,https://coworking-search.jp/space/1852/
中央区,新川２丁目,-,東京都中央区新川2-21-10　リードシー八丁堀ビル2F/3F,35.67342,139.7822,BIZcomfort 日本橋新川,47席,可能,https://coworking-search.jp/space/1893/
中央区,日本橋小網町,-,東京都 中央区日本橋小網町11-9　ザ・パークレックス小網町第2ビル5階,35.682595,139.781124,flat5,全8席,可能,https://coworking-search.jp/space/1780/
中央区,新川１丁目,-,東京都中央区新川1-6-12　AIビル茅場町2〜5F,35.677174,139.781052,日本橋茅場町ビジネスセンター,-,可能,https://coworking-search.jp/space/179/
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-17-9 日本橋イヅミビル5F,35.678513,139.780604,勉強カフェ　日本橋茅場町スタジオ,-,-,https://coworking-search.jp/space/1586/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-24-4 井川ビル2F,35.681575,139.784055,ソーシャルビジネスラボ,-,可能,https://coworking-search.jp/space/1098/
中央区,銀座３丁目,-,東京都中央区銀座3-14-13　第一厚生館ビル5F,35.669922,139.769179,銀座ビジネスセンター,-,可能,https://coworking-search.jp/space/178/
中央区,日本橋小網町,-,東京都中央区日本橋小網町8-2　BIZMARKS 日本橋茅場町,35.682106,139.780488,BIZMARKS 日本橋茅場町,-,可能,https://coworking-search.jp/space/818/
中央区,日本橋兜町,-,東京都中央区日本橋兜町7-1　KABUTO ONE3階,35.683497,139.778538,Book Lounge Kable,80席,-,https://coworking-search.jp/space/2735/
中央区,築地１丁目,-,"東京都中央区築地1-7-10　2F, 3F, 4F",35.669545,139.770585,TIMBER's DESK 銀座,-,可能,https://coworking-search.jp/space/814/
中央区,八丁堀４丁目,-,東京都中央区八丁堀4−9−4,35.674335,139.77743,FROM ONE SPORTS BASE,-,-,https://coworking-search.jp/space/1781/
中央区,銀座６丁目,-,東京都中央区銀座6丁目13-5 三愛・星名ビル2階,35.669055,139.765134,いいオフィス 銀座 by MeRISE,約20席,-,https://coworking-search.jp/space/1876/
中央区,日本橋蛎殻町１丁目,-,"東京都中央区日本橋蛎殻町1-28-4　 岩崎ビル2F,4F,5F",35.68285,139.782994,いいオフィス 日本橋 by FUKUMITOYA,50席,可能,https://coworking-search.jp/space/1878/
中央区,日本橋本町３丁目,日八京,東京中央区日本橋本町3-3-6　ワカ末ビル7F,35.688749,139.774234,サーブコープ 日本橋ワカ末ビル,-,可能,https://coworking-search.jp/space/2635/
中央区,日本橋大伝馬町,-,"東京都中央区日本橋大伝馬町13-7　日本橋大富ビル2,3F",35.690922,139.781044,日本橋BC　ノースポイント,-,可能,https://coworking-search.jp/space/176/
中央区,銀座５丁目,-,東京都中央区銀座6-4-8 曽根ビルB1F,35.67161,139.76299,コワーク大内,-,可能,https://coworking-search.jp/space/1626/
中央区,銀座３丁目,-,東京都中央区銀座3丁目7-6 Circles銀座2F,35.671996,139.767384,Think Lab銀座店,17席,-,https://coworking-search.jp/space/2313/
中央区,築地３丁目,-,東京都中央区築地3-7-1　TSUKIJI GRANDE 2F,35.667953,139.773635,DMZ WORK 築地,-,可能,https://coworking-search.jp/space/2100/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-1-3　アーバンネット日本橋二丁目ビル,35.682604,139.772596,EXPERT OFFICE 東京,-,可能,https://coworking-search.jp/space/590/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-8-17 新槇町ビル6F,35.680872,139.769722,ビジネストランスファー 八重洲,-,可能,https://coworking-search.jp/space/511/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-9　八重洲アメレックスビル 2F・3F,35.681763,139.771352,東京VIPラウンジ,-,-,https://coworking-search.jp/space/1816/
中央区,入船１丁目,-,東京都中央区入船一丁目1番24号 ドルフィンkoto入船ビル 6 / 7F,35.673445,139.777089,はぐみっく子連れコワーキングスペース,フリーデスク：55席,-,https://coworking-search.jp/space/1623/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-6-7 日本橋関谷ビル6F,35.68265,139.775374,シェアル,-,可能,https://coworking-search.jp/space/784/
中央区,日本橋兜町,-,東京都中央区日本橋兜町18-5　日本橋兜町ビル 2F,35.678912,139.775691,日本橋ビジネスセンター,-,可能,https://coworking-search.jp/space/180/
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-5-8 東京証券会館1階,35.68061,139.779346,CAFE SALVADOR BUSINESS SALON,-,-,https://coworking-search.jp/space/1743/
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町4-10　京成日本橋富沢町ビル3階,35.688017,139.783061,BIZcomfort 日本橋人形町,30席,可能,https://coworking-search.jp/space/1903/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-4-16　東京建物八重洲ビル3階,35.682367,139.771198,#NAME?,-,可能,https://coworking-search.jp/space/909/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-8-6　太陽生命ひまわり日本橋ビル 6F,35.681414,139.775132,NewWork 日本橋,60席,-,https://coworking-search.jp/space/2152/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-13-1　ユニゾ蛎殻町北島ビル B1F-A,35.683738,139.782002,THE HUB 日本橋人形町,-,可能,https://coworking-search.jp/space/182/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-1-1　ヤンマー東京ビル 12階,35.679817,139.769401,サーブコープ YANMAR TOKYO,-,可能,https://coworking-search.jp/space/2630/
中央区,銀座６丁目,-,東京都中央区銀座6-14-8　銀座石井ビル4～7F,35.668438,139.765266,THE OFFICE 銀座,-,可能,https://coworking-search.jp/space/175/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-4-1  日本橋一丁目三井ビルディング5階（COREDO日本橋）,35.682599,139.774566,WASEDA NEO,-,-,https://coworking-search.jp/space/1622/
中央区,銀座６丁目,-,"東京都中央区銀座六丁目13番9号 GIRAC GINZA 8,9F",35.66864,139.76463,bizcube 銀座,48席,可能,https://coworking-search.jp/space/341/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目8-7　福岡ビル4F,35.676586,139.767964,DIAGONAL RUN TOKYO,-,-,https://coworking-search.jp/space/1214/
千代田区,二番町,-,東京都千代田区二番町9-3THE BASE 麹町,35.686154,139.736463,THE HUB 麹町,14席,可能,https://coworking-search.jp/space/2615/
千代田区,神田岩本町,-,東京都千代田区神田岩本町15-1　CYK神田岩本町B1F,35.696661,139.774829,BIZcomfort 秋葉原,23席,可能,https://coworking-search.jp/space/2617/
千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1　飯野ビルディング9階,35.670921,139.75267,クロスオフィス日比谷,約80席,可能,https://coworking-search.jp/space/2133/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2 グラントウキョウサウスタワー11階,35.678741,139.767355,JustCoグラントウキョウサウスタワー,ホットデスク約40席（変動する場合がございます。）,可能,https://coworking-search.jp/space/2571/
千代田区,内神田３丁目,-,東京都千代田区内神田3-12-4　第一岸ビル 4-5F,35.691251,139.770025,THE HUB 神田西口,10席,可能,https://coworking-search.jp/space/2312/
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-6-1 宝ビル8F,35.69525,139.766308,イノバゼスト 神田,-,可能,https://coworking-search.jp/space/1630/
千代田区,九段南２丁目,-,東京都千代田区九段南2-4-11,35.693399,139.744249,HIVE TOKYO,8席,可能,https://coworking-search.jp/space/546/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1　国際ビル B1F,35.676715,139.761215,いいオフィス丸の内 by タニタ食堂,33席,-,https://coworking-search.jp/space/2616/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-2 新丸の内センタービル 21階,35.684176,139.766406,エグゼクティブセンター 新丸の内センタービル,-,可能,https://coworking-search.jp/space/105/
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-14　第2東ビル303,35.697792,139.774374,秋葉原コワーキングスペース「Rampart」,-,可能,https://coworking-search.jp/space/1400/
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-6-5 木所ビル 3階,35.696128,139.778011,GARAGE AKIHABARA,-,可能,https://coworking-search.jp/space/1495/
千代田区,外神田４丁目,-,東京都千代田区外神田4-7-3　田中ビル 1階,35.702599,139.772057,Working Studio 秋葉原,Sルーム×2部屋、Mルーム×3部屋、マルチルーム×1部席,-,https://coworking-search.jp/space/2558/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-6-3　日比谷頴川エイセンビル 6F〜11F,35.673898,139.760676,Vision Works 有楽町,-,可能,https://coworking-search.jp/space/1328/
千代田区,一番町,-,東京都千代田区一番町6　相模屋本社ビル7F,35.687589,139.741854,一番町インキュベーションセンター,-,可能,https://coworking-search.jp/space/1527/
千代田区,外神田２丁目,-,東京都千代田区外神田1丁目13-2　うすやビル 1F,35.699344,139.768019,カラオケパセラ 秋葉原電気街店,40席,-,https://coworking-search.jp/space/2238/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3-11-13　飯田橋i-MARK ANNEX 9F,35.702747,139.748239,NewWork 飯田橋,28席,-,https://coworking-search.jp/space/2158/
新宿区,袋町,-,東京都新宿区袋町5番地1 FARO神楽坂,35.701264,139.738243,FARO神楽坂,フリーアドレス（共有席）：10席　プライベートデスク（,可能,https://coworking-search.jp/space/1863/
千代田区,東神田１丁目,-,"東京都千代田区東神田1-15-9　2F,3F",35.694935,139.782685,クロックカフェ,-,-,https://coworking-search.jp/space/1773/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２－２－２,35.691342,139.77154,ビジョンオフィス神田,-,可能,https://coworking-search.jp/space/331/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-41,35.694719,139.761043,サービスオフィス神保町,55席,可能,https://coworking-search.jp/space/2710/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-5-1　丸の内二丁目ビル 4F,35.680003,139.763182,point 0 marunouchi,260席,可能,https://coworking-search.jp/space/2360/
千代田区,内神田１丁目,-,東京都千代田区内神田1-15-10,35.692179,139.765629,the C,50席,可能,https://coworking-search.jp/space/711/
千代田区,麹町２丁目,-,東京都千代田区麹町2丁目10-3　エキスパートオフィス麹町,35.68507,139.740443,EXPERT OFFICE 麹町,-,可能,https://coworking-search.jp/space/591/
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-17-1 神田髙木ビル7階,35.691102,139.763787,BIRTH 神田,フリーワーキングスペース：16席　個室：4部屋,可能,https://coworking-search.jp/space/1946/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-7-1,35.692274,139.771765,ビジョンオフィス神田ＡＮＮＥＸ,-,可能,https://coworking-search.jp/space/332/
千代田区,神田多町２丁目,-,東京都千代田区神田多町2-11 カツミビル601,35.694524,139.768822,ソフトオフィス神田,-,可能,https://coworking-search.jp/space/404/
千代田区,外神田１丁目,-,東京都千代田区外神田1-16-10　ニュー秋葉原センター32号,35.697443,139.772667,プログラマー自習室&コワーキングスペース『ギークライブラリー』,外部モニター2枚席：4席　外部モニター1枚席：13席,-,https://coworking-search.jp/space/2251/
千代田区,平河町１丁目,-,"東京都千代田区平河町一丁目3番6号　BIZMARKS 麹町 2,3,5,6F",35.682862,139.739746,BIZMARKS 麹町,-,可能,https://coworking-search.jp/space/1864/
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-3-1　神田ビジネスセンター,35.691604,139.775199,神田ビジネスセンター,2席（WEB予約制）,可能,https://coworking-search.jp/space/173/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-4-11　フレンドビル3F,35.672126,139.742171,KIC,43席,可能,https://coworking-search.jp/space/2583/
千代田区,神田練塀町,-,東京都千代田区神田練塀町3　富士ソフト秋葉原ビル 12F,35.700306,139.774074,DMM.make AKIBA,110席,可能,https://coworking-search.jp/space/2497/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-16-5　ヒューリック神田ビル 1F,35.695202,139.770524,アクセア 神田店,ソファ：20席　コックピット：8席,-,https://coworking-search.jp/space/1952/
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町3-1-3　一輝ビル 3F,35.699121,139.753009,シェアオフィスMIXER 神保町・水道橋,24席,可能,https://coworking-search.jp/space/639/
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-3　東京ガーデンテラス17F,35.679993,139.737936,オープンコラボレーションスペース「LODGE」永田町,-,-,https://coworking-search.jp/space/1332/
千代田区,丸の内１丁目,大丸有,東京千代田区丸の内1-8-3　丸の内トラストタワー本館20F,35.68238,139.769441,サーブコープ 丸の内トラストタワー,-,可能,https://coworking-search.jp/space/2631/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-4-6 SJビル2F,35.70066,139.746389,勉強カフェ　飯田橋スタジオ,-,-,https://coworking-search.jp/space/1579/
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-8-3　小川町北ビルB1F、3F〜5F、7F,35.695049,139.765747,THE OFFICE 神田,-,可能,https://coworking-search.jp/space/172/
千代田区,平河町２丁目,-,東京都千代田区平河町2-5-3 Nagatacho GRID 5F,35.679827,139.739605,みどり荘　永田町,-,-,https://coworking-search.jp/space/1169/
千代田区,外神田５丁目,-,東京都千代田区外神田5-1-10 千住ビル1F/2F,35.703445,139.772377,1/3rd Life（ワンサードライフ）,50席,可能,https://coworking-search.jp/space/2148/
千代田区,神田小川町２丁目,-,東京都千代田区神田小川町2-1　檜ビル3F,35.694015,139.764869,シェアオフィスKOTO-BA,-,可能,https://coworking-search.jp/space/707/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-4-6　クロサワビル6F,35.696194,139.759837,コワーキングスペース『BasisPoint 神保町』,-,-,https://coworking-search.jp/space/1420/
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2-19-23　野村第3ビル4階,35.69655,139.771821,コワーキングスペース 秋葉原 Weeyble,-,-,https://coworking-search.jp/space/1631/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-8-13　山商ビル5F,35.701124,139.746382,ジェネラボ 飯田橋,-,-,https://coworking-search.jp/space/1302/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-12-3　安富ビル,35.696576,139.756899,EDITORY 神保町,-,可能,https://coworking-search.jp/space/1129/
千代田区,神田多町２丁目,-,東京都千代田区神田多町2-1　神田東山ビル7F/8F,35.692978,139.769547,BIZcomfort Connect-Lounge神田,78席,可能,https://coworking-search.jp/space/1894/
千代田区,東神田３丁目,-,東京都千代田区東神田3-4-12　Green&Archビル,35.697387,139.781603,Funshareシェアオフィス・コワーキングスペース,20席,-,https://coworking-search.jp/space/2361/
千代田区,九段南１丁目,-,東京都千代田区九段南1-5-6　りそな九段ビル5F KSフロア,35.695082,139.751761,ナレッジソサエティ,-,可能,https://coworking-search.jp/space/344/
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-4-1　日土地ビル2階,35.670806,139.750594,SENQ 霞が関,-,可能,https://coworking-search.jp/space/957/
千代田区,神田佐久間河岸,-,東京都千代田区神田佐久間河岸78-3 柴田ビル3階,35.697074,139.778048,アイラボ・シェアオフィス 秋葉原,6席,-,https://coworking-search.jp/space/1535/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1　山王パークタワー 3階,35.673148,139.740694,エグゼクティブセンター 山王パークタワー,-,可能,https://coworking-search.jp/space/158/
千代田区,丸の内２丁目,大丸有,東京千代田区丸の内2-3-2　郵船ビルディング1F,35.681556,139.762732,サーブコープ 丸の内郵船ビルディング,-,可能,https://coworking-search.jp/space/2632/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1,35.67489,139.764331,goodoffice 東京有楽町,-,可能,https://coworking-search.jp/space/1845/
千代田区,神田三崎町２丁目,-,"東京都千代田区神田三崎町2-12-9　B1,2F,3F,4F,5F",35.70101,139.753702,東京レンタル自習室 水道橋,-,-,https://coworking-search.jp/space/1613/
千代田区,外神田６丁目,-,東京都千代田区外神田6-14-1 日興ビル2F,35.703189,139.771268,勉強カフェ　秋葉原スタジオ,-,-,https://coworking-search.jp/space/1578/
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-2-13 渡東ビルディング3F,35.691713,139.776351,シェアル岩本町,-,可能,https://coworking-search.jp/space/2000/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-1　丸の内トラストタワーN館 11F,35.929536,139.612434,NewWork 東京,95席,-,https://coworking-search.jp/space/2676/
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-11-1 安田神保町マンション,35.695375,139.754487,BIZcomfort 神保町,29席,可能,https://coworking-search.jp/space/1882/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-4　丸の内オアゾ 3階,35.683602,139.766406,Personal Lounge 丸善の三階,48席,-,https://coworking-search.jp/space/2752/
千代田区,丸の内３丁目,大丸有,東京千代田区丸の内3-2-3　丸の内二重橋ビルディング2F、3F,35.677699,139.761735,サーブコープ 丸の内二重橋ビルディング,-,可能,https://coworking-search.jp/space/2633/
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-12,35.701233,139.741548,TOKI CAFE,104席,-,https://coworking-search.jp/space/2137/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-12-1　新有楽町ビル11階,35.67556,139.762093,PORTAL POINT YURAKUCHO,-,可能,https://coworking-search.jp/space/1977/
千代田区,大手町１丁目,大丸有,東京千代田区大手町 1-7-2　東京サンケイビル27F,35.687098,139.764569,サーブコープ 大手町東京サンケイビル,-,可能,https://coworking-search.jp/space/2634/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-2-7　淡路町駅前ビル3階,35.695245,139.76775,プレミアムオフィス神田,コワーキングスペース：6席　個室：22部屋,可能,https://coworking-search.jp/space/389/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-20-6　恒倉ビル B1,35.697373,139.756243,いいオフィス神保町 by TUNEKURA,35席,可能,https://coworking-search.jp/space/2470/
千代田区,外神田１丁目,-,東京都千代田区外神田1-1-10,35.697757,139.770374,パセラリゾーツAKIBAマルチエンターテインメント,完全個室40部屋席,-,https://coworking-search.jp/space/2262/
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6−８ 文悠ビルB1,35.702897,139.737331,BOOK&OFFICE 文悠,4席,可能,https://coworking-search.jp/space/1989/
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町3-28　星野ビル 5F,35.698574,139.778567,STEPレンタルオフィス,フリースペース：4席,可能,https://coworking-search.jp/space/2685/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1　東京交通会館ビル6階,35.67489,139.764331,LEAGUE有楽町,-,可能,https://coworking-search.jp/space/717/
千代田区,神田松永町,-,東京都千代田区神田松永町13,35.699742,139.775198,NUWORKS TOKYO,30席～,可能,https://coworking-search.jp/space/2331/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-13-1　オカムラ赤坂ビル 9F,35.674799,139.738719,NewWork 赤坂見附,57席,-,https://coworking-search.jp/space/2157/
千代田区,麹町２丁目,-,東京都千代田区麹町2-2-4 麹町セントラルビル4F,35.684511,139.740939,CーWORK 半蔵門,-,-,https://coworking-search.jp/space/1451/
千代田区,神田神保町２丁目,-,"東京都千代田区神田神保町2丁目3-1　神保町ブックセンター 1F,3F",35.695749,139.757555,LEAGUE神保町,-,可能,https://coworking-search.jp/space/1522/
千代田区,神田神保町２丁目,-,"東京都千代田区神田神保町2-2　B1,3F",35.69625,139.757242,東京レンタル自習室 神保町,-,-,https://coworking-search.jp/space/1612/
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-8-8　中和秋葉原ビル,35.696402,139.777302,BIZcomfort 秋葉原岩本町,33席,可能,https://coworking-search.jp/space/1900/
千代田区,神田司町２丁目,-,東京都千代田区神田司町2-13,35.694099,139.767266,ワイムビジネスプラザ神田,-,可能,https://coworking-search.jp/space/446/
千代田区,一番町,-,東京都千代田区一番町10-8　一番町ウェストビル5階,35.686839,139.740021,パズル一番町,-,可能,https://coworking-search.jp/space/452/
千代田区,神田錦町２丁目,-,東京都千代田区神田錦町2-4 ダヴィンチ小川町 3F,35.693847,139.763655,FUSION_N,-,可能,https://coworking-search.jp/space/1531/
千代田区,内幸町１丁目,-,東京都千代田区内幸町1丁目3-1　幸ビルディング,35.669827,139.756024,EXPERT OFFICE GRAND新橋／内幸町,-,可能,https://coworking-search.jp/space/592/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛治町2-12-12　2階,35.692905,139.77156,KANDA LOUNGE,-,-,https://coworking-search.jp/space/1084/
新宿区,新宿２丁目,-,東京都新宿区新宿2丁目12番13号 新宿アントレサロンビル,35.69063,139.707991,新宿アントレサロン,50席,可能,https://coworking-search.jp/space/2548/
新宿区,新宿４丁目,-,東京都新宿区新宿4-1-6 JR新宿ミライナタワー18F,35.688582,139.702645,JustCo新宿ミライナタワー,ホットデスク約40席（変動する場合がございます。）,可能,https://coworking-search.jp/space/2532/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-1-12,35.694721,139.698993,クロスオフィス新宿,約30席,可能,https://coworking-search.jp/space/2279/
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-2-9新宿ワシントンホテルビル本館 2F,35.687085,139.692875,THE HUB 新宿ワシントン,33席,可能,https://coworking-search.jp/space/2604/
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目1-24　京王新宿三丁目ビル 1F,35.6902,139.705378,HAKADORU 新宿三丁目店,コワーキングスペース：35席　半個室：4席　個室：2席,-,https://coworking-search.jp/space/2237/
新宿区,四谷１丁目,-,東京都新宿区四谷1-9 天龍ビル 6階,35.68601,139.728264,フレンドリンクメンバーズオフィス,-,-,https://coworking-search.jp/space/1611/
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1　新宿アイランドタワー20F,35.693132,139.693142,モバフ新宿アイランド,-,可能,https://coworking-search.jp/space/1574/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-2-5　TH西新宿ビル 5階／6階,35.695287,139.698715,知恵の場オフィス 本館,52席,可能,https://coworking-search.jp/space/1856/
