指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2024/01/31取得,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,(2021年度：343件、2022年度：344件、2023年度：514件),,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
港区,六本木７丁目,六本木,東京都港区六本木7-13-7 2F,35.6639972,139.7305357,VILLA TOKYO,CLUB,Allmix ･ EDM ･ House ･ etc.,03-5413-8077,21:00-05:00 変動の可能性あり,,"400名程
地下: 立200人+固定100席 / 約400平米
ラウンジ(1階): 80平米","エントランスフィーの目安
男性 3500円 / 女性 無料 (クーポン割有)
変更の場合有、事前に確認下さい",https://www.tokyo-club.net/villa-tokyo/
渋谷区,円山町１丁目,-,東京都渋谷区円山町1-3 猪鼻ビルB1F,35.6595958,139.6953996,nob,バー ･ 貸切,Live ･ Others,03-3464-9593,"18:00～
※イベント時は要確認",祝日,約50人,"3,000円",https://www.tokyo-club.net/nob-shibuya/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-6-7 SUSAビル5F,35.6577338,139.6991108,Bar Music,カフェ ･ バー,Jazz ･ BlackMusic ･ Soul ･ Folk ･ Acoustic ･ Live ･ etc.,03-6416-3307,18:00～ / 日 15:00～,不定休,12席 / 立20名～,"2,000円",https://www.tokyo-club.net/bar-music-shibuya/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-25-6 渋谷パークサイド共同ビル9F,35.659687,139.7014882,DJ Bar&Lounge WREP,DJバー,HipHop,03-3409-6580,20:00-05:00 (月～土),(日曜日は休みとなる場合がある),"2,000円～
ドリンク 700円～1,000円
ソフトドリンク 500円～","1,000円/1D
年末等の特別日は変わる可能性あり",https://www.tokyo-club.net/wrep/
港区,六本木５丁目,六本木,東京都港区六本木5-10-25 R棟,35.6601497,139.7327907,1OAK Tokyo,CLUB,HipHop･ R&B･ Electro･ Moombahton･ etc.,Closed,"23:00-05:00
事情により変更となる場合あり、事前に要確認",日 ･ 月,1000人 / 席数180,"一般: 5,000円～
1階VIP席: 15万円～
2階VIPルーム: 40万円～ ※全て目安",https://www.tokyo-club.net/1oak-tokyo/
中央区,銀座４丁目,-,東京都中央区銀座4-2-17 銀座111レジャービル B1F-1F,35.6729193,139.764083,LAPIS TOKYO,CLUB,Allmix ･ R&B ･ EDM ･ HipHop ･ etc.,Closed,"金･土･祝前日: 19:00-04:30
特別なイベント等の事情により変動の場合あり、予めご確認下さい",日～木,地階 300人 / 1階 50人,"5,000円",https://www.tokyo-club.net/lapis-tokyo/
港区,六本木５丁目,六本木,東京都港区六本木5-1-7 六本木ストリートビル 1F-2F,35.6625397,139.7332497,MEZZO TOKYO,ラウンジ ･ バー,House ･ EDM ･ Allmix ･ etc.,03-6438-9711,18:00～,日 ･ 祝,100人 (1階60 ･ 2階40),"2,000円～",https://www.tokyo-club.net/mezzo/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-42-16 第二大滝ビルB1F,35.6979073,139.7017674,SAMURAI,ライブハウス,POPs ･ Rock ･ Others ･ Live ･ etc.,03-5287-3390,※スケジュールによる,,150人,,https://www.tokyo-club.net/samurai/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-17-9 SKプラザビルB1F,35.6570379,139.6970804,LAUREL TOKYO,CLUB,HipHop ･ R&B･ Reggae ･ etc.,03-6277-5503,"21:00-05:00
※イベントにより変動の可能性あり",日曜,300名,"3,500円",https://www.tokyo-club.net/laurel-tokyo/
渋谷区,宇田川町１３丁目,-,東京都渋谷区宇田川町13-8 ちとせ会館B1F,35.6611121,139.6985442,TK SHIBUYA,CLUB,EDM ･ Allmix ･ House ･ HipHop ･ Disco ･ BassMusic ･ etc.,03-5456-2400,,改装工事の為、店休中,1000人,"4,000円",https://www.tokyo-club.net/tk-shibuya/
渋谷区,桜丘町１７丁目,-,東京都渋谷区桜丘町17-10 吉野ビル3F,35.6562408,139.7010992,Bar star star,バー,Rock ･ Allmix ･ POPs ･ Live,03-6427-0186,19:00-03:00,無休,50人,1500円,https://www.tokyo-club.net/star-star/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-6-5 東静ビルB1F,35.6577479,139.6991906,Night Club TRUMP TOKYO,DJバー ･ ラウンジ,House ･ Disco ･ Soul ･ Techno ･ Electro ･ etc.,Closed,平日 20:00-04:00 / 週末 20:00-05:00,,約100人,"1000円～
ドリンク平均 700円程",https://www.tokyo-club.net/trump-tokyo/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道ビルB1F,35.6651715,139.7128739,VENT,CLUB,House ･ Techno ･ etc.,03-6804-6652,"23:00～
※イベントによって変動の可能性あり
金曜や土曜日、祝前日等の営業がメイン",,300人,3500円前後から,https://www.tokyo-club.net/vent/
中央区,銀座７丁目,-,東京都中央区銀座7-5-5 長谷第一ビルB1F,35.6700551,139.7614751,The Soul Garden,ミュージックバー,Soul ･ Funk ･ Disco ･ R&B ･ AOR,03-6280-6012,18:00-27:00,日 ･ 祝,40人,3500円,https://www.tokyo-club.net/soul-garden/
港区,六本木５丁目,六本木,東京都港区六本木5-2-4 第2鳥勝ビルB1F,35.6622183,139.7339681,GOLD LOUNGE New Lex,バー,Allmix ･ Others,Closed,20:00-05:00,無し,80人,2500円～,https://www.tokyo-club.net/gold-lounge/
港区,六本木７丁目,六本木,東京都港区六本木7-13-7,35.6639972,139.7305357,※未オープン,クラブ ･ ラウンジ,Others,,,,,-,https://www.tokyo-club.net/galaxie/
港区,六本木３丁目,六本木,東京都港区六本木3-8-15 六本木日拓ビル1F-3F,35.6633285,139.7341877,DiA tokyo,CLUB,Allmix ･ R&B ･ EDM ･ House ･ etc.,Closed,"22:00-05:00
変更となる場合もございます。事前にお確かめ下さい。",不定休,550人,"5,000円",https://www.tokyo-club.net/dia-tokyo/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-13-5 B1F,35.6583624,139.6957216,beat cafe,ミュージックバー,80s ･ Rock ･ POPs ･ All Genre ･ etc.,,20:00-05:00,不定休,,2006年6月,https://www.tokyo-club.net/beat-cafe/
渋谷区,宇田川町３３丁目,-,東京都渋谷区宇田川町33-10 J+Rビル Jside 3F,35.6610759,139.6968165,MILLIBAR,ミュージックバー,Reggae ･ Soul ･ Rock ･ POPs ･ etc.,03-5458-0989,"月-木･土 18:00-02:00
金 18:00-04:00",日 ･ 祝,18人前後,,https://www.tokyo-club.net/millibar/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-27-1 フィルドニアビルB1F,35.6951658,139.700692,Mandarino,バー,EDM ･ TOP40 ･ etc.,Closed,11:30-29:00 (DJタイムは24:00～),無休,100人,1000円,https://www.tokyo-club.net/mandarino/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道 B1F,35.6651715,139.7128739,WALL&WALL,イベントスペース,House ･ Techno ･ etc.,03-6438-9240,※イベントにより変動,,400人,,https://www.tokyo-club.net/wallwall/
中央区,銀座８丁目,-,東京都中央区銀座8-12-6 小野商ビルB1F,35.6673507,139.7629026,Las Risas,ラテンバー,Latin ･ Salsa,03-3541-3303,19:00-24:00,,1500円,2005年7月1日,https://www.tokyo-club.net/las-risas/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-45-4 代々木山陽ビルB2F,35.6822665,139.6982571,ANCE,イベントスペース,Others,Closed,,,レッスン 30人 / イベント 100人,,https://www.tokyo-club.net/ance/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-23-12 フォンティスビルB1F,35.6600683,139.6959378,DAIA,パーティースペース,Others,03-5489-3750,イベントによる,不定,200名 (立),,https://www.tokyo-club.net/daia/
新宿区,新宿２丁目,-,東京都新宿区新宿2-5-15,35.6892225,139.7072726,cafe&bar MAW,カフェバー,Allmix,Closed,11:30-23:00,月,50人,3000円,https://www.tokyo-club.net/cafebar-maw/
港区,六本木７丁目,六本木,東京都港区六本木7-14-10 山室ビル2F,35.6633422,139.7318528,GERONIMO SHOT BAR,Bar ･ Nightclub ･ Party,80s ･ TOP40 ･ Dance ･ Disco ･ HipHop ･ Allmix,03-3478-7449,18:00-05:00,無休,100人,2000円,https://www.tokyo-club.net/geronimo/
港区,六本木７丁目,六本木,東京都港区六本木7-10-3 小林ビルB1F,35.6645783,139.729079,VIVO BAR TOKYO,MUSIC BAR ･ LOUNGE ･ LIVE,80s ･ TOP40 ･ House ･ HipHop ･ Allmix,営業不明,11:30-05:00,無休,200人,3000円,https://www.tokyo-club.net/vivo-bar/
渋谷区,神田猿楽町２丁目,-,東京都渋谷区猿楽町2-11 氷川ビルB1-B2F,35.6533025,139.7045199,Sankeys TYO,CLUB,House ･ Techno ･ Electronic ･ etc.,Closed,※イベントにより異なる,,500人,,https://www.tokyo-club.net/sankeys/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-10-12 新大宗ビル4号館B2F,35.658535,139.6976154,Contact,CLUB,House ･ Techno ･ Electronic ･ DUB ･ etc.,Closed,22:00～ ※イベントにより異なる,(木曜が休みとなる場合がある ※要確認),600名,"3,500円",https://www.tokyo-club.net/con-tact/
港区,西麻布１丁目,-,東京都港区西麻布1-10-11 セソーラス西麻布 B1 / B2F,35.6610143,139.7241305,R TOKYO,エンターテイメントスペース,Allmix ･ EDM ･ HIPHOP ･ R&B ･ etc.,Closed,21:00～,平日 (金･土･祝前日のみ営業),500～800人,,https://www.tokyo-club.net/rtokyo/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-15-2 MTエステートビル4F,35.6559018,139.7055023,POINT･66,サウンドバー,Allmix,03-3498-6113,19:00-05:00,日 ･ 祝,40人,3000円,https://www.tokyo-club.net/point66/
港区,西麻布１丁目,-,東京都港区西麻布1-7-2,35.6608685,139.7262187,A-LIFE,CLUB,House ･ Allmix ･ R&B ･ EDM ･ Electro ･ etc.,Closed,21:00-05:00,日 ･ 祝,約900人,"7,000円",https://www.tokyo-club.net/alife/
港区,六本木５丁目,六本木,東京都港区六本木5-18-2 大昌第二ビルB1F,35.6611999,139.7372411,VARIT.,ライブハウス ･ クラブ,All Genre,Closed,スケジュールをご確認下さい,,150～160人前後,,https://www.tokyo-club.net/varit/
渋谷区,東３丁目,-,東京都渋谷区東3-14-19 オークヒルズ B1F,35.6513502,139.7095267,自由空間 CreAto,ライブホール,Others,03-6427-5273,ALL TIME,不定休,300人,,https://www.tokyo-club.net/creato/
新宿区,大久保２丁目,-,東京都新宿区大久保2-32-3 リスボンビルB1F,35.7014102,139.7027248,EARTHDOM,ライブハウス,Psychedelic ･ Others ･ Rock ･ punk ･ Hardcore ･ Live,03-3205-4469,開演時間により変動,,350人,,https://www.tokyo-club.net/earthdom/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-16-8 常磐ビル2F,35.6566374,139.6974916,はすとばら,ダイニングバー,Techno ･ House ･ etc.,Closed,"火-木 18:00-25:00
金･土 18:00-05:00 (CLUB営業 23:00～)
日 18:00-23:00
※変更の可能性があります。必ず事前にご確認下さい。",月,3000円前後,-,https://www.tokyo-club.net/hasutobara/
渋谷区,神南１丁目,-,東京都渋谷区神南1-15-8 引き出しのような家にB1F,35.663727,139.6993046,nagomix,イベントスペース,Others,03-6809-0833,"スケージュールによる
DJブース開放日あり (17:00-22:00)
貸切可能時間 10:00-23:00",,200人,,https://www.tokyo-club.net/nagomix/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-25-6 永和第6ビルB1F,35.6954744,139.7035625,club SCIENCE,ライブハウス,Rock ･ POPs ･ Live,03-6233-9006,,,300人,,https://www.tokyo-club.net/club-science/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-2 カイダ第3ジャストビルB1F,35.6963747,139.700451,Marble,ライブハウス,Rock ･ POPs ･ Live ･ Others,080-3714-7554,スケジュールにより変わる,,100人前後,,https://www.tokyo-club.net/marble-shinjuku/
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズウェストウォーク1F,35.6597643,139.7291335,TUSK,バー,Allmix,03-3478-9991,15:00-03:00 / 日･祝 15:00-23:00,不定休,80席,"1,000円～3,000円",https://www.tokyo-club.net/tusk-bar/
中央区,銀座７丁目,-,東京都中央区銀座7-8-13 ブラウンプレイス4F,35.6689218,139.7619535,GINZA MUSIC BAR,バー,Jazz ･ Disco ･ Soul ･ Minimal ･ NewWave ･ HipHop ･ Techno ･ Rock ･ 80s ･ 90s ･ Oldies ･ etc.,03-3572-3666,19:00-28:00,日 ･ 月,30名,"3,000円～",https://www.tokyo-club.net/ginza-music-bar/
中央区,銀座８丁目,-,東京都中央区銀座8-3-11 和恒ビルB1F,35.6690096,139.7591503,Standing Lounge 333 Ginza,スタンディングバー,Allmix,Closed,18:00-03:00,無休,120人,1500円,https://www.tokyo-club.net/standing-louge-333-ginza/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-16,35.6541654,139.7055971,CIRCUS TOKYO,イベントスペース,House ･ Techno ･ Electro ･ etc.,03-6419-7520,※イベントによって異なる,クラブ営業は主に週末,約100m2 / 200名以上,"2,500円～",https://www.tokyo-club.net/circus-tokyo/
港区,南青山６丁目,-,東京都港区南青山6-10-12 フェイス南青山1F,35.6592912,139.7151922,Future SEVEN,イベントスペース,Others,Closed,,,250人,,https://www.tokyo-club.net/future-seven/
渋谷区,鉢山町１３丁目,-,東京都渋谷区鉢山町13-12 OXY有馬B1F,35.6511007,139.6967613,LIVE HOUSE LOOP 代官山,ライブハウス,Live ･ Folk ･ Acoustic ･ Funk ･ Jazz ･ Rock ･ POPs ･ Others,Closed,※スケジュールにより変わる,※ライブスケジュールにより異なる,スタンディング 300人,,https://www.tokyo-club.net/loop-daikanyama/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-5 渋谷プライム5F,35.6594915,139.6983876,eplus LIVING ROOM CAFE&DINING,ライブカフェバー,Live ･ Acoustic ･ Jazz ･ POPs ･ Folk ･ Blues ･ Others,03-6452-5424,"11:30-23:30 (L.O 23:00)
日･祝 11:30-22:00 (L.O 21:00)",不定休,300席,"ランチ1000円～ / 夜4000円～
ミュージックチャージ 500円",https://www.tokyo-club.net/living-room-cafe-by-eplus/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂B1F,35.6573532,139.6976923,La.mama,ライブハウス,Live ･ POPs ･ Folk ･ Rock ･ R&B,03-3464-0801,,,スタンディング 250人,,https://www.tokyo-club.net/la-mama/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-32-12 ニューウェイブ原宿B1F,35.6695001,139.706556,ASTRO HALL,イベントスペース,Live ･ Rock ･ POP,Closed,※スケジュールにより異なる,,400人 (立),,https://www.tokyo-club.net/astro-hall/
港区,六本木３丁目,六本木,東京都港区六本木3-11-6 21泰明ビル4F,35.6631732,139.73313,FIRE HORSE,クラブ ･ バー,HOUSE,営業不明,21:00～,日,50人,5000円,https://www.tokyo-club.net/fire-horse/
渋谷区,宇田川町１０丁目,-,東京都渋谷区宇田川町10-1 パークビル4F,35.6625524,139.6969508,DOOR,ラウンジ,Others ･ Jazz ･ Disco ･ HipHop,Closed,18:00-05:00,不定休,70人,3000円,https://www.tokyo-club.net/door-shibuya/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道 B1F,35.6651715,139.7128739,ARC,CLUB,House ･ TechHouse ･ Techno ･ Disco ･ etc.,Closed,22:00～ ※イベントにより異なる。事前にご確認下さい。,,400人前後,3000円～,https://www.tokyo-club.net/arc-tokyo/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-24-3 興和ビルB2F,35.6957239,139.7037819,HOLIDAY SHINJUKU,ライブハウス,Rock ･ Live ･ etc.,03-5292-0591,※スケジュールにより異なる,,450人,,https://www.tokyo-club.net/holiday-shinjuku/
渋谷区,円山町５丁目,-,東京都渋谷区円山町5-3 荻原ビルB1F,35.6570396,139.6955446,Dimension,イベントスペース,Electro ･ All Genre ･ Others,Closed,※イベントによる,,2500円,2015年6月,https://www.tokyo-club.net/dimension/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-10-2 植田ビル3F,35.6674349,139.7599669,MixBerry,バー,80s ･ Jazz ･ Rock ･ R&B,Closed,"月-金 19:00-24:00
土 20:00～",日 ･ 祝,,2013年7月 / 閉店: 2017年12月,https://www.tokyo-club.net/mixberry/
港区,六本木３丁目,六本木,東京都港区六本木3-12-6 六本木プラザビル8F-9F,35.6629686,139.7334692,Cat’s TOKYO,CLUB,Allmix ･ EDM ･ Electro ･ TOP40,Closed,20:00～,,500人,,https://www.tokyo-club.net/cats-tokyo/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-23-12 フォンティスビルB1F,35.6600683,139.6959378,agePa shibuya,エンターテインメントスペース,Allmix,営業不明,※イベントにより異なる,,,2015年5月,https://www.tokyo-club.net/agepa-shibuya/
港区,西麻布１丁目,-,東京都港区西麻布1-10-11 セソーラス西麻布 B1F / B2F,35.6610143,139.7241305,BERG and WEST,CLUB,EDM ･ House ･ Techno ･ Electro ･ etc.,Closed,※イベント スケジュールにより異なる,,,2015年5月 / 閉店: 2016年1月,https://www.tokyo-club.net/berg-tokyo/
港区,南青山３丁目,-,東京都港区南青山3-18-19 FESTAE表参道ビル新館 2F,35.6651607,139.712908,FAME,クラブラウンジ,House ･ Techno ･ Electro,Closed,,,450人 / 150坪,"MEN : 3500円 / WOMEN : 2500円
※イベントにより異なる場合があります。必ず事前にご確認下さい",https://www.tokyo-club.net/fame/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-8-5 メナー神宮前5F,35.6702106,139.7064647,Social Lounge AJITO,バー,Others,Closed,18:00-24:00,無休,50人,3000円/時,https://www.tokyo-club.net/social-lounge-ajito/
千代田区,外神田３丁目,-,東京都千代田区外神田3-8-4 コートハウス秋葉原B1F,35.7025014,139.770739,moefarre AKIHABARA,ライブハウス ･ イベントスペース,Allmix ･ A-POP ･ Rock,Closed,※イベントにより異なる,不定休,200人,,https://www.tokyo-club.net/moefarre-akihabara/
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-1-2 サウスビル4F,35.6458626,139.7068238,Cafe&Dining nurikabe,ダイニングバー,Others,03-6451-2022,"12:00-15:00 / 17:00-24:00
イベント時22:00～",無休,40人,3000円,https://www.tokyo-club.net/nurikabe/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-20 農場協会ビル1F,35.6587783,139.6949498,White Space Lab,カフェ＆バー,Others,03-6416-3973,"19:00-24:00
※最新の情報とは異なる場合がございます。必ず事前にご確認下さい。",日 ･ 月,50名,"2,000円前後",https://www.tokyo-club.net/white-space-lab/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-11-4 Lee3ビルB2F,35.6959973,139.7048191,GATSBY HOUSE,クラブ ･ ラウンジ ･ パーティーハウス,Allmix,Closed,22:00-05:00,日,1000人,5000円,https://www.tokyo-club.net/gatsby-house/
港区,六本木５丁目,六本木,東京都港区六本木5-16-5 インペリアル(フォーラム)六本木B1F,35.6616993,139.735468,CIRCUS+,イベント ･ パーティー ･ クラブラウンジ,Allmix ･ BlackMusic,Closed,,,100名 (着席時) / 200名 (立食時),5000円,https://www.tokyo-club.net/dobin/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-45-3 セントオフィスビル2F,35.6822429,139.6983768,shirokuma,バー ･ イベントスペース,House ･ HipHop ･ Funk ･ Jazz ･ Others,Closed,20:00-24:00,不定休,"1,500円",2006年,https://www.tokyo-club.net/shirokuma/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-41-8 植木ビルB1F,35.6978785,139.7021863,Lounge BAR NB,ラウンジ,HipHop ･ House ･ Techno ･ and more...,営業不明,18:00-05:00,無休,60人,1400円,https://www.tokyo-club.net/lounge-bar-nb/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-1-2 HANROKUビルB1F,35.6949995,139.7063949,NINE SPICES,ライブハウス,All Genre ･ Live,03-3205-1439,,,200人,,https://www.tokyo-club.net/nine-spices/
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1 アイランドホール2F,35.693132,139.693142,ReNY,ライブハウス,All Genre ･ Live,03-5990-5561,公演ごと変動,,800人,,https://www.tokyo-club.net/shinjyuku-reny/
渋谷区,神南１丁目,-,東京都渋谷区神南1-7-9 北谷マンションB1F,35.6641642,139.6993341,Green Lounge,パーティースペース,Others,03-6455-3308,10:00～,不定休,120人,4000円,https://www.tokyo-club.net/green-lounge/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-1-9 渋谷第三KKビルB1F,35.6576933,139.7078411,HOT BUTTERED CLUB,クラブ ･ カフェ ･ ライブラウンジ,Jazz ･ World,Closed,"平日 18:00-26:00
休前日 18:00-05:00",火,3000円,2014年7月16日,https://www.tokyo-club.net/hot-buttered-club/
中央区,銀座８丁目,-,東京都中央区銀座8-10-8 銀座8丁目10番ビルB1F,35.6675653,139.7619907,DIAMOND LOUNGE,ミュージックバー,80s ･ Soul ･ Funk ･ Lounge ･ Others,Closed,19:00～,,1500円～,2014年10月,https://www.tokyo-club.net/diamond-lounge/
港区,西麻布１丁目,-,東京都港区西麻布1-12-5 1F,35.6601105,139.7241536,BAR BLUE,DJバー,Others,03-6804-3193,18:00-05:00,無休,,2014年3月15日,https://www.tokyo-club.net/bar-blue/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-17-3 渋谷アイビスビル B1F / B2F,35.6603027,139.7081104,Social Club Tokyo,CLUB,HipHop ･ R&B ･ House ･ Allmix,Closed,※イベント･スケジュールにより異なる,,500人,,https://www.tokyo-club.net/social-club-tokyo/
港区,六本木３丁目,六本木,東京都港区六本木3-10-5 マリーナビル3F / 4F,35.6631777,139.7334094,APOLLO Club TOKYO,CLUB,House ･ Allmix ･ HipHop ･ Reggae ･ R&B ･ TOP40,Closed,,,3階 220人 / 4階 50人,,https://www.tokyo-club.net/apollo-club-tokyo/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道ビル新館2F,35.6652,139.7131175,SHAG,CULB,House ･ Techno ･ Electro ･ Allmix,Closed,"金･土･祝前日 22:00～
月-木 20:00～
※イベントにより変更となる可能性があります。必ず事前にご確認下さい",日,450人,エントランス料金 : 無料,https://www.tokyo-club.net/shag/
港区,赤阪８丁目,-,東京都港区赤阪8-10-22 ニュー新坂ビルB1F,35.6703639,139.7268965,EDITION,CLUB,House ･ Techno ･ Electro ･ EDM ･ Dance Music,03-6721-1945,,,500人,,https://www.tokyo-club.net/edition/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-25-6 パークサイド共同ビル10F,35.659687,139.7014882,DJ BAR Bridge,バー,House ･ Disco ･ Reggae ･ DUBSTEP ･ HipHop ･ Jazz,03-6427-6568,月-土 20:00-05:00,不定 (祝前でない日曜は休みとなる場合が多い),100名未満 目算,"2,500円",https://www.tokyo-club.net/dj-bar-bridge/
新宿区,新宿１丁目,-,東京都新宿区新宿1-34-13 貝塚ビルB1F,35.6912743,139.7108632,Wild Side Tokyo,ライブハウス,Live ･ POPs ･ Rock ･ All Genre ･ HeavyMetal,03-5919-8847,"※ライブ開始時刻は変動
箱貸 14:00-22:00",,150人,,https://www.tokyo-club.net/wild-side-tokyo/
港区,六本木５丁目,六本木,東京都港区六本木5-2-4 第2鳥勝ビルB1F,35.6622183,139.7339681,ENZO Bar,ラウンジバー,HipHop ･ R&B ･ Rock ･ House ･ Trance ･ Techno ･ Psychedelic,Closed,,月,3000円,-,https://www.tokyo-club.net/enzo-bar/
港区,麻布十番１丁目,-,東京都港区麻布十番1-4-5 深尾ビル1F / B1F,35.6569619,139.7353052,ELE TOKYO,CLUB,Dance Music ･ Electro ･ Allmix ･ EDM ･ Other,03-5572-7535,22:00～,日～水 (祝前日を除く),"地階メインフロア: 400人
1階ラウンジ: 100人
中二階: 30席未満","6,000円",https://www.tokyo-club.net/ele-tokyo/
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-15-8 西新宿パールビルB1F,35.6838148,139.6898013,WALL,ライブハウス,Live ･ Others ･ POPs ･ Rock ･ All Genre,03-5351-6241,ライブスケジュールにより異なる,,約180人,,https://www.tokyo-club.net/wall/
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-5 フェスタ麻布B2F,35.6564828,139.7348263,IVY,ナイトクラブ,Allmix,Closed,"22:00 or 23:00～ ※イベントにより変動
※特別なイベントや貸切等の事情により営業時間が変更となる可能性があります。必ず事前にご確認下さい。",日 ･ 月,250人,,https://www.tokyo-club.net/ivy/
港区,六本木３丁目,六本木,東京都港区六本木3-14-11 KENTOSビル3F,35.6624524,139.734507,REIGN TOKYO,ラウンジ,HipHop ･ EDM ･ R&B ･ TOP40,Closed,20:00～,無休,200人,,https://www.tokyo-club.net/reign/
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-22-7 イーストスクエアビルB1F,35.645046,139.7147733,club aim,ライブハウス,Live ･ Rock ･ POPs ･ Others,Closed,"※スタートは日程により変動
貸切 12:00-23:00",,150人,,https://www.tokyo-club.net/club-aim/
港区,南青山５丁目,-,東京都港区南青山5-8-10 コモド南青山ビル8F,35.6625342,139.7120602,Le Donjon M,バー,Techno ･ Trance ･ House ･ HipHop ･ Jazz ･ R&B,Closed,18:00-03:00,日 ･ 祝,30人,3000円,https://www.tokyo-club.net/le-donjon-m/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-7 グローリア宮益坂III B1F,35.660543,139.7049588,Shibuya HOME,ライブハウス,All Genre ･ Live,03-5774-5822,※スケジュールにより異なる,,120人,,https://www.tokyo-club.net/shibuya-home/
港区,六本木,-,東京都港区六本木 3-15-24 アリエスビル2F,35.6624795,139.7352278,Two Dogs Taproom,レストラン ･ バー,Others,03-5413-0333,17:00-05:00,無休,2000円～3000円,2013年11月,https://www.tokyo-club.net/two-dogs-taproom/
港区,六本木３丁目,六本木,東京都港区六本木3-11-6 泰明ビル3F,35.6631732,139.73313,Sheyda BAR,ラウンジバー,House ･ TOP40 ･ Billboard ･ Latin ･ R&B,03-6447-0148,21:00-06:00 / 土 21:00-09:00,日,40席前後,"1,000円",https://www.tokyo-club.net/sheyda-bar/
中央区,銀座５丁目,-,東京都中央区銀座5-10-10 moefarre3F-6F,35.674923,139.761773,moefarre GINZA,CLUB ･ ディスコ ･ スタンディングバー,HipHop ･ House ･ Trance ･ Allmix ･ Electronic ･ R&B,Closed,21:00-midnaight (イベントによってOPEN時間が異なります),祝日前を除く平日,男性 1500円-2500円 / 女性 0円-1500円,-,https://www.tokyo-club.net/moefarre-ginza/
渋谷区,宇田川町１３丁目,-,東京都渋谷区宇田川町13-16 国際ビルB館B1F,35.6614773,139.6985363,GARRET udagawa,ライブハウス,POPs ･ Rock ･ Live ･ Others,03-3463-0169,※スケジュールにより異なる,,300人,,https://www.tokyo-club.net/garret-udagawa/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-21-7 ヒューマックスパビリオン新宿アネックスB2F,35.6952501,139.7010529,BLAZE,ライブハウス,Live ･ POPs ･ Rock ･ Others,03-5155-5990,スケジュールにより変動,,800人,,https://www.tokyo-club.net/blaze/
港区,西麻布１丁目,-,東京都港区西麻布1-10-11 セソーラス西麻布B1F / B2F,35.6610143,139.7241305,FREQ.,イベントスペース,House ･ Techno ･ EDM ･ HipHop ･ R&B ･ DUBSTEP ･ Disco ･ Electro,Closed,※イベントに準ずる,無休,700人,4000円,https://www.tokyo-club.net/freq/
