,,,,,,,
指標名,コンビニ,,,,,,
出典,NAVITIME,,,,,,
年次,2024/01/12取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,(2021年度：2342件、2022年度：2305件、2023年度：2301件),,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
千代田区,鍛冶町1丁目,-,東京都千代田区鍛冶町1丁目7-4,ファミリーマート 神田鍛冶町店,ファミリーマート,35.6904512,139.7710985
千代田区,霞が関1丁目,虎ノ門広域,東京都千代田区霞が関1丁目3番1号経済産業省庁舎内,ファミリーマート 経済産業省店,ファミリーマート,35.6721319,139.7508896
千代田区,東神田2丁目,-,東京都千代田区東神田2丁目5-12,セブンイレブン 東神田2丁目店,セブンイレブン,35.6958038,139.7796657
千代田区,鍛冶町2丁目,-,東京都千代田区鍛冶町2-13-11,セブンイレブン 神田駅北口店,セブンイレブン,35.6918201,139.7707487
千代田区,外神田2丁目,-,東京都千代田区外神田2-14-7,セブンイレブン 外神田2丁目妻恋坂店,セブンイレブン,35.7027427,139.7693074
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-7-2JPタワー地下1,ローソン KITTE丸の内店,ローソン,-,-
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-6-1,セブンイレブン 丸の内センタービル店,セブンイレブン,35.68415,139.765755
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1丁目1番2号,ファミリーマート ファミマ大手門タワー店,ファミリーマート,35.6862406,139.7619547
千代田区,神田佐久間町1丁目,-,東京都千代田区神田佐久間町1-6-10,ファミリーマート TX秋葉原駅店,ファミリーマート,35.698958,139.7742547
千代田区,八重洲2丁目,日八京,東京都中央区八重洲2丁目1番八重洲地下街南1号,セブンイレブン ヤエチカ店,セブンイレブン,35.6802237,139.769435
千代田区,外神田2丁目,-,東京都千代田区外神田2-5-15,ローソン 神田明神店,ローソン,35.7000473,139.7688221
千代田区,神田小川町2丁目,-,東京都千代田区神田小川町2丁目4-17,ファミリーマート 千代田小川町店,ファミリーマート,35.6947581,139.7635907
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1丁目7-12 サピアタワー,ファミリーマート ファミマサピアタワー/S店,ファミリーマート,35.6837178,139.7686113
千代田区,霞が関1丁目,虎ノ門広域,東京都千代田区霞が関1-1-3 弁護士会館地下1階,生活彩家弁護士会館店,その他コンビニ,35.6743187,139.7536284
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-1-1,セブンイレブン 丸の内パレスビル店,セブンイレブン,35.6845001,139.7612211
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-5-1新丸の内ビルB1F,セブンイレブン 新丸ビル店,セブンイレブン,35.6825868,139.7644093
千代田区,有楽町1丁目,大丸有,東京都千代田区有楽町1-6-3,セブンイレブン 日比谷駅前店,セブンイレブン,35.6738981,139.7606757
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1-7-2,セブンイレブン 東京サンケイビル店,セブンイレブン,35.6869994,139.7654691
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1-4-2,セブンイレブン 丸紅ビル店,セブンイレブン,35.690596,139.7595591
千代田区,麹町1丁目,-,東京都千代田区麹町1丁目8-2,ファミリーマート 麹町一丁目店,ファミリーマート,35.6849068,139.7417117
千代田区,岩本町3丁目,-,東京都千代田区岩本町3-7-16,ローソン 岩本町三丁目店,ローソン,35.6957394,139.7777955
千代田区,丸の内,-,東京都千代田区丸の内1 東京駅 2F 新幹線20・21番線ホーム 上野方,NEWDAYS MINI(ニューデイズミニ) 東ホ5C店,NewDays,35.6812362,139.7671248
千代田区,神田神保町2丁目,-,東京都千代田区神田神保町2-4-7,ローソン 神田神保町二丁目店,ローソン,35.6963364,139.7554238
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-4-1,ナチュラルローソン NL丸の内ビルディング店,ローソン,35.6809759,139.7637838
千代田区,神田神保町2丁目,-,東京都千代田区神田神保町2-2,セブンイレブン 神田神保町2丁目店,セブンイレブン,35.6962656,139.7576016
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-5-1新丸の内ビル9F,セブンイレブン 新丸ビルフロアナイン店,セブンイレブン,35.6825868,139.7644093
千代田区,神田佐久間町1丁目,-,東京都千代田区神田佐久間町1-21-1,セブンイレブン 秋葉原駅前店,セブンイレブン,35.6979939,139.7752336
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1-1-3,ローソン 大手センタービル店,ローソン,35.6859985,139.7628452
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1-6-1 半蔵門線大手町駅構内,ナチュラルローソン 大手町西メトロピア店,ローソン,35.6853494,139.7632784
千代田区,神田練塀町,-,東京都千代田区神田練塀町3番地富士ソフトビル1F,ファミリーマート 秋葉原富士ソフトビル店,ファミリーマート,35.7003056,139.7740739
千代田区,神田鍛冶町3丁目,-,東京都千代田区神田鍛冶町3丁目6-7,ファミリーマート 神田鍛冶町三丁目店,ファミリーマート,35.694241,139.7709787
千代田区,神田相生町,-,東京都千代田区神田相生町1番,セブンイレブン 秋葉原センタープレイス店,セブンイレブン,35.6992908,139.7739578
千代田区,内幸町2丁目,-,東京都千代田区内幸町2-1-1,セブンイレブン 内幸町2丁目店,セブンイレブン,35.6711998,139.7527
千代田区,有楽町1丁目,大丸有,東京都千代田区有楽町1丁目1-4,セブンイレブン 東京ミッドタウン日比谷店,セブンイレブン,35.6740974,139.7595307
千代田区,鍛冶町2丁目,-,東京都千代田区鍛冶町2丁目1番3号,セブンイレブン 神田駅南口店,セブンイレブン,35.6910562,139.7711804
千代田区,神田駿河台2丁目,-,東京都千代田区神田駿河台2丁目2番4号,ファミリーマート 御茶ノ水駅南店,ファミリーマート,35.6990424,139.76399
千代田区,飯田橋2丁目,-,東京都千代田区飯田橋2-6-6,ファミリーマート 飯田橋二丁目店,ファミリーマート,35.6990309,139.7496559
千代田区,紀尾井町4丁目,-,東京都千代田区紀尾井町4-1,ファミリーマート ガーデンコート店,ファミリーマート,35.6810328,139.7340679
千代田区,神田練塀町,-,東京都千代田区神田練塀町85,ローソン 秋葉原スクエア店,ローソン,35.7013431,139.7748727
千代田区,丸の内3丁目,大丸有,東京都千代田区丸の内3-1-1,ナチュラルローソン NLS帝劇ビル店,ローソン,35.6767148,139.7612147
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウスタワ-地下1階,ファミリーマート ファミマサウスタワー店,ファミリーマート,35.6788059,139.7674711
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-7-12,ファミリーマート ファミマサピアタワー店,ファミリーマート,35.6837175,139.7684826
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-3-4B101,ローソン 丸の内テラス店,ローソン,35.6812969,139.766426
千代田区,鍛冶町2丁目,-,東京都千代田区鍛冶町2-7-1,ファミリーマート 神田駅東口店,ファミリーマート,35.6922618,139.7718573
千代田区,外神田1丁目,-,東京都千代田区外神田1丁目7番-5,ファミリーマート 外神田一丁目店,ファミリーマート,35.6995532,139.7699603
千代田区,内神田1丁目,-,東京都千代田区内神田1丁目6番6号,ファミリーマート 内神田鎌倉橋店,ファミリーマート,35.6899059,139.7662876
千代田区,丸の内3丁目,大丸有,東京都千代田区丸の内3丁目5-1,ファミリーマート 東京国際フォーラム店,ファミリーマート,35.6764325,139.7640898
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-7-3,セブンイレブン 丸の内東京ビル店,セブンイレブン,35.6786068,139.7649357
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-1 東京駅構内・GRANSTA MARUNOUCHI B1F,NewDays(ニューデイズ) グランスタ丸の内北口店,NewDays,35.6818641,139.7669116
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1丁目9-1,ニューデイズ東京八重洲南,NewDays,35.6798702,139.7675145
千代田区,鍛冶町1丁目,-,東京都千代田区鍛冶町1丁目8ー8 神田鍛冶町ビル,ミニストップ 神田鍛冶町店,ミニストップ,35.691171,139.7734701
千代田区,神田神保町1丁目,-,東京都千代田区神田神保町1丁目2ー5,ミニストップ 神田神保町1丁目店,ミニストップ,35.6963347,139.76009
千代田区,神田錦町1丁目,-,東京都千代田区神田錦町1丁目1 帝都神田ビル 1F,ミニストップ 神田錦町1丁目店,ミニストップ,35.6923026,139.7644949
千代田区,九段南4丁目,-,東京都千代田区九段南4丁目2ー9,ミニストップ 九段南4丁目店,ミニストップ,35.6910905,139.7395254
千代田区,一ツ橋2丁目,-,東京都千代田区一ツ橋2-6-2,セブンイレブン 千代田一ツ橋2丁目店,セブンイレブン,35.6942812,139.7561837
千代田区,神田錦町3丁目,-,東京都千代田区神田錦町3丁目5ー1,ミニストップ 神田錦町3丁目店,ミニストップ,35.6927089,139.7594999
千代田区,岩本町2丁目,-,東京都千代田区岩本町2丁目6ー10,ミニストップ 岩本町2丁目店,ミニストップ,35.6935422,139.7764338
千代田区,九段南1丁目,-,東京都千代田区九段南1丁目5ー5,ミニストップ 九段南1丁目店,ミニストップ,35.6948977,139.7519116
千代田区,富士見2丁目,-,東京都千代田区富士見2丁目11ー9,ミニストップ 飯田橋駅西口店,ミニストップ,35.6990753,139.7447953
千代田区,神田美土代町,-,東京都千代田区神田美土代町9ー1,ミニストップ 神田美土代町店,ミニストップ,35.6937356,139.7656473
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1丁目9ー1 グラントウキョウノースタワー 17階,cisca グラントウキョウ店,ミニストップ,35.6815101,139.768882
千代田区,霞が関3丁目,虎ノ門広域,東京都千代田区霞が関3丁目2ー1,cisca 霞が関コモンゲート店,ミニストップ,35.6717262,139.7478793
千代田区,麹町6丁目,-,東京都千代田区麹町6-2-1 麹町サイトビル1F,ポプラ 麹町店,その他コンビニ,35.6852265,139.7332124
千代田区,神田東松下町,-,東京都千代田区神田東松下町27,スリーエイト神田東店,その他コンビニ,35.6948457,139.7734586
千代田区,神田駿河台2丁目,-,東京都千代田区神田駿河台2-10 駿台興業ビル1F,生活彩家 御茶の水駅前店,その他コンビニ,35.6989386,139.764274
千代田区,内神田1丁目,-,東京都千代田区内神田1-9-13,セブンイレブン 内神田1丁目店,セブンイレブン,35.6908058,139.7669187
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-3-2,セブンイレブン 丸の内郵船ビル店,セブンイレブン,35.6815558,139.7627321
千代田区,内幸町1丁目,-,東京都千代田区内幸町1-1-1,セブンイレブン 7FS内幸町1丁目店,セブンイレブン,35.6724056,139.7583398
千代田区,神田駿河台2丁目,-,東京都千代田区神田駿河台2丁目5,セブンイレブン 駿河台三楽病院店,セブンイレブン,35.7001957,139.7619459
千代田区,内神田2丁目,-,東京都千代田区内神田2丁目2-1,セブンイレブン 内神田2丁目店,セブンイレブン,35.6897896,139.7675242
千代田区,麹町4丁目,-,東京都千代田区麹町4-5,セブンイレブン 千代田区麹町4丁目店,セブンイレブン,35.683294,139.7367533
千代田区,霞ヶ関3丁目,-,東京都千代田区霞ヶ関3-4-3,セブンイレブン 特許庁店,セブンイレブン,35.6708295,139.7456437
千代田区,永田町2丁目,赤坂,東京都千代田区永田町2-14-3,セブンイレブン 赤坂東急プラザ店,セブンイレブン,35.6771745,139.7375005
千代田区,富士見2丁目,-,東京都千代田区富士見2-4-6,セブンイレブン 千代田大神宮通り店,セブンイレブン,35.6997159,139.7461817
千代田区,神田和泉町1丁目,-,東京都千代田区神田和泉町1-3-4,セブンイレブン 神田和泉町店,セブンイレブン,35.7002728,139.7758712
千代田区,紀尾井町7丁目,-,東京都千代田区紀尾井町7-1,セブンイレブン 上智大学店,セブンイレブン,35.6841965,139.7327535
千代田区,平河町2丁目,-,東京都千代田区平河町2-7-2,セブンイレブン 千代田平河町2丁目店,セブンイレブン,35.67907,139.7405042
千代田区,一番町4丁目,-,東京都千代田区一番町4-4,セブンイレブン 千代田一番町店,セブンイレブン,35.6880031,139.7425414
千代田区,神田佐久間町2丁目,-,東京都千代田区神田佐久間町2-11,セブンイレブン 秋葉原昭和通り店,セブンイレブン,35.697883,139.7764047
千代田区,神田淡路町2丁目,-,東京都千代田区神田淡路町2丁目105番地,セブンイレブン 神田淡路町ワテラス店,セブンイレブン,35.697582,139.7679375
千代田区,岩本町2丁目,-,東京都千代田区岩本町2-18-1,セブンイレブン 千代田岩本町2丁目店,セブンイレブン,35.6932365,139.778048
千代田区,神田須田町1丁目,-,東京都千代田区神田須田町1-2-3,セブンイレブン 神田須田町1丁目店,セブンイレブン,35.6950356,139.7678103
千代田区,外神田4丁目,-,東京都千代田区外神田4-7-7,セブンイレブン 外神田4丁目店,セブンイレブン,35.7027054,139.7722767
千代田区,永田町2丁目,赤坂,東京都千代田区永田町2-10-3,セブンイレブン 東急キャピトルタワー店,セブンイレブン,35.6739689,139.7407736
千代田区,永田町2丁目,赤坂,東京都千代田区永田町2-1-1,セブンイレブン 参議院議員会館店,セブンイレブン,35.6765141,139.7422905
千代田区,富士見2丁目,-,東京都千代田区富士見2丁目17-1,セブンイレブン 法政大学市ヶ谷キャンパス店,セブンイレブン,35.6957422,139.7416481
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-4-1,セブンイレブン 丸の内永楽ビル店,セブンイレブン,35.684356,139.764932
千代田区,麹町5丁目,-,東京都千代田区麹町5-3-5,セブンイレブン 麹町5丁目店,セブンイレブン,35.6898239,139.7360037
千代田区,永田町2丁目,赤坂,東京都千代田区永田町2丁目1番2号,セブンイレブン 衆議院第二議員会館店,セブンイレブン,35.6755195,139.7425821
千代田区,鍛冶町1丁目,-,東京都千代田区鍛冶町1-9-4,セブンイレブン 千代田鍛冶町1丁目店,セブンイレブン,35.6906009,139.7724564
千代田区,神田神保町2丁目,-,東京都千代田区神田神保町2-38-1,セブンイレブン 神田専大通り店,セブンイレブン,35.6975901,139.7548706
千代田区,神田錦町3丁目,-,東京都千代田区神田錦町3丁目11番地,セブンイレブン 神田錦町千代田通り店,セブンイレブン,35.6921342,139.7605794
千代田区,神田錦町3丁目,-,東京都千代田区神田錦町3-26,セブンイレブン 神田錦町3丁目店,セブンイレブン,35.693064,139.759517
千代田区,神田練塀町3丁目,-,東京都千代田区神田練塀町3-3,セブンイレブン 秋葉原駅北店,セブンイレブン,35.6997837,139.7741138
千代田区,麹町3丁目,-,東京都千代田区麹町3-5,セブンイレブン 千代田区麹町3丁目店,セブンイレブン,35.6831204,139.7384884
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウ,セブンイレブン リクルートサウスタワー店,セブンイレブン,35.6788059,139.7674711
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1-3-2,セブンイレブン 大手町カンファレンスセンター店,セブンイレブン,35.6886625,139.7635533
千代田区,飯田橋3丁目,-,東京都千代田区飯田橋3-10-10,セブンイレブン KDDI本社20階店,セブンイレブン,35.7004065,139.7505092
千代田区,二番町,-,東京都千代田区二番町8番地8,セブンイレブン 7FSガーデンビル店,セブンイレブン,35.6856247,139.7340705
千代田区,飯田橋3丁目,-,東京都千代田区飯田橋3-10-10,セブンイレブン KDDI本社店,セブンイレブン,35.7004065,139.7505092
千代田区,二番町8丁目,-,東京都千代田区二番町8-8,セブンイレブン 千代田二番町店,セブンイレブン,35.6856247,139.7340705
千代田区,飯田橋2丁目,-,東京都千代田区飯田橋2-18-2,セブンイレブン 大和ハウス九段ビル店,セブンイレブン,35.6991795,139.7512329
千代田区,一ツ橋1丁目,-,東京都千代田区一ツ橋1-1-1,セブンイレブン パレスサイドビル店,セブンイレブン,35.6909195,139.7574614
千代田区,飯田橋4丁目,-,東京都千代田区飯田橋4丁目1-11,セブンイレブン 飯田橋4丁目店,セブンイレブン,35.7001081,139.7478535
千代田区,飯田橋3丁目,-,東京都千代田区飯田橋3-10-9,セブンイレブン 飯田橋アイガーデンテラス店,セブンイレブン,35.70109,139.7502747
千代田区,神田神保町3丁目,-,東京都千代田区神田神保町3-2-6,セブンイレブン 神田神保町3丁目店,セブンイレブン,35.6960459,139.7540095
千代田区,永田町1丁目,赤坂,東京都千代田区永田町1-6-1,セブンイレブン 中央合同庁舎8号館店,セブンイレブン,35.6725705,139.7454297
千代田区,有楽町2丁目,大丸有,東京都千代田区有楽町2-8-2,セブンイレブン 有楽町駅前店,セブンイレブン,35.6742481,139.7627122
千代田区,五番町1丁目,-,東京都千代田区五番町1-9,セブンイレブン 千代田五番町店,セブンイレブン,35.6908088,139.7364029
千代田区,大手町2丁目,大丸有,東京都千代田区大手町2-1-1,セブンイレブン 大手町野村ビル店,セブンイレブン,35.6857148,139.7629518
千代田区,神田小川町3丁目,-,東京都千代田区神田小川町3-3,セブンイレブン 神田小川町3丁目店,セブンイレブン,35.6949667,139.7616752
千代田区,内神田2丁目,-,東京都千代田区内神田2-9-9,セブンイレブン 神田駅西口通り店,セブンイレブン,35.6910964,139.7685026
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-1-1,セブンイレブン 明治安田生命本社ビル店,セブンイレブン,35.6791077,139.7621731
千代田区,神田神保町1丁目,-,東京都千代田区神田神保町1-58-2,セブンイレブン 神田神保町1丁目店,セブンイレブン,35.6985164,139.7570489
千代田区,神田須田町1丁目,-,東京都千代田区神田須田町1丁目16番地,セブンイレブン 神田須田町中央通り店,セブンイレブン,35.6950582,139.7708396
千代田区,五番町,-,東京都千代田区五番町3番1,セブンイレブン 市ヶ谷駅前店,セブンイレブン,35.6904472,139.7359039
千代田区,岩本町1丁目,-,東京都千代田区岩本町1-7-1,セブンイレブン 千代田岩本町1丁目店,セブンイレブン,35.6920743,139.7777884
千代田区,平河町1丁目,-,東京都千代田区平河町1-8-3,セブンイレブン 千代田平河町1丁目店,セブンイレブン,35.6827071,139.7415919
千代田区,有楽町1丁目,大丸有,東京都千代田区有楽町1丁目1-2,セブンイレブン 東京ミッドタウン日比谷ラウンジ店,セブンイレブン,35.6736653,139.75937
千代田区,霞が関1丁目,虎ノ門広域,東京都千代田区霞が関1-2-2,セブンイレブン 中央合同庁舎5号館店,セブンイレブン,35.6732017,139.7529895
千代田区,神田須田町1丁目,-,東京都千代田区神田須田町1-9,セブンイレブン 神田万世橋南店,セブンイレブン,35.6965835,139.7694411
千代田区,永田町2丁目,赤坂,東京都千代田区永田町2-13-10,セブンイレブン プルデンシャルタワー店,セブンイレブン,35.6760427,139.7387059
千代田区,神田三崎町2丁目,-,東京都千代田区神田三崎町2丁目13番4号,セブンイレブン 神田三崎町2丁目店,セブンイレブン,35.7002417,139.7532895
千代田区,神田岩本町2丁目,-,東京都千代田区神田岩本町2-2,セブンイレブン 神田岩本町店,セブンイレブン,35.6929885,139.7756615
千代田区,富士見1丁目,-,東京都千代田区富士見1-3-3,セブンイレブン 千代田富士見1丁目店,セブンイレブン,35.6979808,139.746502
千代田区,神田錦町1丁目,-,東京都千代田区神田錦町1-8,セブンイレブン 神田錦町1丁目店,セブンイレブン,35.6932536,139.7647487
千代田区,大手町2丁目,大丸有,東京都千代田区大手町2-3-1,セブンイレブン NTTCom大手町プレイス店,セブンイレブン,35.6868588,139.7674372
千代田区,五番町,-,東京都千代田区五番町2番9,セブンイレブン 市ヶ谷駅西店,セブンイレブン,35.6903856,139.7345839
千代田区,神田錦町2丁目,-,東京都千代田区神田錦町2丁目7-5,セブンイレブン 神田錦町2丁目店,セブンイレブン,35.6915158,139.7633311
千代田区,一ツ橋1丁目,-,東京都千代田区一ツ橋1-2-2,セブンイレブン 住友商事竹橋ビル店,セブンイレブン,35.6921132,139.7565031
千代田区,九段北4丁目,-,東京都千代田区九段北4-2-2,セブンイレブン 九段北4丁目店,セブンイレブン,35.6920804,139.738678
千代田区,麹町5丁目,-,東京都千代田区麹町5-7-13,セブンイレブン 紀尾井坂店,セブンイレブン,35.6823361,139.7348615
千代田区,永田町2丁目,赤坂,東京都千代田区永田町2丁目1-1,セブンイレブン 7FS参議院議員会館店,セブンイレブン,35.6765141,139.7422905
千代田区,神田紺屋町,-,東京都千代田区神田紺屋町8,セブンイレブン 神田紺屋町店,セブンイレブン,35.6917221,139.7740171
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1丁目2番,セブンイレブン Otemachi One店,セブンイレブン,35.6876366,139.7623328
千代田区,外神田1丁目,-,東京都千代田区外神田1-18-19,セブンイレブン 秋葉原電気街口店,セブンイレブン,35.6987811,139.772177
千代田区,大手町2丁目,大丸有,東京都千代田区大手町2-6-4,セブンイレブン 常盤橋タワーB1F店,セブンイレブン,35.684209,139.7706516
千代田区,鍛冶町2丁目,-,東京都千代田区鍛冶町2-9-8,セブンイレブン 千代田鍛冶町2丁目店,セブンイレブン,35.6933903,139.7724844
千代田区,岩本町3丁目,-,東京都千代田区岩本町3-1-2,セブンイレブン 千代田岩本町3丁目店,セブンイレブン,35.6946213,139.7755517
千代田区,二番町,-,東京都千代田区二番町4番地5,セブンイレブン 二番町ファーストビル店,セブンイレブン,35.6864022,139.7358259
千代田区,神田駿河台1丁目,-,東京都千代田区神田駿河台1-6-5,ローソン 神田駿河台一丁目店,ローソン,35.6970136,139.7633626
千代田区,永田町1丁目,赤坂,東京都千代田区永田町1-11-28,ローソン 永田町一丁目店,ローソン,35.6786026,139.7408949
千代田区,九段北1丁目,-,東京都千代田区九段北1-11-5,ローソン 九段北目白通店,ローソン,35.6970158,139.7511131
千代田区,富士見2丁目,-,東京都千代田区富士見2-14-23,ローソン JPローソン東京逓信病院店,ローソン,35.6975818,139.7432554
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-2-3,ローソン 丸の内仲通りビル店,ローソン,35.6801686,139.762522
千代田区,丸の内3丁目,大丸有,東京都千代田区丸の内3-1-1,ローソン 丸の内国際ビル店,ローソン,35.6767148,139.7612147
千代田区,九段南3丁目,-,東京都千代田区九段南3丁目9-12,セブンイレブン 九段南3丁目店,セブンイレブン,35.6924592,139.7415321
千代田区,麹町5丁目,-,東京都千代田区麹町5-1,ローソン 麹町五丁目店,ローソン,35.6838031,139.7345151
千代田区,内幸町1丁目,-,東京都千代田区内幸町1-3-3,ローソン 内幸町一丁目店,ローソン,35.6693787,139.756949
千代田区,神田神保町1丁目,-,東京都千代田区神田神保町1-5,セブンイレブン 神田すずらん通り店,セブンイレブン,35.6955438,139.7590885
千代田区,丸の内2丁目,大丸有,東京都千代田区丸の内2-3-1,ローソン 丸の内二重橋前店,ローソン,35.6789184,139.7606607
千代田区,神田練塀町,-,東京都千代田区神田練塀町55,ローソン 秋葉原北口店,ローソン,35.7006136,139.7747529
千代田区,有楽町1丁目,大丸有,東京都千代田区有楽町1-7-1,ローソン 有楽町一丁目店,ローソン,35.6745869,139.7614543
千代田区,麹町2丁目,-,東京都千代田区麹町2-7-3,ローソン 麹町二丁目店,ローソン,35.683519,139.7411129
千代田区,内幸町1丁目,-,東京都千代田区内幸町1-6-6,セブンイレブン 内幸町1丁目店,セブンイレブン,35.6694061,139.7585416
千代田区,神田駿河台2丁目,-,東京都千代田区神田駿河台2-5-4,ローソン H神田駿河台店,ローソン,35.7000136,139.7616651
千代田区,丸の内3丁目,大丸有,東京都千代田区丸の内3-3-1,ナチュラルローソン NL新東京ビル店,ローソン,35.6773788,139.7626874
千代田区,鍛冶町2丁目,-,東京都千代田区鍛冶町2-3-2,ナチュラルローソン NL神田鍛冶町二丁目店,ローソン,35.6912184,139.7722966
千代田区,四番町,-,東京都千代田区四番町6,ナチュラルローソン 千代田四番町店,ローソン,35.6890923,139.7357099
千代田区,大手町2丁目,大丸有,東京都千代田区大手町2-2-1,ローソン H新大手町ビル店,ローソン,35.6850064,139.767045
千代田区,九段北1丁目,-,東京都千代田区九段北1-5-10,ローソン 九段北一丁目店,ローソン,35.6964938,139.7520912
